participant_code,Bao,Chokdee`,DDDD,JJ,Ja,Kuga,Kurosagi Ichigo,M,Mick,Micky,Naenon,Offroad,Plub,Shimmy,Tack,Tw,champion,gobgab,march,name,sine,superidol,ก้องฟ้า,น้ำ,เจ,เทพซ่า676767677
Bao,0.0,5.080583998911693,7.3605014710227685,8.270604007290869,7.375048465289644,2.454248187741025,1.5624976957893273,3.3879507826328306,4.025325089971695,7.128592223062662,3.9033404994586625,7.173867045565604,2.0385587661987734,7.049540054567366,3.2516499436660538,3.4093280334266574,1.4275509896796352,2.242340071661949,10.199488042898796,3.180599210519345,2.676185867645958,6.48248985455572,7.147996114301528,1.740847823219778,5.721702245165511,2.417350788518064
Chokdee`,5.080583998911693,0.0,6.691532346092491,7.7270304531736835,6.4981364447740955,5.577729703602382,4.955980655108085,5.6065761199003665,3.1039398184137394,5.359940760150094,4.737918094325797,6.942136426916138,4.197896667222338,6.996204214173358,6.816539177625054,3.599434035399015,4.793788293070462,4.576252955972003,12.343200121298516,4.602673948940242,3.6358582394973724,6.235181045078309,9.342836099560841,4.115259872813766,8.421820794340956,3.6980463010526226
DDDD,7.3605014710227685,6.691532346092491,0.0,1.588428477035796,2.63681278618578,9.389367365276616,8.266595731089907,4.849483980857858,5.6467624282977,5.368077802352049,3.938244246375423,0.9832975551354665,5.912251920000561,2.164572332812152,10.226372168515415,4.981680105887085,6.592496600823496,8.559365823575279,17.311889663397896,4.431866056627328,5.3755870534235095,1.2809041654789137,14.191467332622235,6.646187437542199,12.787121909985776,5.996939065966063
JJ,8.270604007290869,7.7270304531736835,1.588428477035796,0.0,2.535501989900421,10.380204601233737,9.207852444811746,5.503162220096243,6.522311543044495,5.572514241239922,4.947732055006251,1.693906227547614,6.8249663713139395,1.9862376132576827,11.1132942554637,5.8653003030599455,7.603604367102121,9.598127698559077,18.27360034225527,5.44723313146371,6.429735142647766,1.938036336205738,15.161782832172088,7.585123121217885,13.788025304961876,6.861532909391465
Ja,7.375048465289644,6.4981364447740955,2.63681278618578,2.535501989900421,0.0,9.2763560494935,8.216190812549948,4.83899595172964,4.891350832032364,3.33034889913929,4.320671151764791,2.6176000148569205,5.6635776844724735,2.089754761720581,10.19105134622904,4.563804295769791,6.781598912735647,8.484375422145481,17.01535040906869,4.844948336488699,5.280927789801287,2.0597058658355323,13.915254681190934,6.41941621085689,12.644765138417798,5.5171226680689625
Kuga,2.454248187741025,5.577729703602382,9.389367365276616,10.380204601233737,9.2763560494935,0.0,1.3909144227319976,5.533134319456102,5.038755710583151,8.406397414228023,5.735143013224634,9.261396515754893,3.690815517684904,9.124914066078267,1.7664696963775004,4.981497899600816,3.1276819371301245,1.2846797852856229,7.9784268061148484,5.135019554153886,4.202087714317536,8.553548927210015,4.881080228992456,2.9298821022057164,3.485559724599661,3.8472660671661565
Kurosagi Ichigo,1.5624976957893273,4.955980655108085,8.266595731089907,9.207852444811746,8.216190812549948,1.3909144227319976,0.0,4.41765273744108,4.201332258814006,7.531363279423115,4.707304708190115,8.166353830350506,2.7329350350704655,7.967512964153327,2.2785891021878597,3.957495562939874,2.275093754094864,1.1579136373932948,9.1373821625545,4.010533748225107,3.279586262907355,7.418863130927363,6.030217845363989,2.013903529407789,4.733036253997766,2.863023985473323
M,3.3879507826328306,5.6065761199003665,4.849483980857858,5.503162220096243,4.83899595172964,5.533134319456102,4.41765273744108,0.0,3.9353248577499365,5.748811343948835,2.640951936955393,4.546851430898415,2.5645394704317286,4.299366047468389,6.141532795405943,2.4488710505253124,2.9751814643307886,5.043392871766106,13.304031376930398,1.8238401191848337,2.756165161207556,3.91733021708535,10.2189412280525,3.250826808779787,8.852093906572584,2.8326478063747285
Mick,4.025325089971695,3.1039398184137394,5.6467624282977,6.522311543044495,4.891350832032364,5.038755710583151,4.201332258814006,3.9353248577499365,0.0,3.6183452438890478,2.989106086117404,5.713642952704915,2.3898532779735664,5.361332948657962,6.200288052669108,1.9637880844015125,3.7450619206110667,4.1458161870575605,12.425790863435086,3.139395642545249,2.0415220406060004,4.804682789258901,9.35357503271366,2.5474588461848975,8.234710910775483,1.85972340253
Micky,7.128592223062662,5.359940760150094,5.368077802352049,5.572514241239922,3.33034889913929,8.406397414228023,7.531363279423115,5.748811343948835,3.6183452438890478,0.0,5.026964256081545,5.517518604683482,5.399474533870213,4.6924027105241795,9.419322650387445,4.367105652521417,6.841276783840731,7.574126130370347,15.451966052173336,5.5214279527218,5.111210998628692,4.598087389026339,12.480273384746202,5.818742205523383,11.495712988124701,4.858838059229892
