participant_code,Bao,Chokdee`,DDDD,JJ,Ja,Kuga,Kurosagi Ichigo,M,Mick,Micky,Naenon,Offroad,Plub,Shimmy,Tack,Tw,champion,gobgab,march,name,sine,superidol,ก้องฟ้า,น้ำ,เจ,เทพซ่า676767677
Bao,0.0,5.078710981793018,3.989607680789328,3.340210025078551,3.7763434336959127,2.5238134446269216,4.359828699368248,2.3032120278091783,3.8850064338327748,3.937677312859913,2.759319879683152,2.499203294304491,1.2112395964673488,1.4592479256107773,6.503978840005224,2.0914031997121056,2.7580118294289195,3.2719224875827386,4.807797965420011,3.362288856234866,2.2789119232938795,1.7519109574885772,6.0862393622109625,1.255122002245553,5.428498201431912,2.3103460310817767
Chokdee`,5.078710981793018,0.0,8.653577709765283,7.747287994073242,8.242329086370097,2.6203842744711148,0.940839188067806,3.293181506705546,1.3200161839420903,1.5535180926172691,3.3274738921213705,7.0597824840994114,4.360548515589026,4.098878895799643,1.4479524898983465,3.3831139091077405,2.740708104711825,1.9312671833799213,1.5603355749511436,2.478937517523459,4.142899734247687,5.878601487253668,1.0352885692894809,5.894415360450173,1.4428404131002999,4.858924008604238
DDDD,3.989607680789328,8.653577709765283,0.0,2.9661238146278315,1.0028632711807361,6.147099524160666,7.820542718624095,5.5146015699980175,7.405771566098314,7.3158761938945425,5.607079917690492,2.3359865461769367,4.534672961398703,4.749160211595916,10.080671482875617,5.391157872083897,6.0046047322868725,6.827214522424222,8.056389726823804,6.468403746879631,4.806699112190292,3.528729916771298,9.62123661801475,2.949648505637162,8.690320998559436,5.199092462861598
JJ,3.340210025078551,7.747287994073242,2.9661238146278315,0.0,2.9330431566678006,5.379443618561289,6.9529404887074575,5.203529766870873,6.466093126784902,6.423429377178661,5.0457444903393736,1.219158976188722,4.233889307472835,3.780453771136608,9.138219780466525,4.541581519596563,5.259110051732332,5.954341519362392,7.4811085628483065,5.883391900273516,4.216235703062679,2.0157446561098213,8.704501862620294,2.9357019129115876,8.08363621982577,3.182056886404677
Ja,3.7763434336959127,8.242329086370097,1.0028632711807361,2.9330431566678006,0.0,5.781394121329767,7.388503403911369,5.138122317274619,6.991185859221864,6.914680384520116,5.184649440756275,2.2557535067046013,4.245488631525352,4.442416823838083,9.652244747362472,5.060102517058539,5.615493162850552,6.4686849860166715,7.591603119772917,6.080718635935841,4.359081569444048,3.3820778902345827,9.197236327051831,2.614211098075444,8.266429780763403,4.9397335597231615
Kuga,2.5238134446269216,2.6203842744711148,6.147099524160666,5.379443618561289,5.781394121329767,0.0,1.9169475743602464,1.059609096335316,1.4727015193083257,1.617397919339176,1.5782895650292261,4.609847219353061,1.781449694477209,1.750931393640807,4.042358569096055,1.1822142806423568,1.0234410966691945,1.032087736230782,2.508379087786926,1.4328309904059082,2.0627756885192836,3.519839445708715,3.6217981564332855,3.3262052437942162,3.041209006145251,2.908035266971137
Kurosagi Ichigo,4.359828699368248,0.940839188067806,7.820542718624095,6.9529404887074575,7.388503403911369,1.9169475743602464,0.0,2.530146642683864,0.5986216393193013,0.7512526435838076,2.4285019672239954,6.239719648879223,3.6199632643053614,3.320296650002977,2.2967836849837724,2.5748369632984343,1.8732227937087222,1.2799379774849176,1.3986155119853485,1.675234185502452,3.2407980349369963,5.104816353697699,1.8456299808806094,5.098406716029894,1.4937945652997613,4.177929147027325
M,2.3032120278091783,3.293181506705546,5.5146015699980175,5.203529766870873,5.138122317274619,1.059609096335316,2.530146642683864,0.0,2.2223932617874205,2.1553003962170156,1.2708469939797786,4.279952535488542,1.3062071131694237,1.771453600969663,4.690372991270786,1.2412676673321692,1.2088298316198416,1.7321846378911399,2.8989217332284567,1.4437218115584007,1.623953469519487,3.398468058977428,4.239365845973403,2.819232013396308,3.345368486454189,3.286807746021457
Mick,3.8850064338327748,1.3200161839420903,7.405771566098314,6.466093126784902,6.991185859221864,1.4727015193083257,0.5986216393193013,2.2223932617874205,0.0,0.719074130098364,2.1736582391473007,5.773985112656408,3.2060580006947124,2.8352115927300616,2.7253636547369675,2.154820181714173,1.5272127691693311,0.9183860191851967,1.5754224345083352,1.544349687998132,2.917750623402012,4.617960799123714,2.3019938108058375,4.6607456841380985,2.0200279167892368,3.6711162520252865
Micky,3.937677312859913,1.5535180926172691,7.3158761938945425,6.423429377178661,6.914680384520116,1.617397919339176,0.7512526435838076,2.1553003962170156,0.719074130098364,0.0,1.9079738378506441,5.709144093694633,3.2182293132143154,2.8250508074972718,2.894017773472386,2.0209168456057283,1.35357767765957,0.9550193725626874,1.8799812743232174,1.1461024731580958,2.708559744616868,4.571393547868137,2.413493814764535,4.6628235040363215,1.8196096328797087,3.7100950490069433
