participant_code,Bao,Chokdee`,DDDD,JJ,Ja,Kuga,Kurosagi Ichigo,M,Mick,Micky,Naenon,Offroad,Plub,Shimmy,Tack,Tw,champion,gobgab,march,name,sine,superidol,ก้องฟ้า,น้ำ,เจ,เทพซ่า676767677
Bao,0.0,3.5836158387162973,7.492748791688349,4.735133857521793,1.5354958346174368,2.2623168310804114,3.8998857871718093,3.8479409037098917,3.57839537505012,3.3845753440639257,3.37282416933871,2.331883876310378,2.0601662977398156,2.9714921754172248,2.438399203768273,2.3149578342030024,2.4631024658380687,2.4695955138643955,4.750731865498966,2.3063269048756974,3.152375880814611,2.1576926778230683,4.085061285245337,2.484934672042275,2.9528395652797146,1.8599101660728614
Chokdee`,3.5836158387162973,0.0,10.488483929846597,7.356830559788254,4.703659254169716,1.6284945303081921,4.3067674571864,0.5442631601994459,4.061769015635421,1.3247900957036955,5.0066882176545535,5.105217031533155,2.476787499011457,4.139989421062462,2.7967581043399616,2.6345351646135646,2.8624922262164914,1.2704773492121324,1.3138238255755277,4.407138589389229,5.450377599184853,4.242170108422502,1.1427438598690136,5.5180448955238415,2.1135654772956656,5.182229277423695
DDDD,7.492748791688349,10.488483929846597,0.0,4.120215839394867,6.099803028887143,8.919952500385508,7.691183269770451,10.670201469518426,8.149915587584896,9.940168866244003,6.2327558216891115,5.660758687305324,8.319149225114117,7.174802135409726,7.8778740308650015,8.253570219334078,8.056368009780902,9.445135074234763,11.4065137783737,6.570230538169761,5.706884369594033,6.726063340115525,11.196131088877173,5.161619698583348,8.896309737351848,6.709677949147697
JJ,4.735133857521793,7.356830559788254,4.120215839394867,0.0,3.393553992477292,5.800388760775734,4.232206473392667,7.574548893346013,5.115068756309211,6.7679436913197355,2.927186854037461,2.699404215961165,5.16756585833959,3.7308861183930757,4.958613356723456,5.029981753191858,4.898126649715539,6.301490648889796,8.21763030755676,3.116690864628125,2.7794077090411657,3.5221577194766978,8.202562422407008,2.877505330815445,6.098167440446613,4.27055758960541
Ja,1.5354958346174368,4.703659254169716,6.099803028887143,3.393553992477292,0.0,3.1977232518300402,3.536464979479267,4.967089091796152,3.361416117188269,4.236187258659991,2.501034873831621,0.953993177165888,2.5707429403381794,2.5083872327198122,2.7203867742561276,2.649379100174919,2.6286366484481007,3.548206060161661,5.763297217726016,1.6055775404082888,1.9560187390044228,1.4665045354343085,5.357666108074328,1.2673239368102063,3.562157856814816,1.6255080062185927
Kuga,2.2623168310804114,1.6284945303081921,8.919952500385508,5.800388760775734,3.1977232518300402,0.0,3.1884307126672415,1.8309003294058936,3.142988633588005,1.5573822247563385,3.5278219390544603,3.5686967030772037,1.2669145636424963,2.8389917061817975,1.528723595962781,1.4219953089667552,1.7012636513967594,0.8077386170794424,2.7171259075145424,2.892950735715778,4.011818433331982,2.8126350097922925,2.461729787450454,3.9414055020429557,1.5126953630653646,3.8763483000214283
Kurosagi Ichigo,3.8998857871718093,4.3067674571864,7.691183269770451,4.232206473392667,3.536464979479267,3.1884307126672415,0.0,4.5158596334139425,2.894513319433235,3.64812027790253,2.2211079263787323,3.108254033667125,2.7313597035407238,1.2392256627537286,2.6626468906882685,2.429213841442805,2.3513845458356677,3.6348188222032807,4.8050240853927155,2.2356512090289034,3.073821546112999,2.5009983997574663,5.309011427355562,3.9148557857684274,3.4327232845524684,4.664752650806359
M,3.8479409037098917,0.5442631601994459,10.670201469518426,7.574548893346013,4.967089091796152,1.8309003294058936,4.5158596334139425,0.0,4.289357469932557,1.5587022982707586,5.166834723233185,5.373199245952254,2.7804184567040626,4.432147105504519,2.9765018326353103,2.923559335917234,3.149384503253881,1.585022124562198,1.3602471723342155,4.666281690857889,5.729674612367586,4.547105717266821,1.046741793969131,5.707348190332654,2.2259439582286666,5.463992772030747
Mick,3.57839537505012,4.061769015635421,8.149915587584896,5.115068756309211,3.361416117188269,3.142988633588005,2.894513319433235,4.289357469932557,0.0,3.0467254733287774,2.7817760194355015,3.258781672540035,2.253755703674489,2.692664284410408,3.0789297351139444,1.9380346147041503,2.1229935646606433,3.1946794800671094,4.702979947641534,2.845812629021904,3.38532490767787,2.4464170655608557,4.735506218823728,3.928223959648395,2.9982408130183273,3.9032200706897036
Micky,3.3845753440639257,1.3247900957036955,9.940168866244003,6.7679436913197355,4.236187258659991,1.5573822247563385,3.64812027790253,1.5587022982707586,3.0467254733287774,0.0,4.253645269667711,4.531991939155221,1.859947680915135,3.5007197837872828,2.4958168371372333,1.9381825605804912,2.1007717944574136,1.169368819292928,2.0198138309151656,3.8260686504331223,4.806872326963946,3.58222293575717,2.088993722336523,5.061449257123915,1.6084534055601996,4.794652474782415
