,Bao,Chokdee`,DDDD,JJ,Ja,Kuga,Kurosagi Ichigo,M,Mick,Micky,Naenon,Offroad,Plub,Shimmy,Tack,Tw,champion,gobgab,march,name,sine,superidol,ก้องฟ้า,น้ำ,เจ,เทพซ่า676767677
Bao,0.0,1.4342222548046164,1.3911213720073203,1.7827592755444859,1.1638849993276605,1.2010327777469567,1.14438892838922,1.3560766052337088,1.0969338179983184,0.9765265363526691,1.6856714168631866,1.4708883609579997,1.0729517396366102,1.5928779741181893,1.3329622323319563,1.3062163356245633,1.538644353907032,1.1567301912385348,1.210918636353862,0.9322066586516214,1.1960467234968244,1.3064398160438113,1.6305750463468025,0.9467694099117075,1.3815215682990423,1.0772644813650276
Chokdee`,1.4342222548046164,0.0,2.2057214917171453,1.967955231979667,1.866478189744004,1.5889351657717565,2.013480020846282,1.3063024904716705,1.9860975537346042,1.6391568806229675,1.7004123848783084,2.2143717595573964,1.4892561147459238,1.753729559216191,1.949511277410107,1.7459144587239352,1.3756392234196884,1.5685866442348997,2.015607650611381,1.7148869903758739,2.0235487086878163,1.9536136704247176,2.102591480026935,1.648852828576675,1.3248001715586053,1.822335388402149
DDDD,1.3911213720073203,2.2057214917171453,0.0,1.167963587466028,0.7722438764032546,1.1388295711091898,0.9419392059189181,2.0497688310443634,0.9742262804443238,1.3824137426873107,1.8284091506648905,0.6635093283347772,1.2807527867723385,1.8294600396547778,1.5357344666108657,1.0480227349229865,1.5023042030569969,1.45653306365465,1.5768981580717973,1.11099311995251,0.8281948948344418,1.6493465587321878,2.0639045980068413,1.1088181476086951,2.0180055972546795,1.0115756609415296
JJ,1.7827592755444859,1.967955231979667,1.167963587466028,0.0,1.368003261094808,1.5507115821117645,1.309431859064379,1.6999325107452028,1.3684095331695465,1.5037182068974655,1.5395467390946564,1.1547762479756716,1.554799513032323,1.653775507877711,1.4583400756771228,1.4313654011141452,1.2929157994366247,1.875477217435306,1.9613577887892502,1.213228650184756,1.1231347699677177,1.3699860234224313,1.8411283037692794,1.2933763389103992,1.8992084370006446,1.4515020085549852
Ja,1.1638849993276605,1.866478189744004,0.7722438764032546,1.368003261094808,0.0,1.0642791415022987,0.8696738854955295,1.7204433514948037,1.0269166371358431,1.0210515758818473,1.7373930989084376,0.7790480443024042,0.9885019268392554,1.7992469573799503,1.4560029092131437,1.0764295091578011,1.3180391669524776,1.2240243901538097,1.5385078408969932,0.8224564338029068,0.7053450186921938,1.497440221955235,1.9511332965106047,1.0000439559280307,1.7488959379254043,0.7112538016965799
Kuga,1.2010327777469567,1.5889351657717565,1.1388295711091898,1.5507115821117645,1.0642791415022987,0.0,0.9329707282436466,1.3815640960422189,1.1221173827377835,1.1382876624525753,1.6965214349426563,1.188247951949366,0.9577943781178061,1.600020797236102,1.17001018719344,0.9388517091023267,1.025082649998045,1.154108278361579,1.356091606703711,0.9654965671858339,1.0352831553684225,1.4405049920744522,1.6847688049895573,1.0801529983414262,1.5261621691295915,0.9143466218940977
Kurosagi Ichigo,1.14438892838922,2.013480020846282,0.9419392059189181,1.309431859064379,0.8696738854955295,0.9329707282436466,0.0,1.8710366588485654,0.9386456779200945,0.9548773797189185,1.699145170898601,1.0466937057667531,1.0705454020498446,1.6803364414506612,0.9302942057261907,1.018816909476723,1.2015488094486206,1.3109490907335086,1.1096648321808396,0.7676885300125319,0.8449829829513378,1.550684722269633,1.6339510141634275,0.8425929549429256,1.6981840191283208,0.7691177285450631
M,1.3560766052337088,1.3063024904716705,2.0497688310443634,1.6999325107452028,1.7204433514948037,1.3815640960422189,1.8710366588485654,0.0,1.908896864117415,1.4488659104692752,1.2489012225853098,2.042795572429796,1.2284924319621284,1.443435920266368,1.717017540060416,1.5385286352028962,1.347590752501662,1.3042689931394718,1.863739934246022,1.6587031349694263,1.889307650594132,1.8891113999942273,1.6964760411555464,1.601840426706581,1.1530456719703692,1.7235456113380543
Mick,1.0969338179983184,1.9860975537346042,0.9742262804443238,1.3684095331695465,1.0269166371358431,1.1221173827377835,0.9386456779200945,1.908896864117415,0.0,1.1787862828889746,1.7199605310373476,1.0691055365727746,1.1544726486735035,1.6722566569384416,1.2736251700869254,1.009609851374193,1.3726474149852959,1.324306053546472,1.2571978632251952,0.913037420373027,1.000911539091472,1.3747122300166374,1.6787940400159198,0.7088540129979495,1.7249150743401265,0.9284068106449305
Micky,0.9765265363526691,1.6391568806229675,1.3824137426873107,1.5037182068974655,1.0210515758818473,1.1382876624525753,0.9548773797189185,1.4488659104692752,1.1787862828889746,0.0,1.6378263557788926,1.4014350168283598,0.9950546435171527,1.5446960244359023,1.2631563261179697,1.2578104310485876,1.3322710161299338,1.0048120291991696,1.259641755255964,0.7741533969658101,1.0527281076792312,1.6640020739023031,1.8226036425704024,1.0686539037088307,1.3846985743615943,0.8444413858566753
Naenon,1.6856714168631866,1.7004123848783084,1.8284091506648905,1.5395467390946564,1.7373930989084376,1.6965214349426563,1.699145170898601,1.2489012225853098,1.7199605310373476,1.6378263557788926,0.0,1.7645559303462102,1.3801475163939216,1.450566611558622,1.5928355694236045,1.554676815476986,1.6422248782553985,1.4911011565706358,1.7313893879594602,1.7593052156519216,1.6417422678862919,1.5920746054711743,1.5690364186611798,1.5177375567182207,1.6335564381473406,1.632299639867842
Offroad,1.4708883609579997,2.2143717595573964,0.6635093283347772,1.1547762479756716,0.7790480443024042,1.188247951949366,1.0466937057667531,2.042795572429796,1.0691055365727746,1.4014350168283598,1.7645559303462102,0.0,1.3118034931881744,1.7879402637520905,1.3572660857464585,1.0648545540912713,1.4932424497747874,1.5225445500981412,1.5820986140826199,1.172240382080959,0.873803502868448,1.6421977474083063,1.8465627182135074,1.1783187591401587,1.9371386146702527,1.0534343860138147
Plub,1.0729517396366102,1.4892561147459238,1.2807527867723385,1.554799513032323,0.9885019268392554,0.9577943781178061,1.0705454020498446,1.2284924319621284,1.1544726486735035,0.9950546435171527,1.3801475163939216,1.3118034931881744,0.0,1.4159099686869159,1.1097733707997584,1.1693148207363668,1.3494262333947886,1.0733677099618346,1.4261610258792878,1.0157249318000103,1.1326476299720571,1.218301072947539,1.539921489139079,0.9823533191625392,1.3298171587398202,0.9293578142550373
Shimmy,1.5928779741181893,1.753729559216191,1.8294600396547778,1.653775507877711,1.7992469573799503,1.600020797236102,1.6803364414506612,1.443435920266368,1.6722566569384416,1.5446960244359023,1.450566611558622,1.7879402637520905,1.4159099686869159,0.0,1.5356148004015435,1.3021768339564948,1.4574991274000562,1.5321012597903156,1.795842406736844,1.6844814969862762,1.6685778918876955,1.395026694799449,1.8357721113851482,1.5136970049191816,1.6718629302153762,1.725485530236712
Tack,1.3329622323319563,1.949511277410107,1.5357344666108657,1.4583400756771228,1.4560029092131437,1.17001018719344,0.9302942057261907,1.717017540060416,1.2736251700869254,1.2631563261179697,1.5928355694236045,1.3572660857464585,1.1097733707997584,1.5356148004015435,0.0,1.3877152178396488,1.4669653954199908,1.3699809326015062,1.181835678417755,0.9859775065658484,1.0552637382828702,1.6122789458405875,1.429612589873182,0.9618047369156161,1.5826755183786778,1.2653262128456646
Tw,1.3062163356245633,1.7459144587239352,1.0480227349229865,1.4313654011141452,1.0764295091578011,0.9388517091023267,1.018816909476723,1.5385286352028962,1.009609851374193,1.2578104310485876,1.554676815476986,1.0648545540912713,1.1693148207363668,1.3021768339564948,1.3877152178396488,0.0,1.1308516616705562,1.3176184758031881,1.527139269065266,1.1363596887826126,0.9787785710920398,1.54552035783189,1.7534400226153275,0.9789144594180723,1.6990241369339252,1.1414044198162576
champion,1.538644353907032,1.3756392234196884,1.5023042030569969,1.2929157994366247,1.3180391669524776,1.025082649998045,1.2015488094486206,1.347590752501662,1.3726474149852959,1.3322710161299338,1.6422248782553985,1.4932424497747874,1.3494262333947886,1.4574991274000562,1.4669653954199908,1.1308516616705562,0.0,1.458372466983449,1.4880574383516127,1.2044705903858588,1.2961995523143006,1.8564523193045246,1.9278616604184817,1.1967023954926355,1.381550730621428,1.2070031469151776
