,Bao,Chokdee`,DDDD,JJ,Ja,Kuga,Kurosagi Ichigo,M,Mick,Micky,Naenon,Offroad,Plub,Shimmy,Tack,Tw,champion,gobgab,march,name,sine,superidol,ก้องฟ้า,น้ำ,เจ,เทพซ่า676767677
Bao,0.0,1.5578779122855382,2.013058242437368,1.0431162181151943,0.9111140630393356,0.9088691679007019,0.7694061095513024,1.3420677767780245,0.6197879909767253,1.3598481187513598,0.736945919141384,0.6368696984836009,0.6676798360202815,2.258821313738812,0.8988378587569017,0.775266256474579,1.130367970079072,1.2405805109120092,0.9098691564300336,1.5517019866671722,0.7015755765605148,1.1067487604616533,0.8259791043952988,0.7259345989733528,0.6107816926298101,0.644692378367899
Chokdee`,1.5578779122855382,0.0,1.7084222559121918,1.574093983936716,1.5223057703406766,1.456034883701414,1.4628014695278402,1.2565593418378658,1.5085760080791024,1.5493012441356284,1.3436608880556424,1.680266902062121,1.5199410057484046,1.6310116722540267,1.411522565060411,1.608826019252746,1.4279184506727938,1.1681210828545294,1.5237448281587327,1.3253724922666474,1.5927560196202393,1.3342661761709373,1.589366875049243,1.3069901270655138,1.4113631217017908,1.5909127878008333
DDDD,2.013058242437368,1.7084222559121918,0.0,1.7087060910769147,1.8091858140856856,1.8161003790073746,1.9091161564966375,1.3407605144960157,1.9819908008561304,1.6612889292124682,1.564223856244489,1.8804823227696386,1.9282871562448307,1.6165251881964104,2.0047293977211815,1.9184218461584914,1.5995802411086188,1.465125723718126,2.296581623973118,1.4723193677900552,1.9099824950392736,1.6712694289915486,2.1162217340938567,1.8311488634230095,2.1875886611449253,1.9125037614658835
JJ,1.0431162181151943,1.574093983936716,1.7087060910769147,0.0,0.8467675642032659,1.1292969468275484,1.2486868999796106,1.46042558982167,1.1058922170510272,1.6481702206192494,1.1522852443932454,0.8783089261748985,0.9800436642565871,1.6826826464851155,1.3320109234082533,0.8316373989208296,1.5156612209087925,1.3738602810750113,1.5575509479426335,1.2948390933364025,0.9449682807886902,0.8255569019948213,1.3827139312574965,1.035542970366653,1.3257827168823284,0.8904861201358423
Ja,0.9111140630393356,1.5223057703406766,1.8091858140856856,0.8467675642032659,0.0,1.119256946017682,1.0072240452170977,1.4577203856661296,0.9454287843497072,1.3790454291339354,1.037171855866355,0.7141425294947086,0.9776683088583566,1.7337342055876424,1.4466695657104638,0.6359397654139204,1.180678231268387,1.333716058361976,1.5062522062216324,1.618810297540813,0.7003311062160247,0.9824128125664573,1.2914702379528042,0.7122763748028839,1.2574973853454319,0.7645693233511475
Kuga,0.9088691679007019,1.456034883701414,1.8161003790073746,1.1292969468275484,1.119256946017682,0.0,0.7004138164364284,1.2958883351425736,0.9318892616425852,1.0419071071664698,0.8005224270430724,0.8694882868395021,0.8154149578065091,1.642755144449419,1.0220343431845476,0.7958397675069772,1.4246262490657005,0.7928186295951978,1.1215375088819708,1.366575819997228,0.7747444140129514,1.0701284449899442,0.9926787163055185,0.8628812110781994,0.9813468635006376,0.7053371531536947
Kurosagi Ichigo,0.7694061095513024,1.4628014695278402,1.9091161564966375,1.2486868999796106,1.0072240452170977,0.7004138164364284,0.0,1.1296989266233912,0.6995695384380721,1.267683997672741,0.5917113735276378,0.9316423168247912,0.6153731895531125,1.536766720299058,0.6998228292616789,0.8098000052772132,1.236193625562571,0.7972427895222862,0.7805054602589476,1.4136673409758491,0.8233905329515425,1.1865247434127841,0.7295332312661832,0.7828561554822768,0.5679348786706531,0.7156985614235768
M,1.3420677767780245,1.2565593418378658,1.3407605144960157,1.46042558982167,1.4577203856661296,1.2958883351425736,1.1296989266233912,0.0,1.3125757247359076,1.40774423538307,1.067282149233952,1.4408859283580355,1.2988290521714532,1.6962759352052441,1.1116825750021646,1.319538728614124,1.2410730120941413,1.0810555887457294,1.4081973819118885,1.0702693289968175,1.4320061476032966,1.3849540894973027,1.337113786264601,1.1615995511681194,1.241346225925253,1.2840285854581128
Mick,0.6197879909767253,1.5085760080791024,1.9819908008561304,1.1058922170510272,0.9454287843497072,0.9318892616425852,0.6995695384380721,1.3125757247359076,0.0,1.4382396099443162,0.6524947834636867,0.824618458913578,0.6843303260158845,1.8438148256284992,0.8834733165750973,0.7154768330130655,1.2752841863490931,1.1709501304682601,0.9524021076058179,1.5024966718288175,0.6978531178676877,1.0594741262035656,0.8638274688583714,0.8854632518416742,0.6258895898444045,0.7374729304968196
Micky,1.3598481187513598,1.5493012441356284,1.6612889292124682,1.6481702206192494,1.3790454291339354,1.0419071071664698,1.267683997672741,1.40774423538307,1.4382396099443162,0.0,1.0330598554953025,1.5479024977748366,1.3701276661494253,1.8217956344863109,1.49938850895019,1.3700263622879787,1.4242290229119179,0.8647864654732696,1.5185959239531273,1.2929866227903224,1.4166229429482864,1.5127719661864607,1.2728164803043218,1.3492059072696072,1.4353027241750491,1.3638654757814488
