,EP001,EP002,EP003,EP004,EP005,EP006,EP007,EP008,EP009,EP010,EP011,EP012,EP013,EP014,EP015,EP016,EP017,EP018,EP019,EP020,EP021,EP022,EP023,EP024,EP025,EP026,EP027,EP028,EP029,EP030,EP031,EP032,EP033,EP034,EP035,EP036,EP037,EP038,EP039,EP040,EP041,EP042,EP043,EP044,EP045,EP046,EP047,EP048,EP049,EP050,EP051,EP052,EP053,EP054,EP055,EP056,EP057,EP058,EP059,EP060,EP061,EP062,EP063,EP064,EP065,EP066,EP067,EP068,EP069,EP070,EP071,EP072,EP073,EP074,EP075,EP076,EP077,EP078,EP079,EP080,EP081,EP082,EP083,EP084,EP085,EP086,EP087,EP088,EP089,EP090,EP091,EP092,EP093,EP094,EP095,EP096,EP097,EP098,EP099,EP100,EP101,EP102,EP103,EP104,EP105,EP106,EP107,EP108,EP109,EP110,EP111,EP112,EP113,EP114,EP115,EP116,EP117,EP118,EP119,EP120
EP027,7.855483644899458,4.685731459919552,6.62681779585335,3.0092191214612165,2.7953435365793418,2.5397783190666465,1.4980873628371953,1.8071091545851798,2.147880482661999,1.114889299543034,1.6524849356784437,1.390966976415811,2.082355712426453,1.8522311545250003,1.6183030021854723,1.4383123822890338,1.1531482753869509,1.7119710499488427,1.1354790691448253,1.3227028775798058,1.7835371493588172,2.021203915065644,1.8103058773464056,0.9052998931820925,1.183825710575447,1.5352574935264072,0.0,0.866117970043505,1.2692905677633777,1.1692506318118299,1.8032601433629507,1.5849571629324473,1.9020606269686502,1.5468683889889943,2.2727444535002554,1.4280940799352682,1.1971339691479546,1.5381664616501034,1.3812886044882133,2.3635920421666556,1.615098434569667,1.751970926316058,1.4769062696431647,2.1148361019802078,2.028217072006431,2.0764731657394337,1.4948792654144465,1.2695586111981287,1.7674983179135828,1.1120026632449713,1.15649124734791,1.7305112322862783,2.159493066462142,1.1840200670594456,1.235873771540009,1.1007822801496003,1.4423709606629982,1.273228427911401,2.5102721982896337,1.5337901706238537,1.391218697518583,1.0691173072898257,1.4889915410452892,1.9679541544248622,1.4535122242089829,2.057018199187525,0.7694856177758762,1.492517498975888,2.0046084812809144,1.4285208125397248,1.8211730978760954,0.7897507220392257,1.3354792047131758,1.7303211762501864,1.369604801210526,1.2805644596721384,1.659960519848036,2.028157113989345,1.6927942924247894,1.5450935734369031,1.8916767896678885,1.7952903922532155,1.574274239606052,1.142866361143187,1.4191501605342622,1.4860194933233115,2.038576327702456,1.8829600127118076,1.7139358475171766,2.57338600056486,1.2428161946653828,2.1807811140835094,1.66764926539905,2.3105101275255615,2.1305656489518046,1.7365910253121992,2.217047597840106,2.063997270871776,1.8254045291061245,1.3747761145238035,1.2333114140668702,1.7112270679239538,1.7443512172776754,1.34112874730714,2.2574549464404274,1.3758453914314033,2.197391950346713,1.697012876058357,1.9990983679660195,1.315730741611162,1.4657994769641396,1.0436992495189004,2.0351704901544116,1.7630202453208217,1.4704306274545478,2.584269697437297,1.3469424213159953,1.2050318659123473,2.3843644049793267,1.1673309325234547
EP028,7.783237260523473,4.416410519875691,6.576375460369894,2.9012930402937234,2.2777826399841348,2.316926458542412,1.3270126765888,1.723617182989923,1.8474191658368355,0.867260916876905,1.47515319783921,1.183433609211921,1.7103546081221153,1.4133910212660539,1.5169818102223562,1.0777218373994368,1.0875837559336992,1.455077071473683,0.9079544596285807,1.231775424321946,1.6035725390839675,1.8428316436712437,1.4602984970568342,0.7822139702478494,1.0823279255590699,1.1653045935938386,0.866117970043505,0.0,0.9605496090174561,1.7006975013550214,1.45630239637652,1.3584467724674754,1.491963302335932,1.2543194743716524,2.0294442615537114,1.5148185467545034,0.9246025397998927,1.3500540806381138,0.9341651366080259,1.9298414833429764,1.3995351898445656,1.411085389162297,1.3039119551895446,2.8329489972531103,1.9150400284149123,2.2020246637708385,1.1039335606234237,0.8998228299880399,1.626007504218163,0.8755737508260386,0.7734149560638343,1.1577935977092604,1.9876562170694532,1.2880466829034207,1.1117773202791335,0.8953085009555559,1.0752871103089168,1.7938131371331434,2.2707885770949097,1.0357294287268373,1.2517487448885112,1.3458806358641293,1.3984737017995894,1.9682190067974006,1.164191264305149,2.6617368493000284,0.909212855033799,1.1376361153977412,1.8175426556211898,1.2575005027848296,1.5487385119254318,1.1474644688636253,1.7526110188514128,1.562364815481452,1.123753800598142,1.152418906629922,1.5550347210474638,1.5741430375903105,1.4714937522074063,1.495570080950057,1.577815226995656,1.9336905827808166,1.5386005530310605,0.9946061477368597,1.2964237300774981,1.062816583970989,2.50805087824814,1.8206422081840534,1.522142708342131,2.37897749314707,1.2497270347313816,2.689378148928704,1.2059522985807063,2.6980831443205346,1.8463880115336613,1.528114246128457,1.9223504649812873,1.7882951531087776,1.4038702914073318,1.408741822140319,1.5693341714045645,1.2379811136548922,1.5373495187376818,1.321638670519293,2.0187329409216206,1.496087524252419,1.9332774737814806,1.3465641329360252,1.6324969586891047,1.36270856847373,1.1081356254062573,1.3602771453647329,2.4347360968372627,1.2531898278678337,1.1989579469342329,2.2854426786296282,1.0937654311319007,1.3435948691623414,2.000995524936774,1.35097298374364
EP029,7.833685406967103,4.446327747867259,6.64598263249076,2.9517336274398756,2.290938448676186,2.0095863020959883,1.5351538077727116,1.9976795062240722,2.0350462881755833,1.0846904679624911,1.490410825128053,1.2319014065236467,1.9513714738284715,1.7364339989198587,1.8809224984726467,1.2412669219262267,1.1104223047557689,1.5924393066629527,1.3776370192905625,1.4161877914095669,1.4445580421062176,1.9664159542401614,1.5291406196881914,1.0186877903041953,1.419622690537664,1.367548924575222,1.2692905677633777,0.9605496090174561,0.0,1.906013168785603,1.5547816262536325,1.3701230441663512,1.425409085414261,1.3256971986544683,2.0307832093899307,1.7567297010902923,1.1729983082023818,1.3705943393531868,1.2602066355260828,2.018330170786501,1.6013135564848013,1.5315788788519211,1.2765202628402526,2.925935597831039,2.066260478980166,1.9952427608400942,1.3640624339805076,1.2278857392216191,1.604692075977347,1.3399822522443956,1.2423648119564155,1.2168168547505303,2.003748595605012,1.3923770896635375,1.3486871913495948,1.115508520970169,1.2843429229482806,2.025471494976069,2.391659080476291,0.7972626251021228,1.5679440720639406,1.3546163822720396,1.2570689061505937,1.7571683714086959,1.632519543321863,2.6476216001533253,1.2653747448706778,1.389012906804323,2.091621186072228,1.2028681846206037,1.5349745334181084,1.3680491245583963,1.5099963815245647,1.6646800215887037,1.4189071993886264,1.280709205092288,1.7195015571268246,1.9480012117694836,1.4980560164595877,1.6803906306925314,1.7587922909335578,1.8777535358781392,1.5763502137959986,1.3426654054126226,1.4662222895265353,1.3021791665556977,2.5937850323740137,1.7737071524750565,1.3128676359639626,2.384034388351996,1.2883137754759943,2.6856917008216716,1.256439772373031,2.656769007988,1.9422307333327877,1.367966101039977,1.1917327746910478,2.1865176408410534,1.5038978396121234,1.4958350857171392,1.4510803678275128,1.1869945512393858,1.7699079915030276,1.471364943918233,2.0529873199357045,1.42342144194773,1.9193526475750455,1.5656082890956364,1.887949522173627,1.3861579563790896,1.3259182708494592,1.2870864931387531,2.4683157704097822,1.4026648778832593,1.1660505220643642,2.0646557688369156,0.9548089711699724,1.343570809485838,2.002225366253885,1.5611206548246428
EP030,8.165845856722148,5.219755043939442,7.090331531076564,3.6529083425001407,3.154218470781238,3.0422519211768138,2.1624007904433267,2.4822076227240735,2.907102940179854,1.7919870702554488,2.491979721021291,2.198095417552477,2.774429666164259,2.430865693244336,2.2688974517207514,2.1989022999291814,1.544643274115676,2.4328055434576537,2.121668438982963,2.1172354745179423,2.5485992186144095,2.7961352353884794,2.5910606349063303,1.6713262719352062,1.965288034460588,2.3912398656700287,1.1692506318118299,1.7006975013550214,1.906013168785603,0.0,2.636522565473779,2.2986873790201336,2.6173394471792855,2.2467408314399515,2.8613029935888568,1.7114416386441573,2.055372663202022,2.3517951965730277,2.216018849353608,3.0998217524955733,2.367188530517399,2.3451489369750633,2.1111606811695776,1.6025300572695391,2.9064000752636323,1.316372773210854,2.0830005706647383,2.0039896711496934,2.5438948753453494,1.9362376495548794,2.0237084884630043,2.349562927368633,2.9014446720405305,1.562434296333073,1.888335923170891,1.5412182391476004,2.1002029184470574,0.7455041215398563,3.095270279908722,2.0596980403622807,2.339851209941895,1.4534508297606596,1.9601426611905364,1.8174429005911692,1.9850893863543364,1.4157396233298476,1.1975018056896747,2.10418417852932,2.7822884676057833,2.1412682531813587,2.4523179723894835,1.3232444681314421,1.258715273985159,2.3354322769157023,2.0548547181417587,1.9949461906220227,2.406580069958428,2.843120298427461,2.3122493228474736,2.3391013839323724,2.5463530738262703,1.6755220879705008,1.4845648060674692,1.8581479778568835,2.0216544979067206,2.2924140937310646,1.248203890050478,2.544237963294277,2.3247350531927293,3.0031640009798206,1.536073864880911,1.4415937446568297,2.234385945637962,1.458074747457751,2.861022955064012,2.277849134842471,2.7918373864321655,2.7636643126132108,2.465032509171916,1.490144986111385,1.0481200244832811,2.2216593080270606,2.3584737722941838,1.7855923869363208,2.8825734530518763,1.3436298016954755,2.9505931521334334,2.3465457284822415,2.8082882216602534,1.9624369582626913,2.179880460714259,1.524431509947328,1.1994549680413578,2.4018987782416907,1.9876025008415952,2.9736425728135654,1.8311437318559307,1.0277714011358547,3.167823592730962,1.2406008307705207
EP031,7.878286857285607,4.079353156429323,6.4612502554013425,2.6223579966273487,2.9399559870620964,1.9228612344674023,1.448578795615308,1.7067260981563328,1.2847605852899315,1.5131221840490527,0.6662910471322094,1.0016888449939918,1.062492651741214,1.1478633601456734,1.1349341958823296,1.287277939671503,1.9007205811698336,1.1010034034417453,1.088373537986642,1.2268676513368444,1.7134950621427298,1.1681225367118964,1.6328351597536392,1.4279431861704408,1.2490216065505821,1.3564462015582857,1.8032601433629507,1.45630239637652,1.5547816262536325,2.636522565473779,0.0,1.0913047901213926,1.0106779384618836,1.6133081027341287,1.5149999175311684,2.183924296740021,1.6012546261038192,1.4908746522008192,1.2556222488244746,1.1486736903345462,0.769302902644075,1.7327868368739874,1.1929262253908604,3.2883057947757557,1.1443348120019816,2.9175663215575023,1.4667440453019571,1.271015537682027,0.8875202815012735,1.1156324057549891,1.0056444185667663,1.6454749590712285,1.176574401793281,1.9634995103364905,1.3044880170633366,1.7160297904833879,1.557111302869856,2.593061871019096,1.7647468119476604,1.7337355114903772,0.9544773188959461,2.018203291406089,1.6188387714036903,2.7626048502247436,1.4466066436457323,3.108265799723374,1.6690210107938446,1.4255697295361627,1.2578927553873953,1.8223343824962634,1.3824547708875796,1.802571806146958,2.2684129013585626,1.2062237508784432,1.2329495476813666,1.1591375174263263,0.9713573595312991,1.0960319919566386,1.5189735519433136,0.9892035542471737,1.7282304071434667,2.6858539578787317,2.4045490852558893,1.2436727246871038,1.3066842308954791,1.3627331058564796,3.116108987008759,1.2081070587761553,1.4068044613290316,1.7190416392883998,2.135689526300622,3.2044895209929556,1.772257665191536,3.444488015128265,1.3397382258355375,1.5051830133639152,1.3759376301290196,1.2643770045263305,1.4526662011443838,2.2093624844607405,2.182829921825475,1.3328381952474821,1.1224963336853744,1.8695278405605515,1.4599726718455084,2.1414280601479225,1.2773724176808228,1.103646357339947,1.2928336306627342,1.8005099244420322,1.3138575891891944,1.7919690277572384,3.1646665447904017,1.7826573518239595,1.3207231235518249,1.63015343102406,1.613690625896605,2.1496582523030803,1.5033170874191097,2.212490776591397
EP032,8.07214854509168,4.446906541719165,6.702907142216314,2.9632892982059866,2.858647647792651,2.081301837966758,1.4951740495504764,1.8989393859432,1.739578158252875,1.3030873882558487,1.2328349152052696,0.5890578117111961,1.521834169269727,1.3859632826474504,1.5445966488730374,1.463494739836952,1.5790674379091056,1.3283520892895189,1.1398218876960216,1.0733033557938874,1.5532608280369504,1.74334061134394,1.7754263522207463,1.5054740557562307,1.083749487461644,1.3562623684114565,1.5849571629324473,1.3584467724674754,1.3701230441663512,2.2986873790201336,1.0913047901213926,0.0,1.5423016692911702,1.522974312499258,1.7437650686807455,2.1685739174754883,1.5940302473252144,1.5025644903301307,1.2191256443670893,1.427559972212164,1.134349491836661,1.5644003781773896,1.285773938933306,2.979110159685279,1.3932834911776282,2.813341660730664,1.1491051711080469,1.3741597180545306,1.1360631972941861,1.1462272876308897,1.0402018661401644,1.630276517918115,1.7445576466599289,1.9590073218845039,1.297763052005376,1.6439834631530874,1.5310611174177744,2.2331925656091696,2.2408161454015083,1.5465101596595103,1.3890903520512736,1.8350907703308488,1.363332180734701,2.6432117914799576,1.5741613060406148,3.0703479493836525,1.603912449535148,1.4722607601566675,1.4295793077934866,1.8726766811099387,1.6895476179383322,1.686843146863527,2.16862659997558,1.6564033396870623,1.265678829812675,0.9462132651348371,1.4563309965938438,1.6512259624594847,1.4788505565860126,1.3822379994894165,1.776453425529356,2.430448552147232,2.384373528266981,1.248982589959371,1.4067420031794042,1.4326951092467435,2.749067842506176,1.7572692751538446,1.1648475719225742,2.199583034175988,2.0857372254749484,3.104693033688493,1.681059510294318,3.259610537735964,1.8172055538280791,1.4290101085294833,1.6724646318614154,1.8644884355134246,1.6286338785229622,2.030717467191241,1.9241225364855574,1.4078721866395405,1.4757996989142315,1.6762111825781214,1.6092925604303643,1.9437529956312465,1.6889733525007717,1.4325265395829532,1.6850726737766466,1.7856314273738363,1.314926914800547,1.5148608278165037,2.7734765473425624,1.8833522558325577,1.122073575697582,2.017623889676901,1.4829561015792696,1.8950147967753594,1.959086213768875,2.3013323022509793
EP033,7.844970188208552,4.064500119980053,6.392101987527746,2.608079156966518,2.7829267623670186,1.9296671884409249,1.5531798519317492,2.0261670859413363,1.4145645415329615,1.686780340599462,1.0172848967968324,1.4048555078931169,1.1761876964706162,1.1637762618648946,1.3556619950586506,0.9715244277646856,1.7633115600524603,1.1461366234562804,1.159346510737919,1.2676593365433282,1.5938869920928118,1.362356139733008,1.4478200505834649,1.4882400688579989,1.4071996598341667,1.127526432710797,1.9020606269686502,1.491963302335932,1.425409085414261,2.6173394471792855,1.0106779384618836,1.5423016692911702,0.0,1.6186729820373358,1.5970142411645043,2.2946170779973265,1.5307151124054634,1.4795766443990477,0.9066872786010334,1.4818934404149366,0.9891869790522456,1.5810331643307431,1.4738641440179558,3.501132988317994,1.2415060703463643,2.354954136642772,1.5854703109359982,1.305093225395768,1.2324773307103067,1.3435239311738878,1.1115577634475673,0.9981021490876417,1.4340871349366542,1.9482679085524133,1.370105030785478,1.7308147059510715,1.4613923673438585,2.814821231413651,1.9929970253096443,1.466163464993407,0.951149485891441,1.9527498597938764,1.8920151331179118,2.5368729495264244,1.5209803338726262,3.430311906273398,1.9573787962871487,1.3208592244080637,1.5420216102109565,1.1714096185474423,1.2096821268125693,2.1259076776655976,2.492392956339586,0.9532356833727968,1.4196644455698515,1.3806883321474084,1.011299457595221,1.4855547528589421,1.701082977468173,0.9242815410891834,1.8967952735957387,2.281645124678342,1.910594530072122,1.4359880260863411,1.5260066291206533,1.1070628361892076,3.312851512067208,1.211716752576427,1.6835906337503888,1.9091341089245182,1.9778739054802794,3.406221525418729,1.521846852196716,3.156854173494985,1.498285926622358,1.7415711414040873,1.4580801757819384,1.6133361125055852,1.2376242731580664,2.4716074784975435,2.3712640364702198,0.726438030471177,1.4296356386440552,1.973184947850202,1.7792231180463465,2.4141325070057396,1.5922210288830045,1.2232977623079857,1.4207774212281485,1.8252933046871507,1.5395109878032784,2.1387911461802536,3.3154524136534262,1.470078724565728,1.5277159478056856,1.5383927826229868,1.782378768075754,2.3860617048802566,1.1532047710491942,2.572299985907158
EP034,7.89343294667217,4.509973398721219,6.757280430926396,2.9280222859188427,2.6734647204986874,2.059030503394995,1.6135851818152362,1.9184784560894852,1.9883790641395005,1.44451479785227,1.6002674875038816,1.314536102596003,1.628290998671295,1.1224743973488003,1.4361382378032814,1.288447660042493,1.5834840694207004,1.102447152393848,1.2142514141515812,1.320959271034892,1.3847353331600392,1.8111874719602656,1.6159141041567147,1.1784877249928931,1.1771014109289144,1.5055503871085643,1.5468683889889943,1.2543194743716524,1.3256971986544683,2.2467408314399515,1.6133081027341287,1.522974312499258,1.6186729820373358,0.0,1.4438309043733937,2.048789177725587,1.4426487378912098,1.3220079156326183,1.3078580386516105,1.6271591695091323,1.3872245667932364,1.5410706658030715,1.1968011197064885,3.044734058567145,1.6148587563284844,2.6527204420211676,1.0034917150918514,0.9946353182751426,1.4034635575043504,1.0059922800786438,1.0464886418073338,1.3524737330443735,1.5773152263070458,1.6321402689134028,1.012079041223505,1.1662696120720655,0.5778314058634795,2.283644502762183,1.9712575163405126,1.3252430118569838,1.2130773606848333,1.4738207154791831,1.3386915699550679,2.188522615936824,1.2839371544273503,2.9199789863672847,1.6713602206251925,1.3640116940119025,1.6126772851931146,1.6118625725373874,1.4014392078627227,1.5445985195871246,1.9059194136466175,1.5685773147960986,1.3598328662769976,1.1789744497069286,1.394096901284864,1.4329873254406642,1.1364666462793345,1.4245170618639384,1.009484507309437,2.2404400204619774,2.098611377309666,1.0640371553758885,1.284261788026937,1.209591791770558,2.748203802177732,1.5529406844587725,1.191241963676327,2.0191283997240697,1.5353214193626064,2.855554488996001,0.998554126617791,3.0095350078376724,1.5429623123119853,1.3276063049089775,1.6110675405300665,1.9702238108928207,0.9790837674149282,1.525372460410069,1.9673888648582227,1.4010216689683108,1.2875906939587152,1.6675942644818278,1.5154575691338492,1.9641240490850616,1.7800615686547014,1.1386015671839007,1.5967654460292975,1.4789760602497197,0.9276963575858653,1.5843487237483216,2.5642583119862565,1.0904991676881048,1.0100740116337008,1.8690137413464636,1.248969113123309,1.8578271136482287,2.0073215011512597,1.8690356016368066
EP035,8.207589160388718,4.3751081119088315,6.793754476485642,2.924944667137098,2.8613463048228156,1.97299764192484,1.9906194884412767,2.313951790493169,1.4209494159560179,1.9978426574552237,1.5973611589458216,1.6394573392929337,1.1230240128356586,0.9654992637835627,1.4769329642682174,1.9617815389154813,2.502161199797023,0.8988386568581169,1.7080241126514186,1.63898504457154,2.1114836803891324,0.9929625091913712,2.1240813591084935,2.0108630810863026,1.486069039797694,2.129402473699019,2.2727444535002554,2.0294442615537114,2.0307832093899307,2.8613029935888568,1.5149999175311684,1.7437650686807455,1.5970142411645043,1.4438309043733937,0.0,2.4876235407254583,1.9745237854366746,1.6309975642111563,1.7357528204529276,1.221860456640541,1.0977528932967464,1.8963331179440404,1.8287295359077826,3.541947917036752,1.1266181510343785,3.226274986171459,1.4677961492259042,1.432729317061026,1.197616076203603,1.4709735768708256,1.5484485646686406,1.811785680240783,0.7737749983446549,2.285727243558165,1.2738372257588033,1.7082112797861622,1.4735057148026274,2.905017217827521,0.8984048922470033,2.0710272513050394,1.1727428710272891,1.9842383847527048,1.8481940927300324,2.899431531786445,1.5073592418636024,3.444323600848392,2.2424978165125813,1.5475216675860415,1.213796892689908,2.1984993050771267,1.351670779600885,2.253478933178603,2.671299077636533,1.4468620822767644,1.8607338162676907,1.5411698558737716,1.4062510347550177,0.9146433020690059,1.6034506280866259,1.3693088028796971,1.4484682499823474,3.120055862827521,2.6216015876518974,1.391520302651573,1.5859165610893393,1.721433325000182,3.405199250495896,1.2401057399743671,1.513161999501779,1.175410677656317,2.2793105787388903,3.254853250382329,1.5370220140285835,3.5469539975387594,0.966913208052735,1.6044646227570991,0.8582432446627756,1.5182519397966228,1.0809852946021,2.245371976268788,2.5349728473687922,1.8685977167121457,1.3051459937532162,2.1855096374875465,0.984868612844363,2.561624522639583,1.0036682801584644,0.9463171256049574,1.0202360381706725,2.168054729293906,1.4337424328899364,2.122427347706332,3.3489415913410987,1.6761855468328744,1.5032666695929215,1.076966682213322,1.6649647892350914,2.579181959485531,1.7346979449162303,2.4325903339645967
EP036,8.230901662736454,4.936464429563584,6.998501170748034,3.2779897957035184,3.0000335757624175,2.9736037972966107,1.9265553087724354,2.0057298173814373,2.6106454918849553,1.6139901279575062,2.129927347705028,1.92062093940563,2.548938730423776,1.9660123596099626,1.8797910455095639,1.6062271462356728,1.3785044601894971,2.0881078975971543,1.8277686388143997,1.9369439815345622,1.7033001589842587,2.4884444060799438,2.153829920582463,1.5221176213522007,1.8060355097241823,1.7479196123302012,1.4280940799352682,1.5148185467545034,1.7567297010902923,1.7114416386441573,2.183924296740021,2.1685739174754883,2.2946170779973265,2.048789177725587,2.4876235407254583,0.0,1.8707746625057762,2.287951388862211,1.8120953091901064,2.438504798917735,2.2651293669963133,2.005160297820636,1.7601457446745905,2.5799952037810026,2.5717939342214793,2.1742093054630725,2.0314444944217254,1.9077798335135239,2.023739218018432,1.849369362899852,1.9414959905116111,2.0848928313942703,2.5232824480142426,1.6781649741215536,1.9209701158566461,1.3372093262498503,2.2281464976756356,1.887789429520336,2.9568217356761464,1.8065570558367023,2.2525975841234986,1.6880836331941191,1.7018943429014686,2.1342735997570603,1.8468770722875838,2.6715949129647507,1.4069192258980838,2.232730949036135,2.728703598900979,1.6235709339317368,2.3609952854177974,1.4838670919563597,2.0771699025061756,2.2004385013101873,2.105386687438444,2.1067659292468077,2.26225261024867,2.61777515171723,2.2745656760927946,2.230872284852736,2.357396402041287,2.0499000482060636,1.8819826477810817,1.9799383499530587,2.0386563891018707,1.9469075254929913,2.574556906832463,2.397217725790712,2.280645397968001,3.257240391851611,1.6459157313945594,2.845905092375481,1.9057446942160527,2.7316524634715433,2.8698864867285296,2.281259895705239,2.246984591368992,2.5745061911551237,2.474831591656643,1.845092538233957,1.9049892186366386,2.1010649452568604,2.4914583767961336,1.719108200322848,2.8646235729953964,2.168981461281333,2.9278350006331944,2.301966402470735,2.9305810100289995,1.8850103753613232,2.2992230356698404,1.7814460129290977,2.538976260551097,2.3886276322851674,1.8336910255427994,2.943847003230578,1.6414842677670258,2.1095340762866224,2.6956385355393593,2.3449557651504156
EP037,8.042731088628193,4.598595848512043,6.762596907877118,3.007420886912887,2.9597518923887773,2.198749813010737,1.5028922686193875,1.9259990052409464,2.0325208241049246,1.1933322692809367,1.5304851659239171,1.3965816231675405,1.8567012536243437,1.7037071012528173,1.7016634016309793,1.445572413019063,1.4447613719065657,1.3810049270888498,1.2399280860682946,1.2420188848762572,2.0010045195042823,1.7312475723591383,1.9477867876761346,0.9630396084250736,1.3529354902551642,1.5767724423782878,1.1971339691479546,0.9246025397998927,1.1729983082023818,2.055372663202022,1.6012546261038192,1.5940302473252144,1.5307151124054634,1.4426487378912098,1.9745237854366746,1.8707746625057762,0.0,1.0382781870384714,1.4771949823351116,1.9453432203826404,1.4724857848984785,1.9756201047100486,1.4159829053987756,2.7915525157865972,1.691136512159127,2.225013786596675,1.1532750064808044,1.194442313050696,1.7226813119992566,1.1885121464728308,1.145791564989673,1.5268997911284297,1.9704897168221354,1.251441116828756,1.3476500273069272,1.3304028103805128,1.4510753997029848,1.9782809176431144,2.368994576181368,1.487771599651871,1.412941858899045,1.3191786327978325,1.2060386221844612,2.1113502021590875,1.1437434430831979,2.7153039579896587,1.2804912847181216,1.2760854215882662,2.0756918771262636,1.235286727331983,1.928754661450534,1.3566980891200497,1.6561810217360282,1.501974522023453,1.3044257215850479,1.3306462482032382,1.4628094844322117,1.852807659145084,1.7855839861568665,1.4215136455986128,1.7207340469490608,2.0545724602119235,1.718129308461628,1.3306608965963025,1.480046036285053,1.553753376822899,2.6812156384238515,1.3188206739141974,1.6489695203964645,2.4744282958340498,1.4410746397561989,2.704515452126115,1.7196859799016924,2.8495983862224676,2.091247461716243,1.5477505062841277,2.114578736672533,1.88798114890073,1.9456120962771237,1.8042167358162648,1.6621954048788343,1.3861204192193604,1.7134342390250255,1.0842594110622332,2.0989407250693826,1.7082679746841536,1.7587399817356368,1.7089469054498085,1.9006340325369455,1.7297582655579191,1.4848008922840221,1.168729613281004,2.645745300340486,1.9160956444626227,1.407550690613996,2.1171675589184917,1.2219550028851331,1.5397244480461096,2.0855549386739463,1.5132722076411391
EP038,7.755561861368362,4.326141660136257,6.5262228838328715,2.6376622453240284,2.3403974621165955,2.079484574601513,1.540694810250995,1.7107538022247823,1.7071221909010479,1.135915823431134,1.392921572983216,1.398269643539263,1.4263303006367605,1.3330627185918993,1.5865231754637574,1.4293946439149139,1.7785320802357059,1.0382335050065294,1.232473685496852,1.2938637196740534,1.891092035623224,1.5346119658772577,1.556836712329036,1.2371779103107552,1.4308574699358525,1.466998079434881,1.5381664616501034,1.3500540806381138,1.3705943393531868,2.3517951965730277,1.4908746522008192,1.5025644903301307,1.4795766443990477,1.3220079156326183,1.6309975642111563,2.287951388862211,1.0382781870384714,0.0,1.4247263380421513,1.9428833240769572,1.1766761708363718,1.9080557570871277,1.7869118022112755,3.085249552316461,1.6043357828766291,2.5515474455443106,1.0951295386240365,0.8710482071271406,1.5520055068283463,1.1779710620954,1.1917887371310865,1.0814041341826333,1.5987308979030965,1.6603202238116714,1.1729895938804755,1.6008973954177979,1.049904392045345,2.444080637805473,1.9061890184170975,1.2884433990539232,1.0104882266071562,1.1171208756787325,1.3004383676624602,2.2303908035527478,1.1844262320121242,2.862217255471453,1.6803609049321855,0.6338065434899479,1.9591762021886736,1.5816137785138498,1.6719045604613891,1.8483011146708606,1.9969747289932618,1.4011759291091375,1.605645660357841,1.5142986169410104,1.5074135401524784,1.7985258180730335,1.255880530166622,1.2238910739853817,1.4826992185061834,2.3797941640085885,1.989453034293069,1.267201454799025,1.614885971370098,1.3535503495129646,2.913909923015485,1.3781017185514777,0.914435899990846,1.8620062423753623,1.5227952770754383,2.741689229142926,1.3414246920841681,3.3252887235621835,1.623048429676411,1.3986920756458525,1.797433855429141,2.1200941399367483,1.5818388548063527,1.9128300216913379,1.897378524784528,1.4008271504983814,1.67821907470016,1.3613493775247707,1.7983672423329562,1.8319324265089756,1.5081451197878593,1.500618246672372,1.4990980810043923,2.1614708340862343,1.1828286405944886,1.5046028892781522,2.861656966702558,1.5070582126389922,1.4119990667605158,1.6969817469594886,1.1121679690158552,1.8404200628451386,2.030067278991045,1.6770140510896363
