,EP001,EP002,EP003,EP004,EP005,EP006,EP007,EP008,EP009,EP010,EP011,EP012,EP013,EP014,EP015,EP016,EP017,EP018,EP019,EP020,EP021,EP022,EP023,EP024,EP025,EP026,EP027,EP028,EP029,EP030,EP031,EP032,EP033,EP034,EP035,EP036,EP037,EP038,EP039,EP040,EP041,EP042,EP043,EP044,EP045,EP046,EP047,EP048,EP049,EP050,EP051,EP052,EP053,EP054,EP055,EP056,EP057,EP058,EP059,EP060,EP061,EP062,EP063,EP064,EP065,EP066,EP067,EP068,EP069,EP070,EP071,EP072,EP073,EP074,EP075,EP076,EP077,EP078,EP079,EP080,EP081,EP082,EP083,EP084,EP085,EP086,EP087,EP088,EP089,EP090,EP091,EP092,EP093,EP094,EP095,EP096,EP097,EP098,EP099,EP100,EP101,EP102,EP103,EP104,EP105,EP106,EP107,EP108,EP109,EP110,EP111,EP112,EP113,EP114,EP115,EP116,EP117,EP118,EP119,EP120
EP060,8.031383480532288,4.722436561116978,6.849078722367544,3.004138380668809,2.5139861176464096,2.330114626649047,1.7878833906885268,2.0002530262352924,2.1972558923770147,1.0843272954260454,1.7000508191095745,1.3500054278721643,1.99884002228356,1.6965306241463685,1.9583576629131094,1.244482536871544,0.9054309344131749,1.6093066870502764,1.4801901748900461,1.668210282104883,1.5482702537032422,2.0326682168651966,1.5001479347355349,1.2650762557266566,1.7621913629526957,1.3077178725043683,1.5337901706238537,1.0357294287268373,0.7972626251021228,2.0596980403622807,1.7337355114903772,1.5465101596595103,1.466163464993407,1.3252430118569838,2.0710272513050394,1.8065570558367023,1.487771599651871,1.2884433990539232,1.1723143137615053,2.0340245651231648,1.7726406360254054,1.719236731754474,1.649125374806794,3.078441184863976,2.10600633615672,2.129528421382454,1.3113309538808435,1.372894359644645,1.706000093341241,1.5850541978750157,1.3443915578675645,1.0342915409463276,2.1432158342438488,1.3097768039666982,1.4262755346681324,1.2983048313450172,1.3262155547852896,2.220533418747998,2.5561524353059637,0.0,1.7581696540550937,1.3069632665152446,1.118123436237728,1.5047290528529325,1.6332496061344142,2.830924063300114,1.7086026858768517,1.3601975327976772,2.1679138061290604,1.2777779671998253,1.6940012007790457,1.6093940257933304,1.7612417217777194,1.8107252972791017,1.7570945394181707,1.5673552981753802,1.8592156287671378,2.16713673648805,1.4493380943903658,1.733353434940661,1.6919877605366815,1.6521946792883198,1.581220644955432,1.5367977180705052,1.6023112573195808,1.0574742769653027,2.5912522916346976,1.8850315127748283,1.237309468659196,2.349857094564805,1.5273106716223217,2.7402390844015767,1.1842866957443268,2.762124738773765,2.036933472002753,1.3901441290566325,1.8226338628652423,2.477163502333796,1.478172013303329,1.5583126283979596,1.5868862257289815,1.1244410844321038,1.9360564587805902,1.6073254692391765,2.0616339137604176,1.5932257085310124,2.0457128623015937,1.7657049652063965,2.0229150204412836,1.6200700749378714,1.3520600341378477,1.2387910130784505,2.437276632366651,1.085733787107465,1.4614638900905736,2.061614391917457,0.9027685525958877,1.5643947656743327,2.2722307152746883,1.8582860311462615
EP061,8.065804858107358,4.2709487258946695,6.671423750218264,2.764491639689224,2.7654918649696665,2.008180808660969,1.4740124061166815,1.9224491076622694,1.2107724113728429,1.5158755807003466,0.9019249097363001,1.2334448177947588,0.8098927197608612,0.7954371136581693,1.0784052597814053,1.2612276886344043,1.9331591864051145,0.6498014474069447,0.9596018555484146,1.2695221870421933,1.8194595139409917,1.0015780530015959,1.6337121641523904,1.1826347137581321,1.1881874769663223,1.352967636217786,1.391218697518583,1.2517487448885112,1.5679440720639406,2.339851209941895,0.9544773188959461,1.3890903520512736,0.951149485891441,1.2130773606848333,1.1727428710272891,2.2525975841234986,1.412941858899045,1.0104882266071562,1.1430501568022442,1.1654414535888842,0.5777869737003414,1.724802051895277,1.2669928507802228,3.21782400713515,1.0905698357441345,3.1998591374166256,0.9825930892365639,0.8402550548357778,0.9763538343598905,0.9222573223228476,0.730107726394274,1.328748145977402,1.1650552747422487,1.9608206592656652,1.0673788740388064,1.420181688913567,1.0797840398919896,2.32648104641419,1.5037916748635172,1.7581696540550937,0.0,1.6218658278977276,1.685842077458269,2.8244562100775847,1.1755236623425431,2.9918597826983655,1.4625049369220793,1.0807150741785703,1.1301390495527384,1.7721640578366988,1.2321208641926105,1.8336162794446385,2.2732413943019005,1.1113344116801755,1.0902191895389797,1.1009931381453186,1.0827523938371608,0.9416934994657902,1.365183623052594,0.8300695552734105,1.4635600992502857,2.806270657949304,2.212244367534419,0.8995546902299957,1.1882930895180748,1.092674152099481,3.019082223713036,1.226944762719628,1.3245692312474275,1.4984619997809363,1.705057106886631,2.9478611032042865,1.5071670347554216,3.3801875902321457,0.8930053387531459,1.481184097419608,1.2308257651916685,1.2886334891379405,0.9963461751033049,1.970647729297564,2.1843583294467677,1.365533412153696,0.9216347683211319,1.7166226998416279,1.2760519193250102,2.2144074307656068,1.207018349709724,0.6449152453512713,0.8375911573148825,1.7964784280936932,0.9809831230349075,1.916735536302612,2.9390430427249807,1.4347559796248712,1.2165325611940532,1.6786071391024038,1.5418086643257454,2.0807330259719476,1.3553147365282519,1.9926045774032497
EP062,8.125938549410526,4.936009690104581,6.974697635283307,3.1398708942795377,2.7191001425060586,2.4641924584855244,1.8819811795815171,2.123218472167575,2.357516050070658,1.2762099646156293,2.0386035336273376,1.6332891745181684,2.142953753929357,1.807289179660675,1.9060917800157007,1.7755550971602876,1.3039435931578753,1.672926635253812,1.7260698525878553,1.4462143968742405,2.17130036768307,2.020753969531693,2.0754488925345735,1.110847493719771,1.5516387744339568,1.9301235605705098,1.0691173072898257,1.3458806358641293,1.3546163822720396,1.4534508297606596,2.018203291406089,1.8350907703308488,1.9527498597938764,1.4738207154791831,1.9842383847527048,1.6880836331941191,1.3191786327978325,1.1171208756787325,1.7763892245854909,2.3115064395567817,1.56165511337206,2.1273902213821323,1.8624827558929924,2.3666769470851534,2.0922826480333616,1.988602132097423,1.2808481774975928,1.2550816543448968,1.8990432133896684,1.4740041797551673,1.5246334768564906,1.5421604065378056,2.071539454292627,1.2934198261026353,1.2846698072794773,1.2215347329067787,1.242908806287176,1.6296932787068261,2.340028605449951,1.3069632665152446,1.6218658278977276,0.0,1.141994702202414,1.6307494622030416,1.5260119977970337,2.1621228174306086,1.1829567076541463,1.2075427796632814,2.2443801843835725,1.6114939940043187,2.076519747550592,1.1774381575436417,1.2772173631459742,1.7507989079765236,1.598801827324256,1.364279179035464,1.7259015012317396,2.072580602656452,1.4480030205711356,1.5817074251968983,1.7699636195089465,1.6934705502921543,1.5408584323935197,1.2434743271035047,1.5361126216157583,1.6465534494766918,2.0859289877079576,1.672985739319622,1.3259677248254653,2.282842614348459,1.098262522883068,2.2321854385043376,1.6906869611324855,2.646949114027174,2.0457768875277695,1.6493167292777355,2.1272513803414954,2.481913249248257,1.7168413985446966,1.0993688069854435,1.0738227602948074,1.7180104906392764,1.892274031324188,0.9550414632458595,2.0528370874781143,1.1168880793830938,2.121272128238286,1.5687768940768776,1.9558083734982716,1.9943833884144584,1.3934479151416121,0.9987456855843966,1.9818206261245483,1.7126101360853854,1.4009157447533205,2.15011771241134,1.010122438122119,1.1699134826997362,2.5793230893133554,1.2832760029998846
EP063,8.068518613453342,4.652215440714549,6.847563888462458,3.0419390657820613,2.530648407663769,2.3607712972781747,1.6505273177558188,1.8636064552037719,2.126933821664387,1.0620285567179613,1.6562267874301198,1.2610646165919912,1.9547644905731103,1.659054140765674,1.7770823036615255,1.6168451987878996,1.3099785458657631,1.5780219213838698,1.8688244000231726,1.5459965843303383,1.6872333953836354,1.867859258908317,2.016959481485307,1.2256344154020382,1.5230409561338856,1.7584736672765966,1.4889915410452892,1.3984737017995894,1.2570689061505937,1.9601426611905364,1.6188387714036903,1.363332180734701,1.8920151331179118,1.3386915699550679,1.8481940927300324,1.7018943429014686,1.2060386221844612,1.3004383676624602,1.887564106861459,1.8589811865340022,1.6764193859352385,1.9238299901089115,1.5346267131170859,3.0001749961220017,1.7619691651668206,2.450668047343637,1.1582752824235518,1.4744879268358724,1.5727977910268682,1.3563439729462088,1.6006352466153606,1.8759215999720198,1.9674035379919712,1.4315790085264488,1.416564609711028,1.2247281492316513,1.2503758531841158,2.2051581145128525,2.491936879326336,1.118123436237728,1.685842077458269,1.141994702202414,0.0,1.7392959809149582,1.499747626144326,2.795922648680251,1.5646866666723274,1.4676224714214674,2.0008829948094036,1.9339782646379742,1.9544534049143523,1.4816385774832368,1.6526390597686644,1.806661994696853,1.5695553443217825,1.3550832765840017,1.7218349622033184,2.0628642159720956,1.5937840066819076,1.7230876665295094,1.84667822877437,2.248086702864493,2.0385737952271525,1.2415828809573737,1.4304925043601147,1.7460026038467074,2.338413312608772,1.7781241153803404,1.0787696607701358,2.2358925007981436,1.42452640707577,2.6748620260551133,1.559759407804678,2.7813759690963624,2.015171792704163,1.332260122420128,1.6970117042338808,2.215695757449206,1.7853461195745486,1.429808662206354,1.2807984016173146,1.7126059865943972,1.9398133836790508,1.455778450714628,1.8850136838427285,1.351721850867034,1.8576114680507023,1.5453964514848328,1.9906399797989833,1.9427602312232917,1.4898041080897302,0.9823669650484038,2.290410364570119,1.8272322017893636,1.04674540252739,1.9371534433356814,1.0613557751914715,1.5097969826960649,2.5063634998275566,1.8172253842350903
EP064,8.2674078404333,5.224352007796539,7.199653311489277,3.5556887595781306,3.042668577438227,3.239463190515957,2.481849351993962,2.51859845147498,3.1124897780998197,1.8325540638638278,2.7006218745851527,2.452951051251476,2.94708342697249,2.5972295398335374,2.803914303071612,2.1145857527421654,1.2081730174018344,2.539137313939026,2.5408498397214268,2.633158855498291,2.4000192951541544,2.995155709650284,2.4991194720479233,2.033406906073182,2.7246705888739147,2.3406989643505773,1.9679541544248622,1.9682190067974006,1.7571683714086959,1.8174429005911692,2.7626048502247436,2.6432117914799576,2.5368729495264244,2.188522615936824,2.899431531786445,2.1342735997570603,2.1113502021590875,2.2303908035527478,2.3733476829313305,3.0457042678611215,2.7140191945703047,2.6069953028858985,2.7487569660617592,2.8811159416308922,3.079899921883247,2.109572971832761,2.2774383180973565,2.5073031605656864,2.7492779238068645,2.576773621749477,2.4007085068753335,2.0186788771576394,3.1180942673129817,1.6732817294690399,2.404935858009775,2.1924159058136823,2.2801157694758314,2.1491925044545237,3.2736514660443308,1.5047290528529325,2.8244562100775847,1.6307494622030416,1.7392959809149582,0.0,2.428693029258538,2.5040584720987122,2.2768481208995315,2.297056837939851,3.1805338400351753,2.250271784569583,2.712526628204112,2.0707849594930825,1.5633040713051698,2.816385259629355,2.7063579451429027,2.487287302652935,2.8592463483237247,3.220812923489153,2.365733821495646,2.7669540941094053,2.4158215825544054,1.464022429152054,1.7289431108547944,2.468927327382129,2.455201611491819,2.2666514691696116,2.1086448868710153,2.647006501194386,2.179618675213791,3.089804740711645,1.9163892375918024,2.3425337000516904,2.1635047819268967,2.5733671908582014,3.065163002179554,1.9864899091496349,2.8215103442065175,3.5355905895596114,2.422254419030643,1.7832075776809888,1.2141525274155687,2.1743797697399674,2.960328074011011,2.130798623204181,2.9515054998480106,1.1995312245598773,2.828958958518053,2.7410466670830553,3.0622879435194204,2.3999935840371487,2.3920309873962946,1.3433270297395599,1.9972099811798842,2.16395102694058,2.244349447898151,2.815701305205191,1.8323375769955876,1.591528918396271,3.3807075881629935,1.5100042206728972
EP065,8.335610073000998,4.780986011410491,7.008766396337384,3.0189203092705403,2.7795390615849733,2.184518921956423,1.658604305338821,1.987853281574019,1.8721713471738106,1.2782973733140621,1.5467798727657174,1.2783272292187065,1.6114211473485613,1.1464099113171458,1.2955822219661168,1.2315351860695574,1.8380121719504938,1.0602098466329934,1.154387689409794,1.2528039553490529,1.7599905238352072,1.4950415682612088,1.46376297086931,1.1344046455618533,1.2755064220021792,1.3376280282567798,1.4535122242089829,1.164191264305149,1.632519543321863,1.9850893863543364,1.4466066436457323,1.5741613060406148,1.5209803338726262,1.2839371544273503,1.5073592418636024,1.8468770722875838,1.1437434430831979,1.1844262320121242,1.424804074240082,1.5679255838261554,1.25090618195194,1.7713565515195537,1.6001646649088723,3.0434631619577712,1.4520024888635437,2.6794538726414974,0.7499169556719598,1.0382437879071105,1.4659839917280348,0.9676158511203842,1.1533479314135882,1.3733470209452838,1.5888984534019794,1.5116232858542689,0.9618560779868557,1.0905372862595368,1.2409944698632833,2.2345270877084524,1.7204317595453436,1.6332496061344142,1.1755236623425431,1.5260119977970337,1.499747626144326,2.428693029258538,0.0,2.9912489540484772,1.5288334462833228,1.0671912560421026,1.6010247472424013,1.5984961526809698,1.476174125008174,1.7765584942124382,2.1546797210386637,1.2492016632359815,1.1558443415311739,1.2052640492282198,1.4311453745752443,1.6567810343464417,1.095632143275941,1.2235349634499404,1.314189234766705,2.512487840656962,2.0906934711804004,0.9385027258634824,0.9484765581398309,1.3536621262483035,2.6178578880566716,1.092929788663766,1.3492513797938042,1.8657080292420043,1.6870487660335853,2.8279788361779006,1.5006572876175148,2.944236232774492,1.6506922093510616,1.1553222070314992,1.696609190681117,1.7841215698131654,1.4438736061404047,1.7876973012596367,1.7446906907707775,1.4571776344970462,1.4881126440759622,1.810720423115136,1.6223309416526182,2.2362817024325996,1.5680113731110508,1.1992874677344827,1.5154559843844717,1.8071544051574642,1.1401120815350478,1.4653316957090354,2.6068487430884364,1.649400987203086,1.1174086993969656,1.8055065307712126,1.4693103822299747,2.017041309759893,2.0017233119899402,1.8342899474036891
EP066,9.060173225570015,6.164206509127516,7.98618846853524,4.433142185290606,4.136755112767542,3.6461030883948524,3.2169959180538883,3.3031674825531274,3.528014612957147,2.6125621013110334,3.08230377977045,2.980884782335596,3.26572750187823,3.000072615189948,3.1750916712146107,2.9328711262145353,2.4049743244054334,2.8857937780258456,3.0474855984532234,2.9143397451575104,3.3252862673271704,3.2198371005538093,3.3014326205825135,2.4076077761477834,3.1050386843725435,3.009174190795846,2.057018199187525,2.6617368493000284,2.6476216001533253,1.4157396233298476,3.108265799723374,3.0703479493836525,3.430311906273398,2.9199789863672847,3.444323600848392,2.6715949129647507,2.7153039579896587,2.862217255471453,3.112226849581888,3.647910878481934,2.7287033816593658,3.221933761578844,3.1399239855711847,1.2905995259089458,3.661206266852997,1.8440470999088177,2.7159024479920744,2.6157480163569784,3.2792073736009755,2.874344549680987,3.0249034832393957,3.3004132956422927,3.389276349896828,2.0885561225884617,2.7263980743141003,2.702634297000324,3.019766206477714,1.3968706326698062,3.835327741287568,2.830924063300114,2.9918597826983655,2.1621228174306086,2.795922648680251,2.5040584720987122,2.9912489540484772,0.0,1.9351880748011392,2.559006879608639,3.4824403984333574,2.9029433874460966,3.308361760275102,2.0814646857697707,1.8380645742662791,3.1705093782026155,2.7247090666034492,2.7433911326507703,3.227736002631679,3.5583204194075377,2.8521794889916015,3.025069948674573,3.0078517971069423,2.1457693062401186,2.2352096341977488,2.712553149277882,2.5109479183082617,3.04594636060503,1.2065542033802084,3.0796577446373417,2.982702270823649,3.2927716944468175,2.0626289663502413,0.5589906342416695,3.0843017595166264,1.1051126559903102,3.4848690839091536,2.988368769844477,3.5521684991529,3.6513491473041992,3.325758622638545,2.305118323935132,1.8485733954957444,2.8453500109726306,3.1361717627962866,2.463751042686941,3.57238825054314,1.8350513368247074,3.5944664355802067,2.974772550348883,3.074519575310404,2.6972773752512866,2.6562627277351374,2.145246860232929,1.09061908066525,3.1694135956196527,2.9416862220026796,3.869099344341183,2.517576379590651,1.7766830812157097,3.974321205242489,1.8271492767568307
EP067,8.413677440982383,5.066101682436381,7.221765663458135,3.412131704309942,3.2195397779077375,2.6006010260758194,1.7152836999566439,2.1152952842740507,2.278833968652379,1.2786941183070204,1.8505762693458059,1.5345954055507167,2.139856753851759,1.7870022247853332,1.7672940526385066,1.4733285085184527,1.193802196832334,1.7656283364628147,1.437115789151273,1.3272386367491094,2.153451955874196,2.078370076083136,1.8585164907255207,0.9978564807886837,1.359547895946042,1.5111499046390793,0.7694856177758762,0.909212855033799,1.2653747448706778,1.1975018056896747,1.6690210107938446,1.603912449535148,1.9573787962871487,1.6713602206251925,2.2424978165125813,1.4069192258980838,1.2804912847181216,1.6803609049321855,1.4497586931701356,2.2555749179451237,1.5367534575750381,1.7772155634450508,1.4699632499681319,2.0206766186496585,2.075132366370296,2.136408484596163,1.444394636803676,1.291505876690143,1.9646764243535286,1.31295323115632,1.1835516146425453,1.6997953813589792,2.1345137987204263,1.243891919254042,1.3559067873822959,1.1710470617447881,1.5825839408507982,1.169319695737666,2.566024406377131,1.7086026858768517,1.4625049369220793,1.1829567076541463,1.5646866666723274,2.2768481208995315,1.5288334462833228,1.9351880748011392,0.0,1.5806058118712376,2.0442206855231237,1.3174891253080603,1.848524183570144,1.0103781118915411,1.2869915170846802,1.6090835445915403,1.1915710771670645,1.2073301910589003,1.6132711819157985,2.0482241334188456,1.803700069103496,1.643416319836719,2.057805685240152,1.8824563927170022,1.5054172275048028,1.2605961878980272,1.4406452920097645,1.5878792490315088,2.0320478991455717,1.8524837721174552,1.9435011863588973,2.5954451351585375,1.2525692800632753,2.0609041902720686,1.9413445668669225,2.343803512019596,2.164002025607861,2.0263846171047657,2.2019847722739923,1.8905439447942785,2.0178987886462028,1.5825208069355985,1.3191830833979605,1.610252076869871,1.7780345655371164,1.330239968096856,2.41849311580971,1.5513085557248343,2.3687569554488155,1.6755520512600617,1.9382071510075922,1.3851905439438743,1.612547518702281,1.4526397560353328,2.1418424168865133,2.132159799976227,1.5127047444484814,2.7567483267253654,1.4445172263470762,1.286723844516911,2.329838655801417,1.3345281023903486
EP068,8.295128175872076,4.766904584345769,6.998726418060054,2.832950107289589,2.6714311476027324,1.9219247812957356,1.8241333884356001,2.002031729396527,1.815667936742351,1.335744562862053,1.4665032702447256,1.2311704144686142,1.4122726024627192,1.2406187272296183,1.4564166122153517,1.4259748213119168,1.7955301143690583,1.0275026903750126,1.0147692615027923,1.1430181777992963,2.110329166142926,1.4540212053470987,1.4761254927001817,1.1483155731147747,1.333551818067395,1.2889528925033549,1.492517498975888,1.1376361153977412,1.389012906804323,2.10418417852932,1.4255697295361627,1.4722607601566675,1.3208592244080637,1.3640116940119025,1.5475216675860415,2.232730949036135,1.2760854215882662,0.6338065434899479,1.3203252995270622,1.6269234783337982,1.042970477427326,1.8135648268987306,1.7508151245578092,2.9260949272903036,1.5968145742634734,2.6515561976129893,0.9261704425720428,0.9345192228307824,1.4474349204684493,1.1118335146829614,1.0279262176923216,0.9786880878841243,1.574480020196943,1.6090256320137655,1.129709112128137,1.3734871919991993,1.1540019389050198,2.1298882390990657,1.7454985180221545,1.3601975327976772,1.0807150741785703,1.2075427796632814,1.4676224714214674,2.297056837939851,1.0671912560421026,2.559006879608639,1.5806058118712376,0.0,1.8337141243270059,1.6855859217818958,1.4387537688621441,1.6259557748190112,1.98240537919038,1.2703479622356186,1.3144134166751178,1.257874527198626,1.3832214720293352,1.6687261740382033,0.9116147065616304,1.1047777901971407,1.3511272106538033,2.304127401369163,2.1216551166869158,1.1155938579681364,1.2775803839117814,1.3177202443313647,2.8181382857821715,1.0636195348239936,1.1203770142070946,1.661407038471878,1.5488896080001704,2.6296173362975943,1.528652157293224,3.382532393090811,1.3222318696222979,1.3647018259191872,1.9300101368325995,2.1050892777350496,1.4160360988173994,1.7751913584967909,1.904356361534661,1.3907049087301593,1.5091387728556505,1.4428466447269024,1.6880378441505122,1.9392768063241659,1.5158919204547858,1.3178242723744156,1.2875645433135354,2.0647113795928194,0.9746108555857261,1.5601655875516656,2.740086374959628,1.459994825612805,1.1824860105379922,1.675660414440356,1.319495350256576,1.978549407003266,2.075619406935564,1.7590041398848482
EP069,8.693296772958263,4.737369039560602,7.2545870365831835,3.269925701377686,3.430225754404251,2.323355892436329,2.1108556673520784,2.514414358686396,1.5566604034758866,2.111353131026441,1.4933602017183627,1.3207703100973494,1.1907456946303536,1.3135634576482342,1.3290681363079866,1.8097383239644258,2.465113395409346,1.2542184374054783,1.481973712928345,1.413486853339117,2.3914139907562975,1.211919875269976,2.0252475010593614,1.8580945206332489,1.233356040250739,1.7965896332124651,2.0046084812809144,1.8175426556211898,2.091621186072228,2.7822884676057833,1.2578927553873953,1.4295793077934866,1.5420216102109565,1.6126772851931146,1.213796892689908,2.728703598900979,2.0756918771262636,1.9591762021886736,1.5316710975862404,0.9074566872047825,1.142261750536837,2.062314739712114,1.710642441415519,3.495409022650823,0.707293483109545,3.4814352552585532,1.3703258471877922,1.437672667336078,1.2542339881189137,1.2818685207578655,1.2615827122462493,1.9069460644563114,1.1765307614912652,2.366698190473045,1.5288314212361103,1.928978792748253,1.5711479036288516,2.7293488839116273,1.4492043729840753,2.1679138061290604,1.1301390495527384,2.2443801843835725,2.0008829948094036,3.1805338400351753,1.6010247472424013,3.4824403984333574,2.0442206855231237,1.8337141243270059,0.0,2.3441113987606452,1.454396463078644,1.9972486464506782,2.6460584838589396,1.5165919530842717,1.6559281039388591,1.1892396146222128,1.2321969476433625,0.9693262101253453,1.4939293844247823,1.3294524228649238,1.8979524591924246,3.098702118516594,3.054260055541385,1.6071675809832016,1.4918389388630182,1.625243153449127,3.192606951500333,1.6197247662091412,1.668244154726956,1.4500360424848096,2.4683209288712384,3.6141351321785944,2.0655970726262374,3.803564034628379,1.105199331979619,1.8684869631145544,1.3955244304893455,1.2028722357746555,1.369953770300539,2.4260635387195117,2.638551364712524,1.9690633436375813,1.317387107435535,2.0074057327552866,1.0546660006497413,2.6470233902706353,1.6474586385275658,1.218314491888009,1.1595500332744593,1.9361491632552805,1.510954789689635,2.2747088735046557,3.070415439883769,2.0316861225111595,1.4797820786163316,1.7777538701861642,2.283890976833185,2.5873387202750333,1.4472212406914053,2.726674301084714
EP070,8.181093250805255,4.844535573156734,7.112346956250166,3.207004931877133,3.0980674422547714,2.7215736778912825,1.7594544996737809,2.0769055690494915,2.2099511828092515,1.4974152115909622,1.8631756007039217,1.7281949557312366,2.1188335603079205,1.7082830457958362,1.8024535143149172,1.0737111217184285,1.257389434093954,1.5477037564762182,1.305683370038525,1.3319883770659358,1.846331206252105,1.9988085122626622,1.4850003348338314,1.1597522767162307,1.5371617378060176,1.0501502312988424,1.4285208125397248,1.2575005027848296,1.2028681846206037,2.1412682531813587,1.8223343824962634,1.8726766811099387,1.1714096185474423,1.6118625725373874,2.1984993050771267,1.6235709339317368,1.235286727331983,1.5816137785138498,0.9435883535564296,2.2003744647446983,1.6277762022307416,1.4763138389254915,1.6911222485119206,2.89946157171962,2.092308305898106,1.5352657587553973,1.5947225772788274,1.7257750617728365,1.982624300343892,1.536899299726347,1.2874011353749968,1.0574916900423403,2.205984774443552,1.5478858514663156,1.6565287700749731,1.3685326153423247,1.6592670074648257,2.13828793868534,2.5848392591125466,1.2777779671998253,1.7721640578366988,1.6114939940043187,1.9339782646379742,2.250271784569583,1.5984961526809698,2.9029433874460966,1.3174891253080603,1.6855859217818958,2.3441113987606452,0.0,1.5600133517959394,1.4639498183365418,1.9535676179937154,1.8476217040954226,1.3998727131949946,1.4500071375151715,1.7338478266605875,2.20459456339336,1.948284697092186,1.6986890615862709,1.939376652981986,1.6149257668149934,1.261948275128686,1.3593712521480374,1.4999112432146238,0.9364472743864096,2.806400560199529,1.6933711898614578,2.2369888328907805,2.932035566341788,1.5060869342992047,3.143775678898007,1.7005423218868725,2.7389349419520417,2.35735476673606,2.4160849600186647,2.3189584680614623,2.361336883572302,1.70706949141931,2.2447396618318303,2.1330325686998335,1.0399538187213513,1.9411607678380272,1.72035791570591,2.498081601487583,2.1542279121225296,2.7126530603103416,1.9270449459246846,2.232151504688612,1.469998485496108,1.8630161521076125,2.14221343703913,2.947289103525765,1.3732339175821449,1.7380242120936795,2.496296123542225,1.6124525899623152,2.1054372948180125,1.655871204554038,2.2253768907176026
EP071,8.611845631513768,4.956411722191574,7.232211436156202,3.11784917970131,2.8719565162904748,2.5608769666059876,1.9272683887022821,2.2065218983563044,1.7562523706841875,1.8296078458024985,1.4002168432482291,1.422335464980864,1.5691275677039387,1.2818544210574565,1.2934370686821546,1.3303706962240331,2.0263017350677646,1.156599456579461,1.1948723710312423,1.4938169178137077,1.9239066128365423,1.4690185671529903,1.4428283972977862,1.5536655141219355,1.2276513887059246,1.2937056226631438,1.8211730978760954,1.5487385119254318,1.5349745334181084,2.4523179723894835,1.3824547708875796,1.6895476179383322,1.2096821268125693,1.4014392078627227,1.351670779600885,2.3609952854177974,1.928754661450534,1.6719045604613891,0.9827246550122102,1.5390743422614244,1.133278732442772,1.4830656073068436,1.6947794129398206,3.4355262720277464,1.1825615458374978,2.634125430669788,1.3931009538529584,1.3743141764308058,1.2252315407978736,1.274131944325259,1.2773298566432845,1.32925796212749,1.3678940474105898,2.0241635962151983,1.2945869560108798,1.867801783627945,1.3193845905244577,2.498402371075028,1.6493598441869104,1.6940012007790457,1.2321208641926105,2.076519747550592,1.9544534049143523,2.712526628204112,1.476174125008174,3.308361760275102,1.848524183570144,1.4387537688621441,1.454396463078644,1.5600133517959394,0.0,1.8447317116276385,2.413181818334101,1.549264757196388,1.4490907072610948,1.5297815154970995,1.4038218143726389,1.392278988791368,1.56879479862295,1.2738805816308774,1.9062815095779326,2.695068750160932,2.225296706169325,1.537887532101378,1.4987061997064355,1.105745955259445,3.195998127374149,1.4698545254800413,1.674484084559014,1.721736731995455,1.906046275280257,3.4093177673526935,1.5621476256762168,3.060848332337083,1.6602269720632303,1.8023041405776967,1.5647315771609718,1.4658073559097922,1.1450588631470062,2.370915789092986,2.4194826615567417,1.374967207661285,1.1464876761468115,2.0082974276228653,1.5294276574752386,2.408391185384005,1.6203761324189512,1.4314265224044733,1.3751434214090372,1.5288613578066548,1.6770380426400058,2.26035448317103,3.137610387919689,1.4715875889192276,1.6972593162575298,1.91710787129761,2.0731703652012707,2.3202734682797654,1.1996537483831164,2.543330275852443
