,Bao,Chokdee`,DDDD,JJ,Ja,Kuga,Kurosagi Ichigo,M,Mick,Micky,Naenon,Offroad,Plub,Shimmy,Tack,Tw,champion,gobgab,march,name,sine,superidol,ก้องฟ้า,น้ำ,เจ,เทพซ่า676767677
Bao,0.0,4.350879118062883,4.9565075315714395,4.969793799925698,5.12364819901765,4.898511931844363,4.074684984008949,4.710269602035315,4.85214784484733,4.648057403469402,4.94141904923284,5.073360656080441,4.223719091962154,4.559357515240366,4.724141231913128,4.770054570267329,4.390309049940871,4.740317237036468,4.679760216283607,4.713572327372297,4.036818385121251,4.310617642522551,4.190746141514042,4.811501593029825,4.457365122633567,4.643659607038285
Chokdee`,4.350879118062883,0.0,1.9615560298432184,1.6721575578731758,1.5786242153421584,1.3723399991922847,1.2170379107661318,1.1117425585626397,1.360263103689368,1.3569886742798325,1.400693666116104,1.7477027491624832,1.3788078907575023,1.5162240619720335,1.2568369829509642,1.4617121778059894,1.282667795117694,1.3890455401722903,1.247388916691843,1.4444219733714194,1.4130358522252553,1.5711506019342623,1.3782375605326114,1.463658434492088,1.2972873106490237,1.4790955549486113
DDDD,4.9565075315714395,1.9615560298432184,0.0,1.1001099984410343,0.9033840943049292,1.13578908700354,1.5322894763102148,1.515225956678496,1.2875642163096939,1.5788744636066225,1.49339406810737,0.8988962646932795,1.1277323605137444,1.5464236732077896,1.9252629857469388,1.067970822209931,1.3600766334324221,1.4621158435229642,1.888102871174944,1.361701490250065,1.0758653034286412,0.9870400370868242,1.7327515520852748,1.2749018886564134,1.6938608768906427,1.0964311932995605
JJ,4.969793799925698,1.6721575578731758,1.1001099984410343,0.0,0.6855241569781348,0.9471570473564366,1.0451701496560135,1.238161792472246,0.9774489276826795,1.2088535431704441,1.348380601418247,0.7803716764559286,1.0136854887133309,1.5766934225500786,1.6828678722418466,0.8931699704413053,1.028958738204595,1.316604483840414,1.686969715649932,1.5435421645174106,0.8519429554432661,0.9065140791774334,1.5374101716393178,1.0662291922227616,1.550261314163375,1.025983873185895
Ja,5.12364819901765,1.5786242153421584,0.9033840943049292,0.6855241569781348,0.0,0.7161939120297622,1.0436097443940415,1.2210436075442666,0.7873168639167767,1.122671170538521,1.347447644083576,0.6114588528039266,0.8354696776383028,1.511507418343238,1.5401908844693675,0.6407930627487549,0.9636192897202953,1.3095451151411763,1.5931878685513277,1.44659024249849,0.7866064690347556,0.7308437000904928,1.4983540762736658,1.035111966859046,1.5404074311287477,0.8470987513614685
Kuga,4.898511931844363,1.3723399991922847,1.13578908700354,0.9471570473564366,0.7161939120297622,0.0,0.8901456590002986,0.9658786288918328,0.69863509660875,0.8805113871957005,1.1281999631008792,0.7756699288343749,0.7317400263528253,1.4455929349907146,1.1456338152005634,0.633509544487764,0.8179052278807849,1.1043681444743874,1.1775623938635467,1.3162395583124047,0.8036268132681306,0.868812283971105,1.1683040994426552,0.8508585563139528,1.1845476194336428,0.7967831473407586
Kurosagi Ichigo,4.074684984008949,1.2170379107661318,1.5322894763102148,1.0451701496560135,1.0436097443940415,0.8901456590002986,0.0,1.1011925265803255,0.8291059025608087,0.9270777111134428,1.1307812026425945,1.1350283884611538,1.0004848436419838,1.3576759172486101,1.183949694662405,0.9967407340536665,0.9788751307022474,1.051798705971073,1.1750431527517,1.374162657447372,0.9442341580957049,0.9993944995149564,0.9981678912610703,0.930072141358597,1.0394606233163428,0.9789687865313691
M,4.710269602035315,1.1117425585626397,1.515225956678496,1.238161792472246,1.2210436075442666,0.9658786288918328,1.1011925265803255,0.0,0.9950222951995144,1.177795831639155,1.1372068803973094,1.282919394191083,1.0252112666087478,1.3683106071266185,1.1408036241425905,1.146178937565665,0.9650492353737462,1.1588713664511316,1.2382510765040382,1.3290968273224213,1.2689757599175213,1.327752461468939,1.143842880026963,1.0964671522023994,1.2868114746106027,1.1952249641185164
Mick,4.85214784484733,1.360263103689368,1.2875642163096939,0.9774489276826795,0.7873168639167767,0.69863509660875,0.8291059025608087,0.9950222951995144,0.0,0.897778145677085,1.2091403067712225,0.8627731639595828,0.8119364714383004,1.3883960684946253,1.3471154988009257,0.7080214353612121,0.8973952669039726,1.0386748849735157,1.4186663982263905,1.3942696543859343,0.8009083512600876,0.9011996583878638,1.2073423687959572,0.8998456269873848,1.1953146870807527,0.8956339545183423
Micky,4.648057403469402,1.3569886742798325,1.5788744636066225,1.2088535431704441,1.122671170538521,0.8805113871957005,0.9270777111134428,1.177795831639155,0.897778145677085,0.0,1.2311921921297284,1.2011746196754316,1.013748197152088,1.3783829675010841,1.1708208096238224,0.9239849348112221,0.9827565866247462,1.17593377403343,1.4496992555862962,1.560349185859066,1.0365806531430997,1.2616961240541313,1.1626407259121547,1.0007374707600452,1.197992279294752,1.039533163957047
Naenon,4.94141904923284,1.400693666116104,1.49339406810737,1.348380601418247,1.347447644083576,1.1281999631008792,1.1307812026425945,1.1372068803973094,1.2091403067712225,1.2311921921297284,0.0,1.437253565051914,1.23856698442644,1.2577047366547136,1.2878672131880837,1.2944854600853857,1.2289138036629756,1.1420063292821416,1.3492673611857127,1.387259555740539,1.2035276406771607,1.2513965461893948,1.231837023757532,1.1102837668455894,1.119179343946538,1.1388494518834167
Offroad,5.073360656080441,1.7477027491624832,0.8988962646932795,0.7803716764559286,0.6114588528039266,0.7756699288343749,1.1350283884611538,1.282919394191083,0.8627731639595828,1.2011746196754316,1.437253565051914,0.0,0.9174710827701823,1.5633459981889157,1.6521876067791965,0.7768265200518206,0.9919471195917782,1.3712605639693354,1.692818585804095,1.498522096974275,0.891718099268959,0.7572815767900886,1.6460556528627122,1.07978417457241,1.5893709032041785,0.9164635951314858
Plub,4.223719091962154,1.3788078907575023,1.1277323605137444,1.0136854887133309,0.8354696776383028,0.7317400263528253,1.0004848436419838,1.0252112666087478,0.8119364714383004,1.013748197152088,1.23856698442644,0.9174710827701823,0.0,1.4043964145971068,1.2044778547101695,0.759946394501096,0.8491812454950275,1.1793920319436055,1.2527590228285241,1.240947187197429,0.9313634890233667,0.8870208518920988,1.163747480901551,0.9418673967640385,1.289373085068697,0.9987868574834182
Shimmy,4.559357515240366,1.5162240619720335,1.5464236732077896,1.5766934225500786,1.511507418343238,1.4455929349907146,1.3576759172486101,1.3683106071266185,1.3883960684946253,1.3783829675010841,1.2577047366547136,1.5633459981889157,1.4043964145971068,0.0,1.5064169560770697,1.4284807188901658,1.3992777958832474,1.3599571098979886,1.5960326733070294,1.431161398911477,1.5076696088861021,1.4843020275379664,1.3800938719695248,1.3665571518222066,1.5262002463133841,1.3476381623180869
Tack,4.724141231913128,1.2568369829509642,1.9252629857469388,1.6828678722418466,1.5401908844693675,1.1456338152005634,1.183949694662405,1.1408036241425905,1.3471154988009257,1.1708208096238224,1.2878672131880837,1.6521876067791965,1.2044778547101695,1.5064169560770697,0.0,1.2922892789908975,1.4112427845497233,1.1702269802460936,0.8816878241341474,1.416524755511125,1.2832433128423653,1.4005211736896632,1.1493149228757347,1.2585596558445566,1.094523314630411,1.317539467626297
Tw,4.770054570267329,1.4617121778059894,1.067970822209931,0.8931699704413053,0.6407930627487549,0.633509544487764,0.9967407340536665,1.146178937565665,0.7080214353612121,0.9239849348112221,1.2944854600853857,0.7768265200518206,0.759946394501096,1.4284807188901658,1.2922892789908975,0.0,0.86408831849687,1.130359424480522,1.5027022985619662,1.342579610938624,0.7490373126800316,0.8240810906598137,1.3846016252884112,0.9009233002809339,1.317188707492378,0.8467128372506894
champion,4.390309049940871,1.282667795117694,1.3600766334324221,1.028958738204595,0.9636192897202953,0.8179052278807849,0.9788751307022474,0.9650492353737462,0.8973952669039726,0.9827565866247462,1.2289138036629756,0.9919471195917782,0.8491812454950275,1.3992777958832474,1.4112427845497233,0.86408831849687,0.0,1.2656670191037578,1.3117971949212544,1.405743660736959,0.9699786936469904,0.9990198410692424,1.185558249874066,1.0120090628045988,1.2813349004364931,0.9815911398138532
gobgab,4.740317237036468,1.3890455401722903,1.4621158435229642,1.316604483840414,1.3095451151411763,1.1043681444743874,1.051798705971073,1.1588713664511316,1.0386748849735157,1.17593377403343,1.1420063292821416,1.3712605639693354,1.1793920319436055,1.3599571098979886,1.1702269802460936,1.130359424480522,1.2656670191037578,0.0,1.251852470771076,1.2644763352265762,1.1624219911658107,1.2047120965242097,1.2197294813532775,1.0632414170539892,1.1075186624538074,1.1871265106923117
march,4.679760216283607,1.247388916691843,1.888102871174944,1.686969715649932,1.5931878685513277,1.1775623938635467,1.1750431527517,1.2382510765040382,1.4186663982263905,1.4496992555862962,1.3492673611857127,1.692818585804095,1.2527590228285241,1.5960326733070294,0.8816878241341474,1.5027022985619662,1.3117971949212544,1.251852470771076,0.0,1.5512305540100055,1.4349393455449615,1.6700932134174946,1.2093599280087524,1.3054328213016715,1.2111530966922626,1.4971926945582874
name,4.713572327372297,1.4444219733714194,1.361701490250065,1.5435421645174106,1.44659024249849,1.3162395583124047,1.374162657447372,1.3290968273224213,1.3942696543859343,1.560349185859066,1.387259555740539,1.498522096974275,1.240947187197429,1.431161398911477,1.416524755511125,1.342579610938624,1.405743660736959,1.2644763352265762,1.5512305540100055,0.0,1.4194720443235362,1.435419857377295,1.4324496680553673,1.3337152461957493,1.3473309276752916,1.3438478639642775
sine,4.036818385121251,1.4130358522252553,1.0758653034286412,0.8519429554432661,0.7866064690347556,0.8036268132681306,0.9442341580957049,1.2689757599175213,0.8009083512600876,1.0365806531430997,1.2035276406771607,0.891718099268959,0.9313634890233667,1.5076696088861021,1.2832433128423653,0.7490373126800316,0.9699786936469904,1.1624219911658107,1.4349393455449615,1.4194720443235362,0.0,0.8213974339972824,1.3426202746721507,1.0342047950664168,1.286763495350119,0.8199191917681072
superidol,4.310617642522551,1.5711506019342623,0.9870400370868242,0.9065140791774334,0.7308437000904928,0.868812283971105,0.9993944995149564,1.327752461468939,0.9011996583878638,1.2616961240541313,1.2513965461893948,0.7572815767900886,0.8870208518920988,1.4843020275379664,1.4005211736896632,0.8240810906598137,0.9990198410692424,1.2047120965242097,1.6700932134174946,1.435419857377295,0.8213974339972824,0.0,1.4013934795349299,1.0876755574673314,1.348175010429236,0.9019341716757001
ก้องฟ้า,4.190746141514042,1.3782375605326114,1.7327515520852748,1.5374101716393178,1.4983540762736658,1.1683040994426552,0.9981678912610703,1.143842880026963,1.2073423687959572,1.1626407259121547,1.231837023757532,1.6460556528627122,1.163747480901551,1.3800938719695248,1.1493149228757347,1.3846016252884112,1.185558249874066,1.2197294813532775,1.2093599280087524,1.4324496680553673,1.3426202746721507,1.4013934795349299,0.0,1.1988282699967832,1.020496975187115,1.2595109539685012
น้ำ,4.811501593029825,1.463658434492088,1.2749018886564134,1.0662291922227616,1.035111966859046,0.8508585563139528,0.930072141358597,1.0964671522023994,0.8998456269873848,1.0007374707600452,1.1102837668455894,1.07978417457241,0.9418673967640385,1.3665571518222066,1.2585596558445566,0.9009233002809339,1.0120090628045988,1.0632414170539892,1.3054328213016715,1.3337152461957493,1.0342047950664168,1.0876755574673314,1.1988282699967832,0.0,1.2681560054134822,1.0016277186646354
เจ,4.457365122633567,1.2972873106490237,1.6938608768906427,1.550261314163375,1.5404074311287477,1.1845476194336428,1.0394606233163428,1.2868114746106027,1.1953146870807527,1.197992279294752,1.119179343946538,1.5893709032041785,1.289373085068697,1.5262002463133841,1.094523314630411,1.317188707492378,1.2813349004364931,1.1075186624538074,1.2111530966922626,1.3473309276752916,1.286763495350119,1.348175010429236,1.020496975187115,1.2681560054134822,0.0,1.1392930940280919
เทพซ่า676767677,4.643659607038285,1.4790955549486113,1.0964311932995605,1.025983873185895,0.8470987513614685,0.7967831473407586,0.9789687865313691,1.1952249641185164,0.8956339545183423,1.039533163957047,1.1388494518834167,0.9164635951314858,0.9987868574834182,1.3476381623180869,1.317539467626297,0.8467128372506894,0.9815911398138532,1.1871265106923117,1.4971926945582874,1.3438478639642775,0.8199191917681072,0.9019341716757001,1.2595109539685012,1.0016277186646354,1.1392930940280919,0.0
