participant_code,Bao,Chokdee`,DDDD,JJ,Ja,Kuga,Kurosagi Ichigo,M,Mick,Micky,Naenon,Offroad,Plub,Shimmy,Tack,Tw,champion,gobgab,march,name,sine,superidol,ก้องฟ้า,น้ำ,เจ,เทพซ่า676767677
Bao,0.0,7.491671348417337,4.194143162243663,2.612980223593858,3.126952798793683,6.456682621556936,4.1420806698577675,5.36880408479326,3.983125532782411,5.837246181159647,5.232295843480983,3.173796421599714,4.550315439703866,17.694001537067766,10.518059905571024,2.493871294841742,4.377659291086364,6.523049108774875,10.339626234462065,4.979310224013536,3.4814167671379104,3.4258173989687553,6.740711801538676,4.331615421510492,4.691752820445551,2.584363922659198
Chokdee`,7.491671348417337,0.0,8.128179771480509,6.951361247823203,5.500292490790965,1.5191069872183294,4.309740789991686,10.151790755867319,3.8958921393467945,2.012395960911308,3.7321397822798885,5.65840063035744,3.6535640181976192,21.58651204836028,3.5030941700400917,5.540155850164901,3.767448214811655,1.399328682392797,3.0817172508241875,6.489632451327742,4.702116128050143,9.32765038388455,1.2392244859596373,4.408735400481111,3.076533363326874,5.030014161509209
DDDD,4.194143162243663,8.128179771480509,0.0,1.9568030765942228,2.885546193657214,6.9248077973375715,4.027280230271573,3.3567183054936995,5.377922140407062,6.206571471645015,4.676081357103795,2.79496819067708,4.767814731848789,14.628581064659349,11.315648385401877,3.3691227416276845,5.046023024291025,6.907426694606765,10.971528955617972,3.041426629393592,4.115065937402552,2.7560930108654462,7.569845429813923,3.9179328504109434,6.249817968362857,4.879824268754242
JJ,2.612980223593858,6.951361247823203,1.9568030765942228,0.0,1.5304955463538668,5.803325012939477,2.8606333031569497,4.0363304900853,3.9353159135313343,5.072445126545733,3.827116356678873,1.5066375577858357,3.5475786178329822,16.25991022507185,10.206959271801708,1.6693475093450234,3.7859595560963464,5.790083454667624,9.894269440864912,2.7304983258098283,2.79164373884491,2.8051007299051287,6.313941186315271,2.864718486668169,4.695976668639288,3.1822669435258466
Ja,3.126952798793683,5.500292490790965,2.885546193657214,1.5304955463538668,0.0,4.334712935064759,1.4917808684864309,5.105646039043906,2.7696589436698758,3.61442426413234,2.4889479250213635,0.6550498646459904,2.12483796765801,17.223285615534937,8.757096206217089,0.9254730022344109,2.4456918186232017,4.337114481231588,8.420900939745506,2.643030116757622,1.5433911460114411,4.012557070211663,4.881333684083858,1.5137938734956637,3.4312557239913613,2.377937893179318
Kuga,6.456682621556936,1.5191069872183294,6.9248077973375715,5.803325012939477,4.334712935064759,0.0,3.2539887419232523,9.140905076213645,2.7713899748912514,0.9517438699984714,2.6107470835794166,4.426281600086192,2.6383217669247236,20.386258765418102,4.485650213473313,4.4330265474371275,2.507514277082935,0.8521071557307766,4.2320360161035895,5.654376087533299,3.6355380651617506,8.222996428139053,1.5832366923573622,3.4226468083397483,2.5896798812122936,3.99239974580168
Kurosagi Ichigo,4.1420806698577675,4.309740789991686,4.027280230271573,2.8606333031569497,1.4917808684864309,3.2539887419232523,0.0,6.043181517876307,2.480988460655977,2.544059567543305,1.651269779598251,1.7549979445948911,1.3558511856439623,18.199416107251178,7.63818579519807,1.83843844811999,1.919301568954901,3.2159643942123806,7.234808175358913,2.903104802459525,1.352107660441237,5.2118228619504166,3.7682009667864076,0.9297444478225682,2.6421102440493356,2.618493038155614
M,5.36880408479326,10.151790755867319,3.3567183054936995,4.0363304900853,5.105646039043906,9.140905076213645,6.043181517876307,0.0,7.683948315272514,8.426272441509317,7.084420534605877,5.0906747198299644,6.769735797717601,15.053469306717012,13.504951533617795,5.413775414164817,7.1073989635799,9.049343152123807,13.01094452512955,4.403459993055695,5.924713478315084,2.790260891094018,9.419037133471509,5.941633249911371,7.89251295089004,6.829051178007303
Mick,3.983125532782411,3.8958921393467945,5.377922140407062,3.9353159135313343,2.7696589436698758,2.7713899748912514,2.480988460655977,7.683948315272514,0.0,2.2792310890576113,2.591089903874635,2.8322345890088623,2.2788340759881,18.99717732621301,6.690654792966893,2.4669104294296686,1.8070046344873762,2.934458587847042,6.63664692722388,4.93583073445032,2.4331691788157,6.323745466745451,3.382535073616767,2.7650618157288154,2.1397579883532147,1.54342773582657
Micky,5.837246181159647,2.012395960911308,6.206571471645015,5.072445126545733,3.61442426413234,0.9517438699984714,2.544059567543305,8.426272441509317,2.2792310890576113,0.0,1.9236671218299914,3.7569873251070507,1.979618416858039,19.74468639931408,5.186906668092383,3.720586940710596,2.1561692303701276,0.8653848214534388,4.892007718260506,4.887045264476,3.0499633775978157,7.541389199464925,1.762050234046523,2.6479883695391866,2.142118414102498,3.4663433609816163
