participant_code,Bao,Chokdee`,DDDD,JJ,Ja,Kuga,Kurosagi Ichigo,M,Mick,Micky,Naenon,Offroad,Plub,Shimmy,Tack,Tw,champion,gobgab,march,name,sine,superidol,ก้องฟ้า,น้ำ,เจ,เทพซ่า676767677
Bao,0.0,4.881645207457231,1.9760039988473834,2.34336674066817,2.7340114546336607,4.5860698850858785,3.8533068105546366,4.002461019629049,3.5230598386348237,4.888794983675229,1.765348281205643,1.8953949432163613,3.189282647577914,2.776329622444716,5.6804503382975655,2.314345105622556,4.082328185010387,4.461826554846291,8.67374311630163,2.0895210973215725,4.573420055084898,2.099289807757609,5.563378360800182,2.8640004143542432,4.995819953633747,2.211970652350697
Chokdee`,4.881645207457231,0.0,4.860708637524563,4.74478244953791,4.697327781856593,1.4977774858986066,1.8699323732428221,0.9778311430067318,1.7752109647658776,0.8551668560828619,3.96711676078207,4.340064459883116,2.0536953916094483,3.022245526868823,2.6521788123050767,3.044721111742042,1.3408232977714167,1.4797108686154379,4.077358978415099,3.7203063217167274,8.58402524404041,3.7212321755147575,1.0228585135210893,2.5746176293782748,1.1781948545122405,4.348310378624039
DDDD,1.9760039988473834,4.860708637524563,0.0,1.0259939376165228,1.4530283377948146,4.79986819044822,4.437512103870621,4.043346906910622,3.7763652131179395,4.870978872804486,2.1009078885868906,1.010618531526004,3.356906504815822,2.285172117956615,6.1838322860464645,2.615807436997467,4.296518659692587,4.505330872465981,8.739586317766602,1.895955560376879,4.502762033123347,2.3132056226738325,5.444359998351766,3.0403926049979217,5.153408890780166,1.2608300034653108
JJ,2.34336674066817,4.74478244953791,1.0259939376165228,0.0,0.8063205484281242,4.790801944249951,4.551665534793046,3.975341590645459,3.8283373125377325,4.752294955176614,2.5156700655172712,0.9430872395493389,3.430955144684007,2.016550379807851,6.328367189508831,2.909553698822101,4.342261875725075,4.407640255817385,8.658010083559024,1.7301309211633804,4.856030500659454,2.5913930754376047,5.286124105677933,3.1607043714763483,5.119982812735389,0.9399488612056219
Ja,2.7340114546336607,4.697327781856593,1.4530283377948146,0.8063205484281242,0.0,4.950021465322346,4.713344531367118,3.9452765134839463,4.018639545995512,4.752697892947146,2.9486480213758623,1.413443522935589,3.5747453831759053,2.087900549922947,6.4809345646473355,3.2094263675455585,4.470892348099387,4.579492714015745,8.59622271962074,1.7532234214534828,5.225956154797768,3.037686221873349,5.186752447453416,3.3812517397033117,5.206813131734706,1.3688332967550494
Kuga,4.5860698850858785,1.4977774858986066,4.79986819044822,4.790801944249951,4.950021465322346,0.0,1.3113252119913341,1.5648694004088175,1.3053313613594886,1.1989290774594665,3.6848901971162897,4.244451343721365,1.9786374268708113,3.1188012830029965,2.322639525317395,2.780744226696537,1.0727113935368313,0.8332128962374414,4.372690371982368,3.7662651490907932,8.433034302920506,3.4135298204931326,1.9590416226669822,2.496017086098338,1.083242131993676,4.362490553731094
Kurosagi Ichigo,3.8533068105546366,1.8699323732428221,4.437512103870621,4.551665534793046,4.713344531367118,1.3113252119913341,0.0,1.5311850552330772,0.9707007632700367,1.9048095813524157,3.02245237637634,3.95810878195949,1.4898267822568205,3.0493979537533797,2.1131244726873786,2.116865014768952,0.9301658015052083,1.6522290468888465,5.050429629394626,3.4389374598268487,7.759780189035981,2.8505068853031106,2.613258834392539,1.908084641533081,1.5625561109105754,4.074390217929916
M,4.002461019629049,0.9778311430067318,4.043346906910622,3.975341590645459,3.9452765134839463,1.5648694004088175,1.5311850552330772,0.0,1.2781819853958165,1.2500828922473117,3.2200132550828746,3.532319525048775,1.445182559174615,2.2390525379012427,2.9677058347870786,2.32268542302614,1.1550785757461777,1.464527690100728,4.882607966995559,2.8708283627311446,7.833741580583345,3.0180449877849873,1.7013200650420373,1.965720201476307,1.5563201364298416,3.6001272035217093
Mick,3.5230598386348237,1.7752109647658776,3.7763652131179395,3.8283373125377325,4.018639545995512,1.3053313613594886,0.9707007632700367,1.2781819853958165,0.0,1.7646980488195887,2.5079041215054896,3.298194234322876,0.8363165932576282,2.407332526164931,2.6218414023084553,1.5980435344582251,0.7368434783526733,1.3026939224107248,5.4012129056779115,2.9483864779434668,7.2530783399186545,2.2614925777829242,2.588137621145933,1.2920341189357105,1.6084048830035924,3.32370624349657
Micky,4.888794983675229,0.8551668560828619,4.870978872804486,4.752294955176614,4.752697892947146,1.1989290774594665,1.9048095813524157,1.2500828922473117,1.7646980488195887,0.0,4.054138055181249,4.293077187374177,2.1816268894734017,2.9850444509092586,2.801970243977929,3.140497171771411,1.3466611098223398,1.2609263666740074,4.056601180785927,3.720656246170188,8.711918849639385,3.803144543216086,1.1264481580980137,2.737595634137651,1.2205270411158924,4.395016239630303
