,Bao,Chokdee`,DDDD,JJ,Ja,Kuga,Kurosagi Ichigo,M,Mick,Micky,Naenon,Offroad,Plub,Shimmy,Tack,Tw,champion,gobgab,march,name,sine,superidol,ก้องฟ้า,น้ำ,เจ,เทพซ่า676767677
Bao,0.0,1.5344463503245107,1.658589848112304,1.6661444956503138,1.6724148527345302,1.517914957464912,1.0192487148575273,1.2760528633422599,1.697034978385108,1.3251900364577074,1.4594563022842508,1.6401028851887198,1.2973027217751316,1.3501694801649529,1.4304403598951552,1.6310265967213895,1.5733638019231837,1.434606284426657,1.6217612648737474,1.256173527620177,1.2004793931859592,1.554294900216886,1.492041818350601,1.6207800954873521,1.6529658282169013,1.6373303647155908
Chokdee`,1.5344463503245107,0.0,1.8764610662810102,1.5213268627820857,1.7533800694916,1.5160804084209238,1.1974777880778196,1.3681082146870387,1.5112739976318945,0.9828549668888498,1.2622688139369846,1.5476966364307325,1.2465558477905796,1.484043557317023,1.5683078853131343,1.4153008633209436,1.2608210721852249,1.94073992219428,1.1989206479287757,1.3364138053565835,1.7116899035870976,1.6008279607342129,0.9990715151787068,1.4072652016577298,1.3195857418808958,1.656837128579247
DDDD,1.658589848112304,1.8764610662810102,0.0,1.0201653243812017,0.9365329225101394,1.120483121500762,1.3956269786559743,1.382256510278699,1.0673988590867731,1.5702041059780918,1.3819222134306697,0.9609886245670586,1.1438523385934722,1.6864563147564302,1.6336009965271152,1.0327197860211432,1.1949680099637625,1.345562236424732,2.055624825438708,1.1812536906620437,1.422292813038274,1.0499162841693213,1.6239939654954543,1.2388423325738533,1.9346154405672096,1.5863465822546399
JJ,1.6661444956503138,1.5213268627820857,1.0201653243812017,0.0,0.7918787030630707,0.9754633838596749,1.1770057160893697,1.2368102130286263,0.9442402358432079,1.2518348689407501,1.3611447058654365,0.9439966801623246,0.9304483530054447,1.5628911725422237,1.4578540354907197,0.9539919432917869,1.0011306533706539,1.1984608436641087,1.6075181997653463,0.883854731850803,1.4747709425972078,0.9049406150373944,1.1652934928428522,1.0124668055139527,1.7234339719820329,1.3387952542331099
Ja,1.6724148527345302,1.7533800694916,0.9365329225101394,0.7918787030630707,0.0,0.7866652339539324,1.2269823747890358,1.057834051953622,0.8426148047546571,1.220398537464464,1.474655635849686,0.9541137202230638,0.8667346067374615,1.407883667498864,1.3596144576436164,0.8463209258340842,0.9839970836229923,1.087151662265047,1.851049324535936,0.9507319921111058,1.5995389179495856,0.7792917339109644,1.4753019263137874,0.9329560000684072,1.746513292558351,1.142219501739727
Kuga,1.517914957464912,1.5160804084209238,1.120483121500762,0.9754633838596749,0.7866652339539324,0.0,0.9401404612851765,1.1199512623555876,0.675401723752049,1.1053004047840862,1.2164929118686247,1.0146552299449503,0.6610904140292463,1.5645300986226003,1.0805557624537476,0.650717804932237,0.7450809411172271,0.9423770985817299,1.5564468787947294,0.8427651401220566,1.3800759937988256,0.6472099860017666,1.2564761950928076,0.6871780217593007,1.6155128349514563,1.164422282929053
Kurosagi Ichigo,1.0192487148575273,1.1974777880778196,1.3956269786559743,1.1770057160893697,1.2269823747890358,0.9401404612851765,0.0,1.1637459414991587,0.8955806373230935,0.9662134345906742,1.006727917357456,1.1084819942187998,0.8399213150222311,1.4034676394794736,0.946136743737966,0.8514205829598126,0.8568260722660758,1.1892160232235478,1.4909804322218145,0.8737788086934216,1.3088435015182422,0.965271164475684,1.103407010300845,0.8589704427645297,1.2945294689669982,1.5872376045797554
M,1.2760528633422599,1.3681082146870387,1.382256510278699,1.2368102130286263,1.057834051953622,1.1199512623555876,1.1637459414991587,0.0,1.1289016320955012,1.2650269525550268,1.2238725741074559,1.3175197896369752,0.996120518345619,1.179394795926188,1.1586526886398607,1.1260417709321147,0.9824970658869054,1.2362528142798304,1.396790125794306,1.0544102018714152,1.6550621978415947,1.0920779613599,1.1240322754702272,1.1661140159053403,1.293961795600969,1.443718108117871
Mick,1.697034978385108,1.5112739976318945,1.0673988590867731,0.9442402358432079,0.8426148047546571,0.675401723752049,0.8955806373230935,1.1289016320955012,0.0,1.0679859197737516,1.2031093221417892,0.9676187988087315,0.6827411687813266,1.6089326072406154,1.1541050715474745,0.5589923364050124,0.650676171909088,1.2085501737305961,1.6737547038328524,0.9065940444643438,1.4641699822597642,0.7080815867103769,1.243115731608691,0.6081533146762708,1.5503471665178081,1.4918604127549362
Micky,1.3251900364577074,0.9828549668888498,1.5702041059780918,1.2518348689407501,1.220398537464464,1.1053004047840862,0.9662134345906742,1.2650269525550268,1.0679859197737516,0.0,1.1258290848213297,1.2028805486048912,0.9190564668607071,1.4214874254825385,1.2468094924649322,0.9777756067561875,0.9805508460900336,1.593983985837603,1.283808492190686,1.034219865786476,1.4374060826811215,1.1312468699493965,0.8877499336798501,1.0051111253990854,1.1919804031245498,1.5661477329174245
Naenon,1.4594563022842508,1.2622688139369846,1.3819222134306697,1.3611447058654365,1.474655635849686,1.2164929118686247,1.006727917357456,1.2238725741074559,1.2031093221417892,1.1258290848213297,0.0,1.290669993320747,1.0957657471278714,1.4397214250601336,1.0731227093013413,1.1570676127357153,1.180588447545101,1.6830661153216644,1.5157340844002904,1.1299478115483828,1.6797549594130832,1.2117607373577803,1.208119112316065,1.1464930628346413,1.291833762322877,1.5794271857424944
Offroad,1.6401028851887198,1.5476966364307325,0.9609886245670586,0.9439966801623246,0.9541137202230638,1.0146552299449503,1.1084819942187998,1.3175197896369752,0.9676187988087315,1.2028805486048912,1.290669993320747,0.0,0.9908725224607692,1.438511612895518,1.5119993329082437,0.9235205889073931,1.0959327169904098,1.4129676890612928,1.7823053851109185,1.105125842233785,1.538415707395676,1.0054180613950507,1.3255620994353003,1.0780874529876372,1.6116925876491663,1.5054949961801154
Plub,1.2973027217751316,1.2465558477905796,1.1438523385934722,0.9304483530054447,0.8667346067374615,0.6610904140292463,0.8399213150222311,0.996120518345619,0.6827411687813266,0.9190564668607071,1.0957657471278714,0.9908725224607692,0.0,1.4175936474501767,1.0530422148610892,0.6963199432579043,0.6700503902654782,1.1672486575276453,1.4983400199335455,0.8286660568374848,1.155052220280277,0.7139185181475725,1.0938846189540214,0.7065194224504483,1.4477838315246885,1.3115367282804649
Shimmy,1.3501694801649529,1.484043557317023,1.6864563147564302,1.5628911725422237,1.407883667498864,1.5645300986226003,1.4034676394794736,1.179394795926188,1.6089326072406154,1.4214874254825385,1.4397214250601336,1.438511612895518,1.4175936474501767,0.0,1.4767203662424724,1.5525414693449233,1.5983822723351455,1.3952468159731142,1.734613515449576,1.41793402079587,1.5817517238822878,1.5853048285616147,1.4277597333412821,1.58885484462377,1.2460791842830483,1.6656586516674945
Tack,1.4304403598951552,1.5683078853131343,1.6336009965271152,1.4578540354907197,1.3596144576436164,1.0805557624537476,0.946136743737966,1.1586526886398607,1.1541050715474745,1.2468094924649322,1.0731227093013413,1.5119993329082437,1.0530422148610892,1.4767203662424724,0.0,1.1037884658014994,0.9999183761275503,1.2727867133045612,1.3347781910823169,1.1179951905820753,1.347674461401277,1.1612890466859067,1.303585690666857,0.9567703053059965,1.4090291897665639,1.4441182709866827
Tw,1.6310265967213895,1.4153008633209436,1.0327197860211432,0.9539919432917869,0.8463209258340842,0.650717804932237,0.8514205829598126,1.1260417709321147,0.5589923364050124,0.9777756067561875,1.1570676127357153,0.9235205889073931,0.6963199432579043,1.5525414693449233,1.1037884658014994,0.0,0.5962042172651325,1.082613931522873,1.5714453467238327,0.9120266345868737,1.3958775045813971,0.5529847387410999,1.1101598989267372,0.509871312507354,1.5322377014799102,1.3938911462113643
champion,1.5733638019231837,1.2608210721852249,1.1949680099637625,1.0011306533706539,0.9839970836229923,0.7450809411172271,0.8568260722660758,0.9824970658869054,0.650676171909088,0.9805508460900336,1.180588447545101,1.0959327169904098,0.6700503902654782,1.5983822723351455,0.9999183761275503,0.5962042172651325,0.0,1.1621277653808093,1.2923146350902874,0.8999857744892116,1.494187849710007,0.7661556877820417,0.8669163942620547,0.6308075459592817,1.4629585367725275,1.3420077360139493
gobgab,1.434606284426657,1.94073992219428,1.345562236424732,1.1984608436641087,1.087151662265047,0.9423770985817299,1.1892160232235478,1.2362528142798304,1.2085501737305961,1.593983985837603,1.6830661153216644,1.4129676890612928,1.1672486575276453,1.3952468159731142,1.2727867133045612,1.082613931522873,1.1621277653808093,0.0,1.6729768852833455,1.1087231970412925,1.824444100339127,0.9181068800290438,1.7062252126621014,1.1185926231894665,1.5077401600570972,1.3476576655532642
march,1.6217612648737474,1.1989206479287757,2.055624825438708,1.6075181997653463,1.851049324535936,1.5564468787947294,1.4909804322218145,1.396790125794306,1.6737547038328524,1.283808492190686,1.5157340844002904,1.7823053851109185,1.4983400199335455,1.734613515449576,1.3347781910823169,1.5714453467238327,1.2923146350902874,1.6729768852833455,0.0,1.4876562358908063,1.767431965408675,1.690185605122277,1.0593171034572673,1.5045745122375989,1.4521710609989547,1.449908801106025
name,1.256173527620177,1.3364138053565835,1.1812536906620437,0.883854731850803,0.9507319921111058,0.8427651401220566,0.8737788086934216,1.0544102018714152,0.9065940444643438,1.034219865786476,1.1299478115483828,1.105125842233785,0.8286660568374848,1.41793402079587,1.1179951905820753,0.9120266345868737,0.8999857744892116,1.1087231970412925,1.4876562358908063,0.0,1.039422528278372,0.9003963809980529,1.0280959334759432,0.9158705943630288,1.4467686460864817,1.2220986403764473
sine,1.2004793931859592,1.7116899035870976,1.422292813038274,1.4747709425972078,1.5995389179495856,1.3800759937988256,1.3088435015182422,1.6550621978415947,1.4641699822597642,1.4374060826811215,1.6797549594130832,1.538415707395676,1.155052220280277,1.5817517238822878,1.347674461401277,1.3958775045813971,1.494187849710007,1.824444100339127,1.767431965408675,1.039422528278372,0.0,1.3858029208194749,1.4955297715206297,1.4634845398711283,1.799643645276495,1.7604456170834044
superidol,1.554294900216886,1.6008279607342129,1.0499162841693213,0.9049406150373944,0.7792917339109644,0.6472099860017666,0.965271164475684,1.0920779613599,0.7080815867103769,1.1312468699493965,1.2117607373577803,1.0054180613950507,0.7139185181475725,1.5853048285616147,1.1612890466859067,0.5529847387410999,0.7661556877820417,0.9181068800290438,1.690185605122277,0.9003963809980529,1.3858029208194749,0.0,1.372120909089107,0.7395965838956228,1.5915308504619965,1.2268320171698002
ก้องฟ้า,1.492041818350601,0.9990715151787068,1.6239939654954543,1.1652934928428522,1.4753019263137874,1.2564761950928076,1.103407010300845,1.1240322754702272,1.243115731608691,0.8877499336798501,1.208119112316065,1.3255620994353003,1.0938846189540214,1.4277597333412821,1.303585690666857,1.1101598989267372,0.8669163942620547,1.7062252126621014,1.0593171034572673,1.0280959334759432,1.4955297715206297,1.372120909089107,0.0,1.0995410401079795,1.3404508892034588,1.4049927464712624
