participant_code,profile_dimension,profile_value,n_events,n_positions,n_trials_from_events,n_trials_from_positions,mean_log_dt_ms,mean_friction,delete_rate,near_key_typo_rate,layout_confusion_rate,shift_confusion_rate,mean_time_to_first_correct_ms,mean_time_to_stability_ms,mean_revisions,wrong_first_rate
DDDD,expected_hand_proxy,right,931,630,15,15,6.1558752956302065,0.49363776163733536,0.1611170784103115,0.09237379162191192,0.0,0.0,39824.13015873016,39910.87936507937,0.012698412698412698,0.1380952380952381
DDDD,expected_hand_proxy,thumb,21,19,8,8,6.321532030832675,0.6959751655486659,0.047619047619047616,0.0,0.0,0.0,36796.89473684211,36796.89473684211,0.0,0.05263157894736842
DDDD,expected_layout,<missing>,32,13,7,7,6.178913572372983,0.8620587017746445,0.3125,0.0,0.0,0.0,43221.0,43221.0,0.0,0.07692307692307693
DDDD,expected_layout,COMMON,21,19,8,8,6.321532030832675,0.6959751655486659,0.047619047619047616,0.0,0.0,0.0,36796.89473684211,36796.89473684211,0.0,0.05263157894736842
DDDD,expected_layout,EN,10,8,2,2,6.949093300573219,2.520555296711592,0.1,0.0,0.0,0.0,30701.0,30701.0,0.0,0.125
DDDD,expected_layout,TH,1256,859,15,15,6.201113784541791,0.6396226899424224,0.15764331210191082,0.09235668789808917,0.0007961783439490446,0.0,40555.2980209546,40629.86495925495,0.010477299185098952,0.13736903376018628
DDDD,expected_shift_required,0,1203,838,15,15,6.188247090058703,0.5541012910985619,0.15211970074812967,0.09310058187863675,0.0008312551953449709,0.0,40268.34248210024,40326.54415274463,0.008353221957040573,0.13723150357995226
DDDD,expected_shift_required,1,84,48,12,12,6.504532972584376,2.102419962139887,0.20238095238095238,0.047619047619047616,0.0,0.0,42434.979166666664,42753.3125,0.041666666666666664,0.10416666666666667
DDDD,expected_shift_required,<missing>,32,13,7,7,6.178913572372983,0.8620587017746445,0.3125,0.0,0.0,0.0,43221.0,43221.0,0.0,0.07692307692307693
DDDD,expected_zone_proxy,<missing>,32,13,7,7,6.178913572372983,0.8620587017746445,0.3125,0.0,0.0,0.0,43221.0,43221.0,0.0,0.07692307692307693
DDDD,expected_zone_proxy,center,320,214,15,15,6.217974940749844,0.30587237028018305,0.16875,0.090625,0.0,0.0,36970.52803738318,36973.0,0.004672897196261682,0.14485981308411214
DDDD,expected_zone_proxy,left,335,237,15,15,6.34916401838358,1.1014772998520574,0.14626865671641792,0.08955223880597014,0.0029850746268656717,0.0,42166.27426160337,42205.94092827004,0.004219409282700422,0.1350210970464135
