trial_uid,session_id,participant_code,trial_index,trial_type,prompt_id,prompt_typing_order,length_class,condition,duration_ms,first_key_latency_ms,event_count,insert_count,delete_count,mean_dt_ms,median_dt_ms,mean_friction,max_friction,total_time_in_error_ms,number_of_error_episodes,maximum_wrong_suffix_depth,mean_planned_geometry_burden,layout_switch_count,shift_required_count,near_key_typo_count,layout_confusion_count,shift_confusion_count,prompt_source,prompt_text,prompt_length,final_reconstructed_text,final_prefix_match_len,final_resulting_text_length,qc_prompt_available_ok,qc_event_index_ok,qc_time_monotonic_ok,qc_append_pop_ok,qc_reconstruction_ok,qc_exact_match_ok,all_core_qc_ok
20260422132335-1ewston__2__P02,20260422132335-1ewston,Shimmy,2,main,P02,2,short,familiar_polite,96600,1055,33,28,5,2927.2727272727275,312.0,0.13316283382348088,2.0057948369899687,1557.0,3,1,0.019538623697877473,0.0,3.0,2,0,0,prompt_table,กรุณาตอบกลับภายในวันนี้,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260422132335-1ewston__3__P04,20260422132335-1ewston,Shimmy,3,main,P04,3,short,orthographic_named_entity,16072,1379,33,31,2,487.030303030303,303.0,0.08387097017116628,0.9491511409024148,2399.0,2,1,0.3777285502213708,0.0,3.0,1,0,0,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260422132335-1ewston__4__P03,20260422132335-1ewston,Shimmy,4,main,P03,4,short,formal_register,22493,1074,54,42,12,416.537037037037,277.5,0.07963696652658223,0.779588188286353,4361.0,8,2,-0.05693102813741442,0.0,11.0,6,0,1,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260422132335-1ewston__5__P05,20260422132335-1ewston,Shimmy,5,main,P05,5,short,twisted_proverb,19366,1076,49,40,9,395.2244897959184,211.0,0.09134197330809296,0.6973268393885272,2666.0,4,3,0.5642145961603374,0.0,0.0,1,0,0,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260422132335-1ewston__6__P09,20260422132335-1ewston,Shimmy,6,main,P09,6,medium,arabic_numerals,248816,1974,118,82,36,2108.6101694915255,184.5,-0.015802022362308783,2.585068524945138,219313.0,10,2,0.09916667636290766,0.0,9.0,7,0,1,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260422132335-1ewston__7__P11,20260422132335-1ewston,Shimmy,7,main,P11,7,medium,rhythmic_repetition,13518,1087,46,43,3,293.8695652173913,236.0,-0.05775506694372949,0.44697866329487584,907.0,2,2,0.013172920193539403,0.0,0.0,1,0,0,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260422132335-1ewston__8__P10,20260422132335-1ewston,Shimmy,8,main,P10,8,medium,thai_numerals,242653,1130,88,67,21,2757.4204545454545,270.0,0.16806890352873213,2.2393799588146566,7577.0,14,2,0.3317847683836486,0.0,10.0,3,6,1,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260422132335-1ewston__9__P06,20260422132335-1ewston,Shimmy,9,main,P06,9,medium,mixed_symbols_identification,34289,1110,102,77,25,336.1666666666667,244.0,0.050367218877972096,0.7761827314743845,9260.0,14,4,0.06875328007115154,5.0,0.0,8,2,0,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260422133743-8nhcnc__0__PRACTICE,20260422133743-8nhcnc,Offroad,0,practice,PRACTICE,0,practice,practice_warmup,28945,3718,45,41,4,643.2222222222222,457.0,0.19469500785869787,0.8776537243515454,2159.0,1,4,0.16537942335297717,0.0,2.0,1,0,0,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260422133743-8nhcnc__10__P08,20260422133743-8nhcnc,Offroad,10,main,P08,10,medium,formal_lexical_difficulty,33071,1352,58,57,1,570.1896551724138,416.0,0.12078788371088617,0.618331218558872,488.0,1,1,-0.2848595441760173,0.0,1.0,0,0,0,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260422133743-8nhcnc__11__P07,20260422133743-8nhcnc,Offroad,11,main,P07,11,medium,formal_educational,35768,1320,68,67,1,526.0,368.5,0.10022170410177024,0.5652360755740541,384.0,1,1,-0.1425676277828558,0.0,2.0,0,0,0,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260422133743-8nhcnc__12__P12,20260422133743-8nhcnc,Offroad,12,main,P12,12,long,long_familiar_expository,77896,1209,127,127,0,613.3543307086615,400.0,0.16158086087560927,1.0671028673139629,0.0,0,0,0.28739341062948737,0.0,5.0,0,0,0,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260422133743-8nhcnc__13__P14,20260422133743-8nhcnc,Offroad,13,main,P14,13,long,long_mixed_difficulty,98808,1559,157,151,6,629.3503184713376,433.0,0.17189915050907326,1.0898701027210709,2455.0,6,1,-0.029056958633717152,0.0,13.0,6,0,0,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260422133743-8nhcnc__14__P13,20260422133743-8nhcnc,Offroad,14,main,P13,14,long,long_formal_bureaucratic,104183,1495,147,145,2,708.7278911564625,504.0,0.21099515206906522,0.8934447201302426,1210.0,2,1,0.1151501419380561,0.0,10.0,1,0,0,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260422133743-8nhcnc__1__P01,20260422133743-8nhcnc,Offroad,1,main,P01,1,short,familiar_baseline,14325,3165,28,28,0,511.60714285714283,307.5,0.0320176651618686,0.8212451153126091,0.0,0,0,-0.24358572739369033,0.0,1.0,0,0,0,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260422133743-8nhcnc__2__P02,20260422133743-8nhcnc,Offroad,2,main,P02,2,short,familiar_polite,22104,1344,25,24,1,884.16,401.0,0.22191697236337787,1.2002459043494982,480.0,1,1,0.19097325449731017,0.0,1.0,1,0,0,prompt_table,กรุณาตอบกลับภายในวันนี้,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260422133743-8nhcnc__3__P04,20260422133743-8nhcnc,Offroad,3,main,P04,3,short,orthographic_named_entity,24693,2484,29,29,0,851.4827586206897,545.0,0.2643221045771662,0.9193428948136477,0.0,0,0,0.2722723358094719,0.0,3.0,0,0,0,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260422133743-8nhcnc__4__P03,20260422133743-8nhcnc,Offroad,4,main,P03,4,short,formal_register,19113,1521,30,30,0,637.1,449.0,0.16653185619129166,0.7117894557775195,0.0,0,0,0.012976111069665933,0.0,1.0,0,0,0,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260422133743-8nhcnc__5__P05,20260422133743-8nhcnc,Offroad,5,main,P05,5,short,twisted_proverb,21752,1505,39,35,4,557.7435897435897,416.0,0.18515698590435742,0.6661481981656094,1416.0,3,2,0.31390065424846963,0.0,0.0,2,0,0,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260422133743-8nhcnc__6__P09,20260422133743-8nhcnc,Offroad,6,main,P09,6,medium,arabic_numerals,30560,1816,50,48,2,611.2,423.0,0.13074028620796313,0.6446962205826426,1143.0,2,1,-0.009413578819158728,0.0,3.0,0,0,0,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260422133743-8nhcnc__7__P11,20260422133743-8nhcnc,Offroad,7,main,P11,7,medium,rhythmic_repetition,26737,1432,40,40,0,668.425,464.0,0.20138500108005872,0.6896669688528321,0.0,0,0,0.12699985317406148,0.0,0.0,0,0,0,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260422133743-8nhcnc__8__P10,20260422133743-8nhcnc,Offroad,8,main,P10,8,medium,thai_numerals,38977,1370,48,47,1,812.0208333333334,545.0,0.23958457554312498,0.8036841304052192,591.0,1,1,-0.008869704891182412,0.0,6.0,0,0,0,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260422133743-8nhcnc__9__P06,20260422133743-8nhcnc,Offroad,9,main,P06,9,medium,mixed_symbols_identification,36273,1465,62,57,5,585.0483870967741,423.5,0.20524115007583002,0.9708970936459751,3955.0,4,2,0.2214397655565084,3.0,0.0,1,0,0,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
