trial_uid,session_id,participant_code,trial_index,trial_type,prompt_id,error_episode_id,episode_start_event_index,episode_end_event_index,episode_start_time_ms,episode_end_time_ms,episode_duration_ms,episode_event_count,episode_delete_count,episode_recovery_step_count,max_error_suffix_depth,mean_friction,pause_before_first_delete_ms
20260419141512-jt34p4__3__P04,20260419141512-jt34p4,ก้องฟ้า,3,main,P04,1,21,21,4334,4334,0,1,0,0,1,0.823810137502256,
20260419141512-jt34p4__4__P03,20260419141512-jt34p4,ก้องฟ้า,4,main,P03,1,11,11,2612,2612,0,1,0,0,1,-3.7141009587987357,
20260419141512-jt34p4__4__P03,20260419141512-jt34p4,ก้องฟ้า,4,main,P03,2,14,14,3212,3212,0,1,0,0,1,-4.121204632909203,
20260419141512-jt34p4__4__P03,20260419141512-jt34p4,ก้องฟ้า,4,main,P03,3,32,34,6480,6918,438,3,1,1,2,0.7397736459737683,352.0
20260419141512-jt34p4__6__P09,20260419141512-jt34p4,ก้องฟ้า,6,main,P09,1,12,12,2471,2471,0,1,0,0,1,-1.1509780952410065,
20260419141512-jt34p4__8__P10,20260419141512-jt34p4,ก้องฟ้า,8,main,P10,1,11,15,2432,3399,967,5,2,2,2,-0.8372900881949297,361.0
20260419141512-jt34p4__8__P10,20260419141512-jt34p4,ก้องฟ้า,8,main,P10,2,27,31,6188,6767,579,5,2,2,3,-3.349356154078797,372.0
20260419141512-jt34p4__8__P10,20260419141512-jt34p4,ก้องฟ้า,8,main,P10,3,33,35,8108,8557,449,3,1,1,2,-1.7278165440728275,427.0
20260419141512-jt34p4__8__P10,20260419141512-jt34p4,ก้องฟ้า,8,main,P10,4,57,59,14917,15473,556,3,1,1,2,3.79163814503476,454.0
20260419141512-jt34p4__9__P06,20260419141512-jt34p4,ก้องฟ้า,9,main,P06,1,12,12,2823,2823,0,1,0,0,1,0.8024051605687604,
20260419141512-jt34p4__9__P06,20260419141512-jt34p4,ก้องฟ้า,9,main,P06,2,14,18,3549,4759,1210,5,2,2,3,1.2217383543873768,391.0
20260419141512-jt34p4__9__P06,20260419141512-jt34p4,ก้องฟ้า,9,main,P06,3,20,20,5674,5674,0,1,0,0,1,0.15858768778661703,
20260419141512-jt34p4__9__P06,20260419141512-jt34p4,ก้องฟ้า,9,main,P06,4,32,32,8776,8776,0,1,0,0,1,-3.1692554939636963,
20260419141512-jt34p4__9__P06,20260419141512-jt34p4,ก้องฟ้า,9,main,P06,5,39,41,11878,12373,495,3,1,1,2,0.4085563778864166,237.0
20260419141512-jt34p4__10__P08,20260419141512-jt34p4,ก้องฟ้า,10,main,P08,1,8,12,1675,2291,616,5,2,2,3,-1.9761044864176855,369.0
20260419141512-jt34p4__11__P07,20260419141512-jt34p4,ก้องฟ้า,11,main,P07,1,13,17,3036,4135,1099,5,2,2,2,-0.8706896283295279,452.0
20260419141512-jt34p4__11__P07,20260419141512-jt34p4,ก้องฟ้า,11,main,P07,2,19,19,4989,4989,0,1,0,0,1,3.048588099581942,
20260419141512-jt34p4__11__P07,20260419141512-jt34p4,ก้องฟ้า,11,main,P07,3,36,36,8662,8662,0,1,0,0,1,-1.7806597216129962,
20260419141512-jt34p4__12__P12,20260419141512-jt34p4,ก้องฟ้า,12,main,P12,1,39,39,6043,6043,0,1,0,0,1,-1.3601120956906483,
20260419141512-jt34p4__12__P12,20260419141512-jt34p4,ก้องฟ้า,12,main,P12,2,41,43,6910,7835,925,3,1,1,2,-0.31742659347850966,608.0
20260419141512-jt34p4__12__P12,20260419141512-jt34p4,ก้องฟ้า,12,main,P12,3,74,78,13072,14068,996,5,2,2,3,0.7015734354051835,322.0
20260419141512-jt34p4__12__P12,20260419141512-jt34p4,ก้องฟ้า,12,main,P12,4,109,109,20398,20398,0,1,0,0,1,-0.9922645562171115,
20260419141512-jt34p4__12__P12,20260419141512-jt34p4,ก้องฟ้า,12,main,P12,5,119,123,22117,22878,761,5,2,2,3,-1.1965165134695759,253.0
20260419141512-jt34p4__12__P12,20260419141512-jt34p4,ก้องฟ้า,12,main,P12,6,127,129,23779,24230,451,3,1,1,2,-2.0325009035972204,434.0
20260419141512-jt34p4__12__P12,20260419141512-jt34p4,ก้องฟ้า,12,main,P12,7,150,150,27739,27739,0,1,0,0,1,-0.961368737162604,
20260419141512-jt34p4__13__P14,20260419141512-jt34p4,ก้องฟ้า,13,main,P14,1,2,8,1031,2008,977,7,3,3,4,-0.24487267945161922,278.0
20260419141512-jt34p4__13__P14,20260419141512-jt34p4,ก้องฟ้า,13,main,P14,2,11,11,3134,3134,0,1,0,0,1,0.6855540273608682,
20260419141512-jt34p4__13__P14,20260419141512-jt34p4,ก้องฟ้า,13,main,P14,3,19,19,4488,4488,0,1,0,0,1,-0.9124004462432108,
20260419141512-jt34p4__13__P14,20260419141512-jt34p4,ก้องฟ้า,13,main,P14,4,43,43,9668,9668,0,1,0,0,1,5.096645269222828,
20260419141512-jt34p4__13__P14,20260419141512-jt34p4,ก้องฟ้า,13,main,P14,5,81,85,15890,16619,729,5,2,2,3,0.656963438545713,229.0
20260419141512-jt34p4__13__P14,20260419141512-jt34p4,ก้องฟ้า,13,main,P14,6,96,96,18181,18181,0,1,0,0,1,-6.68752499525361,
20260419141512-jt34p4__13__P14,20260419141512-jt34p4,ก้องฟ้า,13,main,P14,7,108,108,20134,20134,0,1,0,0,1,-3.978839430863381,
20260419141512-jt34p4__13__P14,20260419141512-jt34p4,ก้องฟ้า,13,main,P14,8,115,121,22050,23762,1712,7,3,3,3,-0.5111528392255075,581.0
20260419141512-jt34p4__13__P14,20260419141512-jt34p4,ก้องฟ้า,13,main,P14,9,173,177,35490,36142,652,5,2,2,3,-1.4449545814386742,415.0
20260419141512-jt34p4__14__P13,20260419141512-jt34p4,ก้องฟ้า,14,main,P13,1,4,4,1250,1250,0,1,0,0,1,-0.7913062918397539,
20260419141512-jt34p4__14__P13,20260419141512-jt34p4,ก้องฟ้า,14,main,P13,2,54,58,10758,11340,582,5,2,2,3,0.23937819604961258,317.0
20260419141512-jt34p4__14__P13,20260419141512-jt34p4,ก้องฟ้า,14,main,P13,3,63,63,12427,12427,0,1,0,0,1,-2.087898990331813,
20260419141512-jt34p4__14__P13,20260419141512-jt34p4,ก้องฟ้า,14,main,P13,4,102,102,19215,19215,0,1,0,0,1,6.426250636918198,
20260419141512-jt34p4__14__P13,20260419141512-jt34p4,ก้องฟ้า,14,main,P13,5,120,122,21573,22087,514,3,1,1,2,-1.1137488624247942,419.0
20260419141512-jt34p4__14__P13,20260419141512-jt34p4,ก้องฟ้า,14,main,P13,6,135,139,24608,25606,998,5,2,2,2,-0.4805372189560547,467.0
20260419141512-jt34p4__14__P13,20260419141512-jt34p4,ก้องฟ้า,14,main,P13,7,155,159,28170,29091,921,5,2,2,3,-0.41647618256749713,351.0
20260419145443-omhtrx__0__PRACTICE,20260419145443-omhtrx,JJ,0,practice,PRACTICE,1,3,5,4770,5428,658,3,1,1,2,-1.7545055089526251,654.0
20260419145443-omhtrx__0__PRACTICE,20260419145443-omhtrx,JJ,0,practice,PRACTICE,2,11,11,7607,7607,0,1,0,0,1,-1.8499214101965615,
20260419145443-omhtrx__1__P01,20260419145443-omhtrx,JJ,1,main,P01,1,18,18,11162,11162,0,1,0,0,1,0.5785224561670448,
20260419145443-omhtrx__1__P01,20260419145443-omhtrx,JJ,1,main,P01,2,23,23,13582,13582,0,1,0,0,1,-4.265908255248698,
20260419145443-omhtrx__2__P02,20260419145443-omhtrx,JJ,2,main,P02,1,2,10,3927,7723,3796,9,4,4,5,1.7185955232728498,978.0
20260419145443-omhtrx__2__P02,20260419145443-omhtrx,JJ,2,main,P02,2,13,13,9714,9714,0,1,0,0,1,-1.0876763933591547,
20260419145443-omhtrx__4__P03,20260419145443-omhtrx,JJ,4,main,P03,1,15,19,10979,12162,1183,5,2,2,3,-0.25014458476291024,586.0
20260419145443-omhtrx__5__P05,20260419145443-omhtrx,JJ,5,main,P05,1,14,16,8170,9043,873,3,1,1,2,5.0336238093849195,713.0
20260419145443-omhtrx__5__P05,20260419145443-omhtrx,JJ,5,main,P05,2,20,20,12430,12430,0,1,0,0,1,9.240164418465785,
20260419145443-omhtrx__6__P09,20260419145443-omhtrx,JJ,6,main,P09,1,21,21,19821,19821,0,1,0,0,1,-1.4948379705234873,
20260419145443-omhtrx__6__P09,20260419145443-omhtrx,JJ,6,main,P09,2,23,23,22427,22427,0,1,0,0,1,0.7115495953210813,
20260419145443-omhtrx__6__P09,20260419145443-omhtrx,JJ,6,main,P09,3,29,29,28313,28313,0,1,0,0,1,0.19230572651334107,
20260419145443-omhtrx__6__P09,20260419145443-omhtrx,JJ,6,main,P09,4,40,40,33169,33169,0,1,0,0,1,8.344941629974624,
20260419145443-omhtrx__6__P09,20260419145443-omhtrx,JJ,6,main,P09,5,47,51,37756,38541,785,5,2,2,3,0.3558676999145092,406.0
20260419145443-omhtrx__7__P11,20260419145443-omhtrx,JJ,7,main,P11,1,15,15,36542,36542,0,1,0,0,1,-0.7543177298769769,
20260419145443-omhtrx__7__P11,20260419145443-omhtrx,JJ,7,main,P11,2,17,17,38290,38290,0,1,0,0,1,-1.4023014059160916,
20260419145443-omhtrx__8__P10,20260419145443-omhtrx,JJ,8,main,P10,1,1,1,9096,9096,0,1,0,0,1,3.405689414437378,
20260419145443-omhtrx__8__P10,20260419145443-omhtrx,JJ,8,main,P10,2,3,9,12512,15518,3006,7,3,3,4,2.947037961005031,1293.0
20260419145443-omhtrx__8__P10,20260419145443-omhtrx,JJ,8,main,P10,3,20,20,23056,23056,0,1,0,0,1,7.486590174667631,
20260419145443-omhtrx__8__P10,20260419145443-omhtrx,JJ,8,main,P10,4,37,37,35225,35225,0,1,0,0,1,0.03553702638039036,
20260419145443-omhtrx__8__P10,20260419145443-omhtrx,JJ,8,main,P10,5,42,42,37717,37717,0,1,0,0,1,5.621220809817685,
20260419145443-omhtrx__9__P06,20260419145443-omhtrx,JJ,9,main,P06,1,12,12,8520,8520,0,1,0,0,1,2.2288522000725575,
20260419145443-omhtrx__9__P06,20260419145443-omhtrx,JJ,9,main,P06,2,31,31,20913,20913,0,1,0,0,1,0.8297447388535473,
20260419145443-omhtrx__9__P06,20260419145443-omhtrx,JJ,9,main,P06,3,35,35,22255,22255,0,1,0,0,1,-1.9781882468788936,
20260419145443-omhtrx__9__P06,20260419145443-omhtrx,JJ,9,main,P06,4,38,38,26434,26434,0,1,0,0,1,6.05150540349152,
20260419145443-omhtrx__10__P08,20260419145443-omhtrx,JJ,10,main,P08,1,3,3,5935,5935,0,1,0,0,1,-2.4298884360745316,
20260419145443-omhtrx__10__P08,20260419145443-omhtrx,JJ,10,main,P08,2,25,25,17291,17291,0,1,0,0,1,-0.10162288071319103,
20260419145443-omhtrx__11__P07,20260419145443-omhtrx,JJ,11,main,P07,1,9,9,4467,4467,0,1,0,0,1,-0.16363095664868577,
20260419145443-omhtrx__11__P07,20260419145443-omhtrx,JJ,11,main,P07,2,28,28,17030,17030,0,1,0,0,1,-0.024164788451150554,
20260419145443-omhtrx__11__P07,20260419145443-omhtrx,JJ,11,main,P07,3,37,39,23017,23585,568,3,1,1,2,0.7997288863474067,448.0
20260419145443-omhtrx__12__P12,20260419145443-omhtrx,JJ,12,main,P12,1,14,14,7458,7458,0,1,0,0,1,0.029901176898982973,
20260419145443-omhtrx__12__P12,20260419145443-omhtrx,JJ,12,main,P12,2,41,41,22408,22408,0,1,0,0,1,1.1502060380926735,
20260419145443-omhtrx__12__P12,20260419145443-omhtrx,JJ,12,main,P12,3,121,123,76232,76936,704,3,1,1,2,1.0863967447400298,424.0
20260419145443-omhtrx__12__P12,20260419145443-omhtrx,JJ,12,main,P12,4,127,129,77849,78755,906,3,1,1,2,-1.1173003230629766,368.0
20260419145443-omhtrx__12__P12,20260419145443-omhtrx,JJ,12,main,P12,5,140,140,83698,83698,0,1,0,0,1,1.3295857555135409,
20260419145443-omhtrx__13__P14,20260419145443-omhtrx,JJ,13,main,P14,1,12,12,41673,41673,0,1,0,0,1,5.200080478563004,
20260419145443-omhtrx__13__P14,20260419145443-omhtrx,JJ,13,main,P14,2,20,20,49809,49809,0,1,0,0,1,0.1594988332400339,
20260419145443-omhtrx__13__P14,20260419145443-omhtrx,JJ,13,main,P14,3,39,39,61289,61289,0,1,0,0,1,-0.21480512222661252,
20260419145443-omhtrx__13__P14,20260419145443-omhtrx,JJ,13,main,P14,4,49,49,68546,68546,0,1,0,0,1,-2.318679563940804,
20260419145443-omhtrx__13__P14,20260419145443-omhtrx,JJ,13,main,P14,5,65,65,76171,76171,0,1,0,0,1,-3.353810006234963,
20260419145443-omhtrx__13__P14,20260419145443-omhtrx,JJ,13,main,P14,6,73,73,80336,80336,0,1,0,0,1,-2.9040526048386757,
20260419145443-omhtrx__13__P14,20260419145443-omhtrx,JJ,13,main,P14,7,86,88,91075,91537,462,3,1,1,2,-1.5267641088715884,456.0
20260419145443-omhtrx__13__P14,20260419145443-omhtrx,JJ,13,main,P14,8,106,106,103560,103560,0,1,0,0,1,7.819330780602469,
20260419145443-omhtrx__13__P14,20260419145443-omhtrx,JJ,13,main,P14,9,109,111,105529,107011,1482,3,1,1,2,0.8312607228190592,747.0
20260419145443-omhtrx__13__P14,20260419145443-omhtrx,JJ,13,main,P14,10,123,125,117620,118313,693,3,1,1,2,2.628023419560833,294.0
20260419145443-omhtrx__13__P14,20260419145443-omhtrx,JJ,13,main,P14,11,127,127,119568,119568,0,1,0,0,1,3.4090477089468374,
20260419145443-omhtrx__13__P14,20260419145443-omhtrx,JJ,13,main,P14,12,129,129,122065,122065,0,1,0,0,1,3.6708928061940145,
20260419145443-omhtrx__13__P14,20260419145443-omhtrx,JJ,13,main,P14,13,149,149,137867,137867,0,1,0,0,1,-3.7693706680458927,
20260419145443-omhtrx__13__P14,20260419145443-omhtrx,JJ,13,main,P14,14,166,166,147074,147074,0,1,0,0,1,-1.9621882332346088,
20260419145443-omhtrx__14__P13,20260419145443-omhtrx,JJ,14,main,P13,1,26,26,21040,21040,0,1,0,0,1,6.047320206894895,
20260419145443-omhtrx__14__P13,20260419145443-omhtrx,JJ,14,main,P13,2,57,61,41476,43281,1805,5,2,2,3,0.9963370385238403,754.0
20260419145443-omhtrx__14__P13,20260419145443-omhtrx,JJ,14,main,P13,3,91,91,66361,66361,0,1,0,0,1,0.9698270363879223,
20260419145443-omhtrx__14__P13,20260419145443-omhtrx,JJ,14,main,P13,4,146,146,97969,97969,0,1,0,0,1,-1.1690245151279846,
20260420042552-1pdrvw3__2__P02,20260420042552-1pdrvw3,sine,2,main,P02,1,17,17,7158,7158,0,1,0,0,1,-2.4388871783557784,
20260420042552-1pdrvw3__3__P04,20260420042552-1pdrvw3,sine,3,main,P04,1,12,14,5134,6108,974,3,1,1,2,1.1833338727279017,753.0
20260420042552-1pdrvw3__3__P04,20260420042552-1pdrvw3,sine,3,main,P04,2,22,22,8552,8552,0,1,0,0,1,0.7204107206908238,
20260420042552-1pdrvw3__4__P03,20260420042552-1pdrvw3,sine,4,main,P03,1,16,16,6572,6572,0,1,0,0,1,-2.311514003239379,
20260420042552-1pdrvw3__5__P05,20260420042552-1pdrvw3,sine,5,main,P05,1,5,5,2125,2125,0,1,0,0,1,-0.7621649851767707,
20260420042552-1pdrvw3__5__P05,20260420042552-1pdrvw3,sine,5,main,P05,2,10,12,3381,4143,762,3,1,1,2,0.5840600030908699,640.0
20260420042552-1pdrvw3__5__P05,20260420042552-1pdrvw3,sine,5,main,P05,3,24,50,8547,17201,8654,27,13,13,14,2.6471511142721793,2394.0
20260420042552-1pdrvw3__6__P09,20260420042552-1pdrvw3,sine,6,main,P09,1,41,43,20599,21313,714,3,1,1,2,2.431437884619927,484.0
20260420042552-1pdrvw3__7__P11,20260420042552-1pdrvw3,sine,7,main,P11,1,5,15,12288,15032,2744,11,5,5,6,0.31341258528430305,497.0
20260420042552-1pdrvw3__7__P11,20260420042552-1pdrvw3,sine,7,main,P11,2,17,17,17085,17085,0,1,0,0,1,-0.8012954799589229,
20260420042552-1pdrvw3__7__P11,20260420042552-1pdrvw3,sine,7,main,P11,3,28,28,21119,21119,0,1,0,0,1,-3.0380868637062513,
20260420042552-1pdrvw3__7__P11,20260420042552-1pdrvw3,sine,7,main,P11,4,55,57,31733,32418,685,3,1,1,2,1.013813343764918,525.0
20260420042552-1pdrvw3__8__P10,20260420042552-1pdrvw3,sine,8,main,P10,1,7,7,8296,8296,0,1,0,0,1,2.7417806660757087,
20260420042552-1pdrvw3__9__P06,20260420042552-1pdrvw3,sine,9,main,P06,1,1,13,2076,4965,2889,13,6,6,7,1.1470911687346967,353.0
20260420042552-1pdrvw3__9__P06,20260420042552-1pdrvw3,sine,9,main,P06,2,15,25,6208,8789,2581,11,5,5,6,1.5899703510809722,760.0
20260420042552-1pdrvw3__9__P06,20260420042552-1pdrvw3,sine,9,main,P06,3,37,37,14764,14764,0,1,0,0,1,1.4126981503392648,
20260420042552-1pdrvw3__9__P06,20260420042552-1pdrvw3,sine,9,main,P06,4,50,50,23471,23471,0,1,0,0,1,-1.671711086790098,
20260420042552-1pdrvw3__9__P06,20260420042552-1pdrvw3,sine,9,main,P06,5,62,62,28504,28504,0,1,0,0,1,4.42400071534659,
20260420042552-1pdrvw3__9__P06,20260420042552-1pdrvw3,sine,9,main,P06,6,65,65,31617,31617,0,1,0,0,1,1.7737525350337715,
20260420042552-1pdrvw3__10__P08,20260420042552-1pdrvw3,sine,10,main,P08,1,35,35,12018,12018,0,1,0,0,1,-1.250626081256146,
20260420042552-1pdrvw3__10__P08,20260420042552-1pdrvw3,sine,10,main,P08,2,39,39,14058,14058,0,1,0,0,1,-1.4410385486010884,
20260420042552-1pdrvw3__10__P08,20260420042552-1pdrvw3,sine,10,main,P08,3,43,43,15442,15442,0,1,0,0,1,0.5994599671994951,
20260420042552-1pdrvw3__11__P07,20260420042552-1pdrvw3,sine,11,main,P07,1,9,15,4641,6441,1800,7,3,3,4,1.6177078146456874,691.0
20260420042552-1pdrvw3__12__P12,20260420042552-1pdrvw3,sine,12,main,P12,1,18,18,6393,6393,0,1,0,0,1,-2.8821245030813,
20260420042552-1pdrvw3__12__P12,20260420042552-1pdrvw3,sine,12,main,P12,2,43,43,16171,16171,0,1,0,0,1,2.005225510483854,
20260420042552-1pdrvw3__12__P12,20260420042552-1pdrvw3,sine,12,main,P12,3,128,136,50118,51974,1856,9,4,4,5,0.14611737086525287,518.0
20260420042552-1pdrvw3__13__P14,20260420042552-1pdrvw3,sine,13,main,P14,1,3,5,2745,3296,551,3,1,1,2,0.5157285385623535,531.0
20260420042552-1pdrvw3__13__P14,20260420042552-1pdrvw3,sine,13,main,P14,2,8,8,4572,4572,0,1,0,0,1,-2.3261818515254156,
20260420042552-1pdrvw3__13__P14,20260420042552-1pdrvw3,sine,13,main,P14,3,93,95,45638,46420,782,3,1,1,2,-0.22105898878421812,595.0
20260420042552-1pdrvw3__13__P14,20260420042552-1pdrvw3,sine,13,main,P14,4,103,103,51549,51549,0,1,0,0,1,-2.441451356621559,
20260420042552-1pdrvw3__13__P14,20260420042552-1pdrvw3,sine,13,main,P14,5,105,105,53416,53416,0,1,0,0,1,0.566674343292298,
20260420042552-1pdrvw3__13__P14,20260420042552-1pdrvw3,sine,13,main,P14,6,118,118,61290,61290,0,1,0,0,1,1.896764655658815,
20260420042552-1pdrvw3__13__P14,20260420042552-1pdrvw3,sine,13,main,P14,7,127,129,66690,67406,716,3,1,1,2,0.3438991585089919,549.0
20260420042552-1pdrvw3__13__P14,20260420042552-1pdrvw3,sine,13,main,P14,8,150,150,76255,76255,0,1,0,0,1,-2.3995495165275345,
20260420042552-1pdrvw3__13__P14,20260420042552-1pdrvw3,sine,13,main,P14,9,170,170,84347,84347,0,1,0,0,1,-0.6750464882900081,
20260420042552-1pdrvw3__14__P13,20260420042552-1pdrvw3,sine,14,main,P13,1,17,21,9520,10816,1296,5,2,2,3,0.4448344088631826,476.0
20260420042552-1pdrvw3__14__P13,20260420042552-1pdrvw3,sine,14,main,P13,2,83,83,33495,33495,0,1,0,0,1,4.834663346649053,
20260420042552-1pdrvw3__14__P13,20260420042552-1pdrvw3,sine,14,main,P13,3,112,112,44592,44592,0,1,0,0,1,-2.2272306695770783,
20260420042552-1pdrvw3__14__P13,20260420042552-1pdrvw3,sine,14,main,P13,4,114,124,45474,47831,2357,11,5,5,6,0.6850141000707343,735.0
20260420042552-1pdrvw3__14__P13,20260420042552-1pdrvw3,sine,14,main,P13,5,163,167,64593,65950,1357,5,2,2,3,5.05145238424671,685.0
20260420063815-19rm65e__0__PRACTICE,20260420063815-19rm65e,superidol,0,practice,PRACTICE,1,1,19,12355,18788,6433,19,9,9,10,2.7388076889196133,967.0
20260420063815-19rm65e__0__PRACTICE,20260420063815-19rm65e,superidol,0,practice,PRACTICE,2,27,29,23245,24361,1116,3,1,1,2,3.1597676570618014,534.0
20260420063815-19rm65e__0__PRACTICE,20260420063815-19rm65e,superidol,0,practice,PRACTICE,3,50,52,34304,34981,677,3,1,1,2,0.1627907427723764,275.0
20260420063815-19rm65e__0__PRACTICE,20260420063815-19rm65e,superidol,0,practice,PRACTICE,4,56,56,36146,36146,0,1,0,0,1,-2.600718811286116,
20260420063815-19rm65e__0__PRACTICE,20260420063815-19rm65e,superidol,0,practice,PRACTICE,5,65,69,39883,41136,1253,5,2,2,3,4.640464469920699,655.0
20260420063815-19rm65e__1__P01,20260420063815-19rm65e,superidol,1,main,P01,1,17,17,8739,8739,0,1,0,0,1,-2.472077746299975,
20260420063815-19rm65e__1__P01,20260420063815-19rm65e,superidol,1,main,P01,2,22,22,10660,10660,0,1,0,0,1,-3.7489687042252067,
20260420063815-19rm65e__1__P01,20260420063815-19rm65e,superidol,1,main,P01,3,24,24,11717,11717,0,1,0,0,1,-3.680244016318043,
20260420063815-19rm65e__3__P04,20260420063815-19rm65e,superidol,3,main,P04,1,4,4,4059,4059,0,1,0,0,1,-1.1991129416567243,
20260420063815-19rm65e__3__P04,20260420063815-19rm65e,superidol,3,main,P04,2,20,20,12680,12680,0,1,0,0,1,0.9976571902815562,
20260420063815-19rm65e__3__P04,20260420063815-19rm65e,superidol,3,main,P04,3,31,35,16934,18858,1924,5,2,2,3,2.403366071002435,781.0
20260420063815-19rm65e__4__P03,20260420063815-19rm65e,superidol,4,main,P03,1,1,3,1466,2162,696,3,1,1,2,3.005838601226898,388.0
20260420063815-19rm65e__4__P03,20260420063815-19rm65e,superidol,4,main,P03,2,13,13,5974,5974,0,1,0,0,1,-2.0990437426064856,
20260420063815-19rm65e__4__P03,20260420063815-19rm65e,superidol,4,main,P03,3,34,36,16491,17294,803,3,1,1,2,0.19254576745584892,557.0
20260420063815-19rm65e__5__P05,20260420063815-19rm65e,superidol,5,main,P05,1,12,12,4561,4561,0,1,0,0,1,2.945094256934706,
20260420063815-19rm65e__5__P05,20260420063815-19rm65e,superidol,5,main,P05,2,19,25,8117,9672,1555,7,3,3,4,1.0388079294643384,438.0
20260420063815-19rm65e__5__P05,20260420063815-19rm65e,superidol,5,main,P05,3,37,45,14497,18097,3600,9,4,4,5,0.7363507413101318,1973.0
20260420063815-19rm65e__6__P09,20260420063815-19rm65e,superidol,6,main,P09,1,4,4,3194,3194,0,1,0,0,1,-2.4160678432603193,
20260420063815-19rm65e__6__P09,20260420063815-19rm65e,superidol,6,main,P09,2,13,19,8432,10215,1783,7,3,3,4,0.13260365144914496,414.0
20260420063815-19rm65e__6__P09,20260420063815-19rm65e,superidol,6,main,P09,3,29,33,14968,16029,1061,5,2,2,3,-1.0474747986320745,366.0
20260420063815-19rm65e__6__P09,20260420063815-19rm65e,superidol,6,main,P09,4,51,51,26235,26235,0,1,0,0,1,-3.070335835371115,
20260420063815-19rm65e__6__P09,20260420063815-19rm65e,superidol,6,main,P09,5,57,57,28887,28887,0,1,0,0,1,-0.6000408023324231,
20260420063815-19rm65e__7__P11,20260420063815-19rm65e,superidol,7,main,P11,1,17,19,10023,11794,1771,3,1,1,2,2.798409424552425,477.0
20260420063815-19rm65e__7__P11,20260420063815-19rm65e,superidol,7,main,P11,2,28,36,17952,19373,1421,9,4,4,5,2.1497259701036158,310.0
20260420063815-19rm65e__7__P11,20260420063815-19rm65e,superidol,7,main,P11,3,44,48,21528,22641,1113,5,2,2,3,-1.1148799099063884,527.0
20260420063815-19rm65e__7__P11,20260420063815-19rm65e,superidol,7,main,P11,4,54,54,24679,24679,0,1,0,0,1,1.3360524483729679,
20260420063815-19rm65e__7__P11,20260420063815-19rm65e,superidol,7,main,P11,5,57,57,25634,25634,0,1,0,0,1,-2.9093407217796456,
20260420063815-19rm65e__7__P11,20260420063815-19rm65e,superidol,7,main,P11,6,63,65,28898,30612,1714,3,1,1,2,2.5604574425140734,1022.0
20260420063815-19rm65e__8__P10,20260420063815-19rm65e,superidol,8,main,P10,1,6,6,2208,2208,0,1,0,0,1,-3.619139592604926,
20260420063815-19rm65e__8__P10,20260420063815-19rm65e,superidol,8,main,P10,2,12,12,6361,6361,0,1,0,0,1,0.9540310134581513,
20260420063815-19rm65e__8__P10,20260420063815-19rm65e,superidol,8,main,P10,3,21,27,11365,12780,1415,7,3,3,4,-0.7897635591120614,470.0
20260420063815-19rm65e__8__P10,20260420063815-19rm65e,superidol,8,main,P10,4,37,45,21285,24569,3284,9,4,4,5,1.710331878596313,467.0
20260420063815-19rm65e__8__P10,20260420063815-19rm65e,superidol,8,main,P10,5,47,61,25702,29428,3726,15,7,7,8,1.2407702818802546,435.0
20260420063815-19rm65e__9__P06,20260420063815-19rm65e,superidol,9,main,P06,1,32,32,16426,16426,0,1,0,0,1,4.980089402386604,
20260420063815-19rm65e__11__P07,20260420063815-19rm65e,superidol,11,main,P07,1,10,10,7215,7215,0,1,0,0,1,-1.3783351544784854,
20260420063815-19rm65e__11__P07,20260420063815-19rm65e,superidol,11,main,P07,2,13,15,8305,9337,1032,3,1,1,2,2.3002756928560095,483.0
20260420063815-19rm65e__11__P07,20260420063815-19rm65e,superidol,11,main,P07,3,17,17,11112,11112,0,1,0,0,1,-0.06997774479656327,
20260420063815-19rm65e__11__P07,20260420063815-19rm65e,superidol,11,main,P07,4,20,20,12365,12365,0,1,0,0,1,2.504922082553709,
20260420063815-19rm65e__11__P07,20260420063815-19rm65e,superidol,11,main,P07,5,51,51,31346,31346,0,1,0,0,1,-2.904804492030471,
20260420063815-19rm65e__11__P07,20260420063815-19rm65e,superidol,11,main,P07,6,60,60,34960,34960,0,1,0,0,1,2.398789241651063,
20260420063815-19rm65e__11__P07,20260420063815-19rm65e,superidol,11,main,P07,7,72,72,40134,40134,0,1,0,0,1,-1.636154834622082,
20260420063815-19rm65e__11__P07,20260420063815-19rm65e,superidol,11,main,P07,8,86,86,46107,46107,0,1,0,0,1,-0.3108078994418926,
20260420063815-19rm65e__12__P12,20260420063815-19rm65e,superidol,12,main,P12,1,68,74,35030,36868,1838,7,3,3,4,1.1812885744237478,427.0
20260420063815-19rm65e__12__P12,20260420063815-19rm65e,superidol,12,main,P12,2,128,130,65736,66357,621,3,1,1,2,2.0056696699776375,331.0
20260420063815-19rm65e__13__P14,20260420063815-19rm65e,superidol,13,main,P14,1,130,130,73621,73621,0,1,0,0,1,-2.909434851189597,
20260420063815-19rm65e__13__P14,20260420063815-19rm65e,superidol,13,main,P14,2,139,141,76982,77909,927,3,1,1,2,0.6803005808748231,817.0
20260420063815-19rm65e__13__P14,20260420063815-19rm65e,superidol,13,main,P14,3,145,145,80038,80038,0,1,0,0,1,-2.540514964075719,
20260420063815-19rm65e__14__P13,20260420063815-19rm65e,superidol,14,main,P13,1,10,10,8486,8486,0,1,0,0,1,-0.21839609573816432,
