trial_uid,session_id,participant_code,trial_index,trial_type,prompt_id,error_episode_id,episode_start_event_index,episode_end_event_index,episode_start_time_ms,episode_end_time_ms,episode_duration_ms,episode_event_count,episode_delete_count,episode_recovery_step_count,max_error_suffix_depth,mean_friction,pause_before_first_delete_ms
20260422072537-15iap6f__8__P10,20260422072537-15iap6f,Naenon,8,main,P10,11,86,88,34800,35849,1049,3,1,1,2,5.642595850168614,655.0
20260422072537-15iap6f__8__P10,20260422072537-15iap6f,Naenon,8,main,P10,12,91,91,39750,39750,0,1,0,0,1,1.9452238029548878,
20260422072537-15iap6f__8__P10,20260422072537-15iap6f,Naenon,8,main,P10,13,95,97,41092,41652,560,3,1,1,2,2.8000317415714626,385.0
20260422072537-15iap6f__9__P06,20260422072537-15iap6f,Naenon,9,main,P06,1,1,1,1288,1288,0,1,0,0,1,1.1233600965271144,
20260422072537-15iap6f__9__P06,20260422072537-15iap6f,Naenon,9,main,P06,2,5,9,3035,3768,733,5,2,2,3,0.09694609022593462,215.0
20260422072537-15iap6f__9__P06,20260422072537-15iap6f,Naenon,9,main,P06,3,12,12,4122,4122,0,1,0,0,1,-2.1731641371768102,
20260422072537-15iap6f__9__P06,20260422072537-15iap6f,Naenon,9,main,P06,4,24,24,9668,9668,0,1,0,0,1,-2.5393663513135927,
20260422072537-15iap6f__9__P06,20260422072537-15iap6f,Naenon,9,main,P06,5,36,38,13821,14215,394,3,1,1,2,1.073062973508503,310.0
20260422072537-15iap6f__9__P06,20260422072537-15iap6f,Naenon,9,main,P06,6,68,68,24711,24711,0,1,0,0,1,2.5282693135118723,
20260422072537-15iap6f__10__P08,20260422072537-15iap6f,Naenon,10,main,P08,1,4,6,3067,3521,454,3,1,1,2,-1.247241172705905,407.0
20260422072537-15iap6f__10__P08,20260422072537-15iap6f,Naenon,10,main,P08,2,21,23,7330,7733,403,3,1,1,2,0.22577131572575027,275.0
20260422072537-15iap6f__10__P08,20260422072537-15iap6f,Naenon,10,main,P08,3,29,29,8831,8831,0,1,0,0,1,-2.615809809509342,
20260422072537-15iap6f__10__P08,20260422072537-15iap6f,Naenon,10,main,P08,4,55,55,17302,17302,0,1,0,0,1,-3.6381078053559093,
20260422072537-15iap6f__10__P08,20260422072537-15iap6f,Naenon,10,main,P08,5,61,61,19675,19675,0,1,0,0,1,7.70500333085662,
20260422072537-15iap6f__11__P07,20260422072537-15iap6f,Naenon,11,main,P07,1,8,8,2239,2239,0,1,0,0,1,-3.8492183390702683,
20260422072537-15iap6f__11__P07,20260422072537-15iap6f,Naenon,11,main,P07,2,20,20,6384,6384,0,1,0,0,1,-1.7282565617511505,
20260422072537-15iap6f__11__P07,20260422072537-15iap6f,Naenon,11,main,P07,3,34,36,9688,10186,498,3,1,1,2,-0.8402710570811224,279.0
20260422072537-15iap6f__11__P07,20260422072537-15iap6f,Naenon,11,main,P07,4,38,44,11029,12186,1157,7,3,3,4,0.7035858322815887,242.0
20260422072537-15iap6f__11__P07,20260422072537-15iap6f,Naenon,11,main,P07,5,52,52,15980,15980,0,1,0,0,1,1.2241111244418512,
20260422072537-15iap6f__11__P07,20260422072537-15iap6f,Naenon,11,main,P07,6,59,63,18017,18625,608,5,2,2,3,-1.1172603093300715,321.0
20260422072537-15iap6f__11__P07,20260422072537-15iap6f,Naenon,11,main,P07,7,67,71,19172,20068,896,5,2,2,3,-1.2910584243345402,323.0
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,1,7,7,2007,2007,0,1,0,0,1,6.8708763513833695,
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,2,41,43,12297,12915,618,3,1,1,2,-0.46190528052118135,305.0
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,3,45,45,14031,14031,0,1,0,0,1,-1.1238283502756719,
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,4,48,48,15585,15585,0,1,0,0,1,-2.8562094015543225,
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,5,52,52,16827,16827,0,1,0,0,1,2.8171665168295097,
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,6,61,65,20058,20844,786,5,2,2,3,0.8997842605961056,315.0
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,7,82,84,24790,25288,498,3,1,1,2,3.555166238435838,258.0
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,8,87,87,26034,26034,0,1,0,0,1,7.759224121315398,
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,9,94,98,29456,30390,934,5,2,2,3,0.7895067047485633,478.0
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,10,104,106,32345,32761,416,3,1,1,2,0.8397924654930381,261.0
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,11,122,124,36770,37543,773,3,1,1,2,0.8502257315072784,272.0
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,12,130,130,39296,39296,0,1,0,0,1,-3.2032532335913197,
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,13,136,136,40828,40828,0,1,0,0,1,-3.495441110605535,
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,14,142,142,42802,42802,0,1,0,0,1,-0.2780924564594699,
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,15,146,146,44593,44593,0,1,0,0,1,5.762591678456909,
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,16,160,160,48261,48261,0,1,0,0,1,-0.0670260825654081,
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,17,163,167,48806,49753,947,5,2,2,3,0.6301763162208772,377.0
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,18,174,176,52188,52895,707,3,1,1,2,-0.4121380341916729,450.0
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,19,178,178,53206,53206,0,1,0,0,1,-1.9141724236072197,
20260422072537-15iap6f__12__P12,20260422072537-15iap6f,Naenon,12,main,P12,20,186,188,55823,56167,344,3,1,1,2,-1.8300175379213164,183.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,1,2,6,1259,2024,765,5,2,2,3,-0.9736564011787288,349.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,2,19,21,5815,6401,586,3,1,1,2,-1.1765883986832095,192.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,3,28,30,9692,10018,326,3,1,1,2,0.334618813892118,226.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,4,33,37,10394,11197,803,5,2,2,3,-0.012343310479497082,336.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,5,48,50,13322,13863,541,3,1,1,2,2.038450134172884,209.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,6,58,62,15685,16464,779,5,2,2,3,-0.804226790201852,218.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,7,64,66,17348,17924,576,3,1,1,2,-0.6988680367877826,372.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,8,72,74,20423,20991,568,3,1,1,2,-1.2285219678700217,281.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,9,100,102,25996,26481,485,3,1,1,2,-0.7041941339040236,275.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,10,113,113,29756,29756,0,1,0,0,1,1.7819718597553056,
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,11,116,120,30395,31102,707,5,2,2,3,2.4668798505142364,297.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,12,122,124,31404,31848,444,3,1,1,2,3.205427144175497,207.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,13,127,131,32918,33620,702,5,2,2,3,1.0146704406734979,234.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,14,151,151,38872,38872,0,1,0,0,1,-2.5703572753620496,
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,15,155,155,40311,40311,0,1,0,0,1,2.3333894851758545,
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,16,159,161,42983,43467,484,3,1,1,2,0.5232204986247546,214.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,17,168,172,45453,46220,767,5,2,2,3,-0.039797170439623386,171.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,18,179,181,50029,51060,1031,3,1,1,2,2.827334711595158,392.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,19,183,183,51846,51846,0,1,0,0,1,1.1325372867331371,
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,20,185,185,52589,52589,0,1,0,0,1,0.3007053870519405,
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,21,189,193,54576,55259,683,5,2,2,3,-0.894121460037342,294.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,22,204,204,57850,57850,0,1,0,0,1,4.075386245964417,
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,23,213,215,60070,60602,532,3,1,1,2,0.3721643846366174,239.0
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,24,217,217,61131,61131,0,1,0,0,1,5.212638822904154,
20260422072537-15iap6f__13__P14,20260422072537-15iap6f,Naenon,13,main,P14,25,225,229,63520,64326,806,5,2,2,3,1.16222811372015,308.0
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,1,5,5,2633,2633,0,1,0,0,1,-2.633028018108052,
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,2,19,19,9041,9041,0,1,0,0,1,2.1747042485970316,
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,3,22,22,11988,11988,0,1,0,0,1,-5.238731727286393,
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,4,24,26,12388,12911,523,3,1,1,2,-0.4953349567154241,224.0
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,5,34,36,14815,15910,1095,3,1,1,2,-0.11746558169098502,870.0
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,6,47,49,18541,19394,853,3,1,1,2,-0.7309121519044256,244.0
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,7,55,55,21087,21087,0,1,0,0,1,-2.924313813306743,
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,8,60,62,22569,23041,472,3,1,1,2,-0.12054334525364079,360.0
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,9,64,66,23764,24074,310,3,1,1,2,-0.17752296850037608,222.0
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,10,72,74,25216,25825,609,3,1,1,2,-1.6874726521425532,276.0
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,11,88,90,30022,30614,592,3,1,1,2,1.7571146909479847,211.0
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,12,92,98,32365,33563,1198,7,3,3,3,0.660950571769715,184.0
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,13,110,110,38365,38365,0,1,0,0,1,-0.8244687890914821,
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,14,116,120,39893,40475,582,5,2,2,3,-0.052854435071218585,242.0
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,15,122,124,40763,41336,573,3,1,1,2,0.0664797591732234,476.0
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,16,137,137,44553,44553,0,1,0,0,1,-1.0771986987435302,
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,17,142,146,45659,46472,813,5,2,2,3,0.929384407118919,241.0
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,18,155,157,48535,48989,454,3,1,1,2,-1.2515394101747555,300.0
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,19,171,171,52634,52634,0,1,0,0,1,-4.149062686880268,
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,20,174,174,53211,53211,0,1,0,0,1,2.286999357853501,
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,21,188,188,56379,56379,0,1,0,0,1,-1.9333354172756314,
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,22,192,194,57545,58264,719,3,1,1,2,-0.4664618306693385,409.0
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,23,209,209,61971,61971,0,1,0,0,1,-4.177903231967825,
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,24,211,211,62708,62708,0,1,0,0,1,-3.179960883623809,
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,25,217,219,64306,64944,638,3,1,1,2,-0.12609732509800006,394.0
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,26,223,227,66344,67094,750,5,2,2,3,2.680135861798881,195.0
20260422072537-15iap6f__14__P13,20260422072537-15iap6f,Naenon,14,main,P13,27,231,235,67694,68377,683,5,2,2,2,-1.1459846319572295,265.0
20260422072716-gd04si__0__PRACTICE,20260422072716-gd04si,เจ,0,practice,PRACTICE,1,7,9,1861,2353,492,3,1,1,2,-0.36250999200355066,240.0
20260422072716-gd04si__0__PRACTICE,20260422072716-gd04si,เจ,0,practice,PRACTICE,2,22,24,5099,5595,496,3,1,1,2,-0.3760445576120775,389.0
20260422072716-gd04si__0__PRACTICE,20260422072716-gd04si,เจ,0,practice,PRACTICE,3,30,30,7017,7017,0,1,0,0,1,4.041249891730337,
20260422072716-gd04si__2__P02,20260422072716-gd04si,เจ,2,main,P02,1,3,3,1196,1196,0,1,0,0,1,-1.180569743211178,
20260422072716-gd04si__2__P02,20260422072716-gd04si,เจ,2,main,P02,2,7,7,2256,2256,0,1,0,0,1,-3.3756420947977497,
20260422072716-gd04si__2__P02,20260422072716-gd04si,เจ,2,main,P02,3,19,21,4052,4559,507,3,1,1,2,-1.5352938868882549,294.0
20260422072716-gd04si__3__P04,20260422072716-gd04si,เจ,3,main,P04,1,17,19,3826,4604,778,3,1,1,2,-0.47254517192195894,510.0
20260422072716-gd04si__3__P04,20260422072716-gd04si,เจ,3,main,P04,2,27,29,6315,6924,609,3,1,1,2,1.8444618493216467,206.0
20260422072716-gd04si__3__P04,20260422072716-gd04si,เจ,3,main,P04,3,36,38,8048,8569,521,3,1,1,2,-0.565211079303542,295.0
20260422072716-gd04si__3__P04,20260422072716-gd04si,เจ,3,main,P04,4,41,45,8992,9594,602,5,2,2,3,1.0775973924218019,344.0
20260422072716-gd04si__4__P03,20260422072716-gd04si,เจ,4,main,P03,1,3,5,981,1542,561,3,1,1,2,-0.3536527375793401,244.0
20260422072716-gd04si__4__P03,20260422072716-gd04si,เจ,4,main,P03,2,8,10,1992,2497,505,3,1,1,2,-1.5025197486657478,347.0
20260422072716-gd04si__4__P03,20260422072716-gd04si,เจ,4,main,P03,3,30,36,6717,7405,688,7,3,3,4,0.021949879474597873,195.0
20260422072716-gd04si__5__P05,20260422072716-gd04si,เจ,5,main,P05,1,5,13,872,2201,1329,9,4,4,3,-0.4281432992689129,186.0
20260422072716-gd04si__5__P05,20260422072716-gd04si,เจ,5,main,P05,2,32,36,5067,5729,662,5,2,2,3,5.104420268982537,362.0
20260422072716-gd04si__5__P05,20260422072716-gd04si,เจ,5,main,P05,3,38,40,5945,6442,497,3,1,1,2,6.377174693752891,336.0
20260422072716-gd04si__5__P05,20260422072716-gd04si,เจ,5,main,P05,4,43,43,6702,6702,0,1,0,0,1,11.065032047750764,
20260422072716-gd04si__5__P05,20260422072716-gd04si,เจ,5,main,P05,5,49,49,7709,7709,0,1,0,0,1,-5.448580968221894,
20260422072716-gd04si__5__P05,20260422072716-gd04si,เจ,5,main,P05,6,52,54,8563,9133,570,3,1,1,2,4.863740712006834,384.0
20260422072716-gd04si__5__P05,20260422072716-gd04si,เจ,5,main,P05,7,63,65,11545,11981,436,3,1,1,2,-1.5927842637575125,413.0
20260422072716-gd04si__6__P09,20260422072716-gd04si,เจ,6,main,P09,1,46,48,10106,10665,559,3,1,1,2,-2.539622798421704,554.0
20260422072716-gd04si__7__P11,20260422072716-gd04si,เจ,7,main,P11,1,1,3,524,933,409,3,1,1,2,0.5050450392708322,262.0
20260422072716-gd04si__7__P11,20260422072716-gd04si,เจ,7,main,P11,2,18,18,3280,3280,0,1,0,0,1,0.2853965318581655,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,1,8,10,2521,3047,526,3,1,1,2,0.37481883222740703,193.0
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,2,18,18,4938,4938,0,1,0,0,1,-8.0550637968767,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,3,26,26,7414,7414,0,1,0,0,1,1.5119609114890173,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,4,29,31,8505,9159,654,3,1,1,2,1.9213947405399032,315.0
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,5,33,33,9512,9512,0,1,0,0,1,0.14866135938855862,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,6,35,37,10123,10534,411,3,1,1,2,1.4490044610185366,402.0
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,7,39,39,10968,10968,0,1,0,0,1,3.6778908018363357,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,8,41,41,11534,11534,0,1,0,0,1,3.4528388157193275,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,9,43,43,12039,12039,0,1,0,0,1,0.7801865658261671,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,10,45,45,12392,12392,0,1,0,0,1,3.8459296211625107,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,11,60,64,19129,19752,623,5,2,2,3,0.4465973396106787,215.0
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,12,69,71,20436,20919,483,3,1,1,2,-2.5937765816903204,318.0
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,13,76,76,22597,22597,0,1,0,0,1,0.884141204953204,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,14,78,78,23123,23123,0,1,0,0,1,0.803088921788089,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,15,80,80,23695,23695,0,1,0,0,1,-1.6500506914441337,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,16,83,83,24932,24932,0,1,0,0,1,12.074727851779855,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,17,85,85,25438,25438,0,1,0,0,1,10.58711369809537,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,18,87,87,26034,26034,0,1,0,0,1,12.007117201728974,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,19,89,89,26557,26557,0,1,0,0,1,13.355531195833187,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,20,91,91,27206,27206,0,1,0,0,1,11.733930312167288,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,21,98,98,36786,36786,0,1,0,0,1,-4.068345715472687,
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,22,101,101,37581,37581,0,1,0,0,1,-4.030037873962153,
20260422072716-gd04si__9__P06,20260422072716-gd04si,เจ,9,main,P06,1,1,3,784,1171,387,3,1,1,2,0.6466361355983712,213.0
20260422072716-gd04si__9__P06,20260422072716-gd04si,เจ,9,main,P06,2,15,15,2788,2788,0,1,0,0,1,0.7095783734858836,
20260422072716-gd04si__9__P06,20260422072716-gd04si,เจ,9,main,P06,3,17,21,3255,4344,1089,5,2,2,3,1.8574122245535036,335.0
20260422072716-gd04si__9__P06,20260422072716-gd04si,เจ,9,main,P06,4,33,37,7722,8361,639,5,2,2,3,-2.211304681096567,341.0
20260422072716-gd04si__9__P06,20260422072716-gd04si,เจ,9,main,P06,5,52,52,11202,11202,0,1,0,0,1,2.0530928289839587,
20260422072716-gd04si__9__P06,20260422072716-gd04si,เจ,9,main,P06,6,55,55,12178,12178,0,1,0,0,1,5.440353822677153,
20260422072716-gd04si__9__P06,20260422072716-gd04si,เจ,9,main,P06,7,65,65,14811,14811,0,1,0,0,1,-3.389888048408612,
20260422072716-gd04si__9__P06,20260422072716-gd04si,เจ,9,main,P06,8,69,73,15894,16535,641,5,2,2,3,2.25152485776844,206.0
20260422072716-gd04si__9__P06,20260422072716-gd04si,เจ,9,main,P06,9,79,81,17340,17723,383,3,1,1,2,3.5252103584586485,272.0
20260422072716-gd04si__9__P06,20260422072716-gd04si,เจ,9,main,P06,10,88,90,18425,18841,416,3,1,1,2,-0.6438477010016105,330.0
20260422072716-gd04si__10__P08,20260422072716-gd04si,เจ,10,main,P08,1,1,1,1074,1074,0,1,0,0,1,9.142164453113642,
20260422072716-gd04si__10__P08,20260422072716-gd04si,เจ,10,main,P08,2,20,20,4039,4039,0,1,0,0,1,-3.5961528659985746,
20260422072716-gd04si__10__P08,20260422072716-gd04si,เจ,10,main,P08,3,26,30,5039,5658,619,5,2,2,3,-0.6528409351604397,238.0
20260422072716-gd04si__10__P08,20260422072716-gd04si,เจ,10,main,P08,4,36,38,6375,6896,521,3,1,1,2,0.32781545123168604,218.0
20260422072716-gd04si__10__P08,20260422072716-gd04si,เจ,10,main,P08,5,40,48,7173,7932,759,9,4,4,5,-0.042838626529115555,179.0
20260422072716-gd04si__10__P08,20260422072716-gd04si,เจ,10,main,P08,6,50,50,8285,8285,0,1,0,0,1,-1.0825011303405603,
20260422072716-gd04si__10__P08,20260422072716-gd04si,เจ,10,main,P08,7,64,64,10945,10945,0,1,0,0,1,3.3799710799997893,
20260422072716-gd04si__10__P08,20260422072716-gd04si,เจ,10,main,P08,8,75,75,13387,13387,0,1,0,0,1,0.158951834481026,
20260422072716-gd04si__10__P08,20260422072716-gd04si,เจ,10,main,P08,9,78,80,13953,14545,592,3,1,1,2,-0.22208311480685397,239.0
20260422072716-gd04si__10__P08,20260422072716-gd04si,เจ,10,main,P08,10,82,82,14921,14921,0,1,0,0,1,3.0248075098628333,
20260422072716-gd04si__10__P08,20260422072716-gd04si,เจ,10,main,P08,11,84,88,15532,16235,703,5,2,2,3,-0.38414282087804685,219.0
20260422072716-gd04si__10__P08,20260422072716-gd04si,เจ,10,main,P08,12,90,92,16521,17084,563,3,1,1,2,1.3505412913447195,275.0
20260422072716-gd04si__10__P08,20260422072716-gd04si,เจ,10,main,P08,13,94,98,17271,17946,675,5,2,2,3,0.1348150202072413,222.0
20260422072716-gd04si__10__P08,20260422072716-gd04si,เจ,10,main,P08,14,102,102,18908,18908,0,1,0,0,1,-1.4651108011185716,
20260422072716-gd04si__10__P08,20260422072716-gd04si,เจ,10,main,P08,15,105,111,19741,20630,889,7,3,3,4,0.5026458720452495,282.0
20260422072716-gd04si__11__P07,20260422072716-gd04si,เจ,11,main,P07,1,17,21,4343,5107,764,5,2,2,3,-0.52747005680421,249.0
20260422072716-gd04si__11__P07,20260422072716-gd04si,เจ,11,main,P07,2,23,23,5535,5535,0,1,0,0,1,0.47457390984133146,
20260422072716-gd04si__11__P07,20260422072716-gd04si,เจ,11,main,P07,3,25,27,6302,6884,582,3,1,1,2,-0.5486514235290859,218.0
20260422072716-gd04si__11__P07,20260422072716-gd04si,เจ,11,main,P07,4,30,32,7519,7997,478,3,1,1,2,-0.1940232439165104,146.0
20260422072716-gd04si__11__P07,20260422072716-gd04si,เจ,11,main,P07,5,39,39,10020,10020,0,1,0,0,1,-0.2004005651724462,
20260422072716-gd04si__12__P12,20260422072716-gd04si,เจ,12,main,P12,1,43,45,8161,8756,595,3,1,1,2,0.11746064800865656,364.0
20260422072716-gd04si__12__P12,20260422072716-gd04si,เจ,12,main,P12,2,51,51,10159,10159,0,1,0,0,1,5.185075369538776,
20260422072716-gd04si__12__P12,20260422072716-gd04si,เจ,12,main,P12,3,76,80,15404,16272,868,5,2,2,3,0.4617285996608869,460.0
20260422072716-gd04si__12__P12,20260422072716-gd04si,เจ,12,main,P12,4,84,84,17242,17242,0,1,0,0,1,3.9101916874684286,
20260422072716-gd04si__12__P12,20260422072716-gd04si,เจ,12,main,P12,5,87,89,17931,18459,528,3,1,1,2,0.3949142425779603,226.0
20260422072716-gd04si__12__P12,20260422072716-gd04si,เจ,12,main,P12,6,111,113,21765,22027,262,3,1,1,2,3.258338692430776,152.0
20260422072716-gd04si__12__P12,20260422072716-gd04si,เจ,12,main,P12,7,146,150,27843,28498,655,5,2,2,3,0.8239420576082542,357.0
20260422072716-gd04si__12__P12,20260422072716-gd04si,เจ,12,main,P12,8,155,159,29585,30151,566,5,2,2,3,3.922079521872927,231.0
20260422072716-gd04si__12__P12,20260422072716-gd04si,เจ,12,main,P12,9,164,170,30922,31713,791,7,3,3,4,-0.7430850687272386,258.0
20260422072716-gd04si__13__P14,20260422072716-gd04si,เจ,13,main,P14,1,2,4,1326,1858,532,3,1,1,2,-0.12520040796444334,385.0
20260422072716-gd04si__13__P14,20260422072716-gd04si,เจ,13,main,P14,2,19,19,4819,4819,0,1,0,0,1,-1.568593811299351,
20260422072716-gd04si__13__P14,20260422072716-gd04si,เจ,13,main,P14,3,21,23,5508,6055,547,3,1,1,2,0.26359877510788426,296.0
20260422072716-gd04si__13__P14,20260422072716-gd04si,เจ,13,main,P14,4,28,28,7849,7849,0,1,0,0,1,0.70491331159244,
20260422072716-gd04si__13__P14,20260422072716-gd04si,เจ,13,main,P14,5,50,50,11376,11376,0,1,0,0,1,-3.626196911544452,
20260422072716-gd04si__13__P14,20260422072716-gd04si,เจ,13,main,P14,6,53,53,11926,11926,0,1,0,0,1,-0.4780492338149841,
20260422072716-gd04si__13__P14,20260422072716-gd04si,เจ,13,main,P14,7,73,73,15451,15451,0,1,0,0,1,0.5283002379416746,
20260422072716-gd04si__13__P14,20260422072716-gd04si,เจ,13,main,P14,8,84,86,17574,17986,412,3,1,1,2,-0.7435155001905381,276.0
20260422072716-gd04si__13__P14,20260422072716-gd04si,เจ,13,main,P14,9,100,100,20497,20497,0,1,0,0,1,-0.07066911408643362,
20260422072716-gd04si__13__P14,20260422072716-gd04si,เจ,13,main,P14,10,118,118,24671,24671,0,1,0,0,1,-3.053041913522512,
20260422072716-gd04si__13__P14,20260422072716-gd04si,เจ,13,main,P14,11,127,127,27044,27044,0,1,0,0,1,-1.0268085046573576,
