trial_uid,session_id,participant_code,trial_index,trial_type,prompt_id,prompt_position,prompt_position_1based,time_to_first_correct_ms,time_to_stability_ms,revisions,wrong_first
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,44,45,16793,16793,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,45,46,17077,17077,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,46,47,17327,17327,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,47,48,17817,17817,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,48,49,17909,17909,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,49,50,18193,18193,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,50,51,18365,18365,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,51,52,18639,18639,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,52,53,19416,19416,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,53,54,19582,19582,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,54,55,19791,19791,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,55,56,20060,20060,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,56,57,20204,20204,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,57,58,20340,20340,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,58,59,21317,21317,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,59,60,21461,21461,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,60,61,21654,21654,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,61,62,21914,21914,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,62,63,22128,22128,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,63,64,22404,22404,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,64,65,22632,22632,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,65,66,22795,22795,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,66,67,22970,22970,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,67,68,23269,23269,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,68,69,23667,23667,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,69,70,23819,23819,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,70,71,23974,23974,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,71,72,24502,24502,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,72,73,24599,24599,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,73,74,24773,24773,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,74,75,25757,25757,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,75,76,25956,25956,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,76,77,26227,26227,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,77,78,26371,26371,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,78,79,26515,26515,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,79,80,28567,28567,0,1
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,80,81,28824,28824,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,81,82,29090,29090,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,82,83,29328,29328,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,83,84,29605,29605,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,84,85,30193,30193,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,85,86,30630,30630,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,86,87,30859,30859,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,87,88,31081,31081,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,88,89,31206,31206,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,89,90,31481,31481,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,90,91,31697,31697,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,91,92,31893,31893,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,92,93,32083,32083,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,93,94,32281,32281,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,94,95,34556,34556,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,95,96,34731,34731,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,96,97,34938,34938,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,97,98,35215,35215,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,98,99,35481,35481,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,99,100,35790,35790,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,100,101,35967,35967,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,101,102,36188,36188,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,102,103,36404,36404,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,103,104,37120,37120,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,104,105,37361,37361,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,105,106,37563,37563,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,106,107,37729,37729,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,107,108,37825,37825,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,108,109,39576,39576,0,1
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,109,110,39797,39797,0,1
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,110,111,40025,40025,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,111,112,41504,41504,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,112,113,41750,41750,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,113,114,41842,41842,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,114,115,42017,42017,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,115,116,43203,43203,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,116,117,43396,43396,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,117,118,43928,43928,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,118,119,44387,44387,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,119,120,44975,44975,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,120,121,45193,45193,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,121,122,45320,45320,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,122,123,45945,45945,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,123,124,46188,46188,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,124,125,46716,46716,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,125,126,46947,46947,0,0
20260420151441-b4zwmo__12__P12,20260420151441-b4zwmo,Mick,12,main,P12,126,127,47188,47188,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,0,1,2296,2296,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,1,2,2480,2480,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,2,3,2598,2598,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,3,4,2711,2711,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,4,5,3028,3028,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,5,6,3146,3146,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,6,7,3363,3363,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,7,8,3826,3826,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,8,9,4300,4300,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,9,10,5464,5464,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,10,11,5729,5729,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,11,12,6704,6704,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,12,13,7064,7064,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,13,14,7982,7982,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,14,15,9848,9848,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,15,16,13749,13749,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,16,17,13986,13986,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,17,18,14563,14563,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,18,19,15144,15144,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,19,20,15392,15392,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,20,21,15530,15530,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,21,22,15681,15681,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,22,23,15767,15767,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,23,24,15950,15950,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,24,25,16556,16556,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,25,26,16696,16696,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,26,27,16848,16848,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,27,28,17078,17078,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,28,29,17300,17300,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,29,30,17487,17487,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,30,31,17637,17637,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,31,32,17789,17789,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,32,33,17994,17994,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,33,34,18167,18167,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,34,35,18475,18475,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,35,36,19393,19393,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,36,37,19577,19577,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,37,38,19867,19867,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,38,39,20030,20030,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,39,40,20242,20242,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,40,41,20514,20514,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,41,42,20647,20647,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,42,43,20812,20812,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,43,44,20910,20910,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,44,45,21082,21082,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,45,46,21260,21260,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,46,47,21377,21377,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,47,48,22108,22108,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,48,49,22237,22237,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,49,50,22444,22444,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,50,51,22588,22588,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,51,52,22710,22710,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,52,53,22894,22894,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,53,54,23178,23178,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,54,55,23292,23292,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,55,56,23433,23433,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,56,57,23595,23595,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,57,58,23717,23717,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,58,59,23875,23875,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,59,60,24322,24322,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,60,61,24452,24452,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,61,62,25456,25456,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,62,63,25860,25860,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,63,64,26418,26418,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,64,65,26548,26548,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,65,66,27021,27021,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,66,67,27919,27919,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,67,68,28078,28078,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,68,69,28285,28285,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,69,70,28406,28406,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,70,71,28595,28595,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,71,72,28772,28772,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,72,73,29796,29796,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,73,74,29917,29917,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,74,75,30238,30238,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,75,76,30650,30650,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,76,77,30748,30748,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,77,78,30941,30941,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,78,79,31194,31194,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,79,80,31412,31412,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,80,81,32164,32164,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,81,82,32272,32272,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,82,83,32470,32470,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,83,84,32556,32556,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,84,85,33411,33411,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,85,86,33772,33772,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,86,87,34313,34313,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,87,88,34539,34539,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,88,89,34711,34711,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,89,90,35098,35098,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,90,91,35376,35376,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,91,92,35713,35713,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,92,93,36106,36106,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,93,94,36358,36358,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,94,95,37270,37270,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,95,96,37413,37413,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,96,97,37634,37634,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,97,98,37850,37850,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,98,99,38041,38041,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,99,100,38379,38379,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,100,101,39474,39474,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,101,102,39834,39834,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,102,103,41162,41162,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,103,104,41360,41360,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,104,105,41763,41763,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,105,106,41871,41871,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,106,107,41940,41940,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,107,108,42467,42467,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,108,109,45060,45060,0,1
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,109,110,45561,45561,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,110,111,45810,45810,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,111,112,46149,49793,1,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,112,113,50156,50156,0,1
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,113,114,50408,50408,0,1
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,114,115,50652,50652,0,1
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,115,116,50865,50865,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,116,117,51266,51266,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,117,118,51427,51427,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,118,119,51624,51624,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,119,120,52733,52733,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,120,121,52873,52873,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,121,122,52966,52966,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,122,123,53379,53379,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,123,124,53638,53638,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,124,125,53857,53857,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,125,126,54941,54941,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,126,127,55126,55126,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,127,128,55326,55326,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,128,129,55461,55461,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,129,130,55661,55661,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,130,131,55893,55893,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,131,132,56085,56085,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,132,133,56443,56443,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,133,134,56596,56596,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,134,135,56764,56764,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,135,136,56966,56966,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,136,137,57118,57118,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,137,138,57373,57373,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,138,139,57568,57568,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,139,140,57997,57997,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,140,141,58486,58486,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,141,142,58745,58745,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,142,143,58918,58918,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,143,144,59146,59146,0,0
20260420151441-b4zwmo__13__P14,20260420151441-b4zwmo,Mick,13,main,P14,144,145,59369,59369,0,0
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,0,1,2506,2506,0,0
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,1,2,2658,2658,0,0
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,2,3,2931,2931,0,0
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,3,4,4450,4450,0,0
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,4,5,5054,5054,0,0
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,5,6,5617,5617,0,0
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,6,7,6387,6387,0,0
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,7,8,6857,6857,0,0
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,8,9,7103,7103,0,0
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,9,10,7228,7228,0,0
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,10,11,7376,7376,0,0
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,11,12,9273,9273,0,1
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,12,13,9706,9706,0,1
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,13,14,9789,9789,0,0
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,14,15,10718,10718,0,0
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,15,16,14392,14392,0,1
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,16,17,14683,14683,0,1
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,17,18,14920,14920,0,1
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,18,19,15123,15123,0,1
20260420151441-b4zwmo__14__P13,20260420151441-b4zwmo,Mick,14,main,P13,19,20,15286,15286,0,0
