window_id,trial_uid,participant_code,prompt_id,error_episode_id,window_start_event_index,window_end_event_index,window_length,episode_duration_ms,episode_delete_count,episode_recovery_step_count,max_error_suffix_depth,mean_friction,pause_before_first_delete_ms,heuristic_recovery_style,prompt_family
20260422124629-1ue1i6s__8__P10__E012,20260422124629-1ue1i6s__8__P10,M,P10,12,65,73,9,300,1,1,2,-0.192136685529239,271.0,immediate_repair,thai_numerals
20260422124629-1ue1i6s__8__P10__E013,20260422124629-1ue1i6s__8__P10,M,P10,13,71,81,11,1304,2,2,2,0.3509654419439554,295.0,immediate_repair,thai_numerals
20260422124629-1ue1i6s__8__P10__E014,20260422124629-1ue1i6s__8__P10,M,P10,14,81,89,9,586,1,1,2,0.1117586046181587,568.0,pause_then_delete,thai_numerals
20260422124629-1ue1i6s__8__P10__E015,20260422124629-1ue1i6s__8__P10,M,P10,15,85,91,7,0,0,0,1,0.0154260558639049,,other_or_shallow_episode,thai_numerals
20260422124629-1ue1i6s__8__P10__E016,20260422124629-1ue1i6s__8__P10,M,P10,16,87,93,7,0,0,0,1,0.4394415572696458,,other_or_shallow_episode,thai_numerals
20260422124629-1ue1i6s__8__P10__E017,20260422124629-1ue1i6s__8__P10,M,P10,17,89,95,7,0,0,0,1,-0.0326485063144516,,other_or_shallow_episode,thai_numerals
20260422124629-1ue1i6s__8__P10__E018,20260422124629-1ue1i6s__8__P10,M,P10,18,91,97,7,0,0,0,1,0.0346545357869355,,other_or_shallow_episode,thai_numerals
20260422124629-1ue1i6s__8__P10__E019,20260422124629-1ue1i6s__8__P10,M,P10,19,94,100,7,0,0,0,1,0.4478465817020543,,other_or_shallow_episode,thai_numerals
20260422124629-1ue1i6s__8__P10__E020,20260422124629-1ue1i6s__8__P10,M,P10,20,96,102,7,0,0,0,1,-0.1572615516276276,,other_or_shallow_episode,thai_numerals
20260422124629-1ue1i6s__8__P10__E021,20260422124629-1ue1i6s__8__P10,M,P10,21,98,104,7,0,0,0,1,-0.1025984711750522,,other_or_shallow_episode,thai_numerals
20260422124629-1ue1i6s__8__P10__E022,20260422124629-1ue1i6s__8__P10,M,P10,22,100,108,9,599,1,1,2,0.0518353860185082,180.0,immediate_repair,thai_numerals
20260422124629-1ue1i6s__8__P10__E023,20260422124629-1ue1i6s__8__P10,M,P10,23,104,110,7,0,0,0,1,-0.0151886783458723,,other_or_shallow_episode,thai_numerals
20260422124629-1ue1i6s__8__P10__E024,20260422124629-1ue1i6s__8__P10,M,P10,24,106,112,7,0,0,0,1,-0.253542573210144,,other_or_shallow_episode,thai_numerals
20260422124629-1ue1i6s__8__P10__E025,20260422124629-1ue1i6s__8__P10,M,P10,25,108,114,7,0,0,0,1,-0.1527402654219942,,other_or_shallow_episode,thai_numerals
20260422124629-1ue1i6s__8__P10__E026,20260422124629-1ue1i6s__8__P10,M,P10,26,110,116,7,0,0,0,1,-0.0151886783458723,,other_or_shallow_episode,thai_numerals
20260422124629-1ue1i6s__8__P10__E027,20260422124629-1ue1i6s__8__P10,M,P10,27,112,118,7,0,0,0,1,-0.0244101268377944,,other_or_shallow_episode,thai_numerals
20260422124629-1ue1i6s__9__P06__E001,20260422124629-1ue1i6s__9__P06,M,P06,1,1,7,7,0,0,0,1,-0.2813955981836755,,other_or_shallow_episode,mixed_symbols_identification
20260422124629-1ue1i6s__9__P06__E002,20260422124629-1ue1i6s__9__P06,M,P06,2,10,16,7,0,0,0,1,-0.0532161548880818,,other_or_shallow_episode,mixed_symbols_identification
20260422124629-1ue1i6s__9__P06__E003,20260422124629-1ue1i6s__9__P06,M,P06,3,13,23,11,2492,2,2,3,0.4828938329399762,892.0,deep_overshoot_then_recovery,mixed_symbols_identification
20260422124629-1ue1i6s__9__P06__E004,20260422124629-1ue1i6s__9__P06,M,P06,4,39,45,7,0,0,0,1,-0.4747331685104634,,other_or_shallow_episode,mixed_symbols_identification
20260422124629-1ue1i6s__9__P06__E005,20260422124629-1ue1i6s__9__P06,M,P06,5,50,56,7,0,0,0,1,0.2575468044013294,,other_or_shallow_episode,mixed_symbols_identification
20260422124629-1ue1i6s__9__P06__E006,20260422124629-1ue1i6s__9__P06,M,P06,6,60,68,9,585,1,1,2,0.1556791410345642,389.0,other_or_shallow_episode,mixed_symbols_identification
20260422124629-1ue1i6s__9__P06__E007,20260422124629-1ue1i6s__9__P06,M,P06,7,66,74,9,815,1,1,2,0.0904492987555312,686.0,pause_then_delete,mixed_symbols_identification
20260422125452-imwczl__10__P08__E001,20260422125452-imwczl__10__P08,Ja,P08,1,1,6,6,0,0,0,1,0.2744531943024619,,other_or_shallow_episode,formal_lexical_difficulty
20260422125452-imwczl__10__P08__E002,20260422125452-imwczl__10__P08,Ja,P08,2,15,21,7,0,0,0,1,-0.1225005432211224,,other_or_shallow_episode,formal_lexical_difficulty
20260422125452-imwczl__10__P08__E003,20260422125452-imwczl__10__P08,Ja,P08,3,40,46,7,0,0,0,1,0.1409142775144774,,other_or_shallow_episode,formal_lexical_difficulty
20260422125452-imwczl__11__P07__E001,20260422125452-imwczl__11__P07,Ja,P07,1,7,13,7,0,0,0,1,0.2541280419386377,,other_or_shallow_episode,formal_educational
20260422125452-imwczl__11__P07__E002,20260422125452-imwczl__11__P07,Ja,P07,2,27,33,7,0,0,0,1,0.1074701685099361,,other_or_shallow_episode,formal_educational
20260422125452-imwczl__11__P07__E003,20260422125452-imwczl__11__P07,Ja,P07,3,32,38,7,0,0,0,1,-0.0487197390020571,,other_or_shallow_episode,formal_educational
20260422125452-imwczl__12__P12__E001,20260422125452-imwczl__12__P12,Ja,P12,1,6,12,7,0,0,0,1,0.2202033418047772,,other_or_shallow_episode,long_familiar_expository
20260422125452-imwczl__13__P14__E001,20260422125452-imwczl__13__P14,Ja,P14,1,138,144,7,0,0,0,1,0.27460663716254,,other_or_shallow_episode,long_mixed_difficulty
20260422125452-imwczl__14__P13__E001,20260422125452-imwczl__14__P13,Ja,P13,1,18,24,7,0,0,0,1,0.1175646745812067,,other_or_shallow_episode,long_formal_bureaucratic
20260422125452-imwczl__14__P13__E002,20260422125452-imwczl__14__P13,Ja,P13,2,22,28,7,0,0,0,1,0.0948284830668619,,other_or_shallow_episode,long_formal_bureaucratic
20260422125452-imwczl__14__P13__E003,20260422125452-imwczl__14__P13,Ja,P13,3,29,35,7,0,0,0,1,-0.0399780545014485,,other_or_shallow_episode,long_formal_bureaucratic
20260422125452-imwczl__14__P13__E004,20260422125452-imwczl__14__P13,Ja,P13,4,105,111,7,0,0,0,1,0.1175646745812067,,other_or_shallow_episode,long_formal_bureaucratic
20260422125452-imwczl__14__P13__E005,20260422125452-imwczl__14__P13,Ja,P13,5,149,159,11,855,2,2,3,0.0143450665782062,553.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260422125452-imwczl__14__P13__E006,20260422125452-imwczl__14__P13,Ja,P13,6,155,165,11,1840,2,2,3,0.4506638889279911,1137.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260422125452-imwczl__1__P01__E001,20260422125452-imwczl__1__P01,Ja,P01,1,4,10,7,0,0,0,1,-0.1020128888741189,,other_or_shallow_episode,familiar_baseline
20260422125452-imwczl__4__P03__E001,20260422125452-imwczl__4__P03,Ja,P03,1,20,26,7,0,0,0,1,0.6192448170698901,,other_or_shallow_episode,formal_register
20260422125452-imwczl__4__P03__E002,20260422125452-imwczl__4__P03,Ja,P03,2,28,34,7,0,0,0,1,-0.1081874066945936,,other_or_shallow_episode,formal_register
20260422125452-imwczl__6__P09__E001,20260422125452-imwczl__6__P09,Ja,P09,1,2,8,7,0,0,0,1,0.4667789484006792,,other_or_shallow_episode,arabic_numerals
20260422125452-imwczl__6__P09__E002,20260422125452-imwczl__6__P09,Ja,P09,2,39,47,9,1281,1,1,2,0.4103335872015492,1062.0,pause_then_delete,arabic_numerals
20260422125452-imwczl__7__P11__E001,20260422125452-imwczl__7__P11,Ja,P11,1,19,25,7,0,0,0,1,0.0469704604493727,,other_or_shallow_episode,rhythmic_repetition
20260422125452-imwczl__7__P11__E002,20260422125452-imwczl__7__P11,Ja,P11,2,27,33,7,0,0,0,1,0.142857282711777,,other_or_shallow_episode,rhythmic_repetition
20260422125452-imwczl__8__P10__E001,20260422125452-imwczl__8__P10,Ja,P10,1,38,44,7,0,0,0,1,1.102843807625713,,other_or_shallow_episode,thai_numerals
20260422125452-imwczl__9__P06__E001,20260422125452-imwczl__9__P06,Ja,P06,1,8,14,7,0,0,0,1,0.9502590946272608,,other_or_shallow_episode,mixed_symbols_identification
20260422125452-imwczl__9__P06__E002,20260422125452-imwczl__9__P06,Ja,P06,2,11,17,7,0,0,0,1,0.7684744711961808,,other_or_shallow_episode,mixed_symbols_identification
20260422125452-imwczl__9__P06__E003,20260422125452-imwczl__9__P06,Ja,P06,3,33,39,7,0,0,0,1,0.827953640562771,,other_or_shallow_episode,mixed_symbols_identification
20260422125452-imwczl__9__P06__E004,20260422125452-imwczl__9__P06,Ja,P06,4,54,60,7,0,0,0,1,-0.1208727673887522,,other_or_shallow_episode,mixed_symbols_identification
20260422131421-bqkmv2__10__P08__E001,20260422131421-bqkmv2__10__P08,Kurosagi Ichigo,P08,1,23,31,9,615,1,1,2,0.2021491050956353,424.0,other_or_shallow_episode,formal_lexical_difficulty
20260422131421-bqkmv2__10__P08__E002,20260422131421-bqkmv2__10__P08,Kurosagi Ichigo,P08,2,53,75,23,3162,8,8,5,0.0943511408423077,335.0,deep_overshoot_then_recovery,formal_lexical_difficulty
20260422131421-bqkmv2__11__P07__E001,20260422131421-bqkmv2__11__P07,Kurosagi Ichigo,P07,1,4,14,11,640,2,2,3,-0.1394460921838153,318.0,deep_overshoot_then_recovery,formal_educational
20260422131421-bqkmv2__11__P07__E002,20260422131421-bqkmv2__11__P07,Kurosagi Ichigo,P07,2,12,18,7,0,0,0,1,0.3999505810364544,,other_or_shallow_episode,formal_educational
20260422131421-bqkmv2__11__P07__E003,20260422131421-bqkmv2__11__P07,Kurosagi Ichigo,P07,3,18,26,9,484,1,1,2,0.1353873135020157,332.0,other_or_shallow_episode,formal_educational
20260422131421-bqkmv2__11__P07__E004,20260422131421-bqkmv2__11__P07,Kurosagi Ichigo,P07,4,29,39,11,631,2,2,3,-0.2199388159928939,334.0,deep_overshoot_then_recovery,formal_educational
20260422131421-bqkmv2__11__P07__E005,20260422131421-bqkmv2__11__P07,Kurosagi Ichigo,P07,5,38,44,7,0,0,0,1,-0.214746891065976,,other_or_shallow_episode,formal_educational
20260422131421-bqkmv2__11__P07__E006,20260422131421-bqkmv2__11__P07,Kurosagi Ichigo,P07,6,51,57,7,0,0,0,1,0.0029109656907586,,other_or_shallow_episode,formal_educational
20260422131421-bqkmv2__11__P07__E007,20260422131421-bqkmv2__11__P07,Kurosagi Ichigo,P07,7,63,69,7,0,0,0,1,-0.3464215289310424,,other_or_shallow_episode,formal_educational
20260422131421-bqkmv2__11__P07__E008,20260422131421-bqkmv2__11__P07,Kurosagi Ichigo,P07,8,75,81,7,0,0,0,1,-0.0241110581367249,,other_or_shallow_episode,formal_educational
20260422131421-bqkmv2__12__P12__E001,20260422131421-bqkmv2__12__P12,Kurosagi Ichigo,P12,1,36,42,7,0,0,0,1,-0.0531927487709697,,other_or_shallow_episode,long_familiar_expository
20260422131421-bqkmv2__12__P12__E002,20260422131421-bqkmv2__12__P12,Kurosagi Ichigo,P12,2,115,121,7,0,0,0,1,0.1977511891872022,,other_or_shallow_episode,long_familiar_expository
20260422131421-bqkmv2__12__P12__E003,20260422131421-bqkmv2__12__P12,Kurosagi Ichigo,P12,3,121,133,13,1257,3,3,3,0.0031767670734524,424.0,deep_overshoot_then_recovery,long_familiar_expository
20260422131421-bqkmv2__12__P12__E004,20260422131421-bqkmv2__12__P12,Kurosagi Ichigo,P12,4,133,139,7,0,0,0,1,-1.135262511860581,,other_or_shallow_episode,long_familiar_expository
20260422131421-bqkmv2__13__P14__E001,20260422131421-bqkmv2__13__P14,Kurosagi Ichigo,P14,1,56,62,7,0,0,0,1,-0.1435378921724399,,other_or_shallow_episode,long_mixed_difficulty
20260422131421-bqkmv2__13__P14__E002,20260422131421-bqkmv2__13__P14,Kurosagi Ichigo,P14,2,107,113,7,0,0,0,1,0.1461771584177463,,other_or_shallow_episode,long_mixed_difficulty
20260422131421-bqkmv2__13__P14__E003,20260422131421-bqkmv2__13__P14,Kurosagi Ichigo,P14,3,119,127,9,573,1,1,2,0.076447537117736,378.0,other_or_shallow_episode,long_mixed_difficulty
20260422131421-bqkmv2__14__P13__E001,20260422131421-bqkmv2__14__P13,Kurosagi Ichigo,P13,1,21,27,7,0,0,0,1,-1.0102239876439447,,other_or_shallow_episode,long_formal_bureaucratic
20260422131421-bqkmv2__14__P13__E002,20260422131421-bqkmv2__14__P13,Kurosagi Ichigo,P13,2,54,62,9,528,1,1,2,-0.2880040365081204,402.0,other_or_shallow_episode,long_formal_bureaucratic
20260422131421-bqkmv2__14__P13__E003,20260422131421-bqkmv2__14__P13,Kurosagi Ichigo,P13,3,58,68,11,1424,2,2,2,0.2247385305740682,303.0,other_or_shallow_episode,long_formal_bureaucratic
20260422131421-bqkmv2__14__P13__E004,20260422131421-bqkmv2__14__P13,Kurosagi Ichigo,P13,4,64,72,9,778,1,1,2,0.3151251866662039,590.0,pause_then_delete,long_formal_bureaucratic
20260422131421-bqkmv2__14__P13__E005,20260422131421-bqkmv2__14__P13,Kurosagi Ichigo,P13,5,96,104,9,760,1,1,2,0.149437315365623,633.0,pause_then_delete,long_formal_bureaucratic
20260422131421-bqkmv2__14__P13__E006,20260422131421-bqkmv2__14__P13,Kurosagi Ichigo,P13,6,107,113,7,0,0,0,1,0.0404452286881687,,other_or_shallow_episode,long_formal_bureaucratic
20260422131421-bqkmv2__14__P13__E007,20260422131421-bqkmv2__14__P13,Kurosagi Ichigo,P13,7,116,124,9,393,1,1,2,-0.0495219070181078,291.0,immediate_repair,long_formal_bureaucratic
20260422131421-bqkmv2__14__P13__E008,20260422131421-bqkmv2__14__P13,Kurosagi Ichigo,P13,8,132,140,9,419,1,1,2,-0.0862982698932422,292.0,immediate_repair,long_formal_bureaucratic
20260422131421-bqkmv2__14__P13__E009,20260422131421-bqkmv2__14__P13,Kurosagi Ichigo,P13,9,143,149,7,0,0,0,1,-0.973296887666524,,other_or_shallow_episode,long_formal_bureaucratic
20260422131421-bqkmv2__1__P01__E001,20260422131421-bqkmv2__1__P01,Kurosagi Ichigo,P01,1,9,15,7,0,0,0,1,-0.0370873074706854,,other_or_shallow_episode,familiar_baseline
20260422131421-bqkmv2__2__P02__E001,20260422131421-bqkmv2__2__P02,Kurosagi Ichigo,P02,1,1,7,7,0,0,0,1,0.5338676066390122,,other_or_shallow_episode,familiar_polite
20260422131421-bqkmv2__2__P02__E002,20260422131421-bqkmv2__2__P02,Kurosagi Ichigo,P02,2,5,15,11,791,2,2,3,0.1234275337521139,320.0,deep_overshoot_then_recovery,familiar_polite
20260422131421-bqkmv2__3__P04__E001,20260422131421-bqkmv2__3__P04,Kurosagi Ichigo,P04,1,13,19,7,0,0,0,1,-0.1844637504869564,,other_or_shallow_episode,orthographic_named_entity
20260422131421-bqkmv2__4__P03__E001,20260422131421-bqkmv2__4__P03,Kurosagi Ichigo,P03,1,1,6,6,0,0,0,1,-0.018735501095884,,other_or_shallow_episode,formal_register
20260422131421-bqkmv2__5__P05__E001,20260422131421-bqkmv2__5__P05,Kurosagi Ichigo,P05,1,11,17,7,0,0,0,1,0.125076244071668,,other_or_shallow_episode,twisted_proverb
20260422131421-bqkmv2__5__P05__E002,20260422131421-bqkmv2__5__P05,Kurosagi Ichigo,P05,2,14,22,9,586,1,1,2,0.0071591302861501,502.0,pause_then_delete,twisted_proverb
20260422131421-bqkmv2__5__P05__E003,20260422131421-bqkmv2__5__P05,Kurosagi Ichigo,P05,3,19,33,15,3337,4,4,5,0.504176948934082,399.0,deep_overshoot_then_recovery,twisted_proverb
20260422131421-bqkmv2__5__P05__E004,20260422131421-bqkmv2__5__P05,Kurosagi Ichigo,P05,4,39,45,7,0,0,0,1,-0.1317793791903997,,other_or_shallow_episode,twisted_proverb
20260422131421-bqkmv2__5__P05__E005,20260422131421-bqkmv2__5__P05,Kurosagi Ichigo,P05,5,46,60,15,3262,4,4,5,0.3412448782955027,1662.0,deep_overshoot_then_recovery,twisted_proverb
20260422131421-bqkmv2__6__P09__E001,20260422131421-bqkmv2__6__P09,Kurosagi Ichigo,P09,1,11,17,7,0,0,0,1,-0.1803619653783421,,other_or_shallow_episode,arabic_numerals
20260422131421-bqkmv2__7__P11__E001,20260422131421-bqkmv2__7__P11,Kurosagi Ichigo,P11,1,7,13,7,0,0,0,1,-0.2306798565204707,,other_or_shallow_episode,rhythmic_repetition
20260422131421-bqkmv2__7__P11__E002,20260422131421-bqkmv2__7__P11,Kurosagi Ichigo,P11,2,30,38,9,543,1,1,2,-0.282152297953993,400.0,other_or_shallow_episode,rhythmic_repetition
20260422131421-bqkmv2__7__P11__E003,20260422131421-bqkmv2__7__P11,Kurosagi Ichigo,P11,3,35,41,7,0,0,0,1,0.428223468986425,,other_or_shallow_episode,rhythmic_repetition
20260422131421-bqkmv2__7__P11__E004,20260422131421-bqkmv2__7__P11,Kurosagi Ichigo,P11,4,47,52,6,0,0,0,1,0.148731412869773,,other_or_shallow_episode,rhythmic_repetition
20260422131421-bqkmv2__8__P10__E001,20260422131421-bqkmv2__8__P10,Kurosagi Ichigo,P10,1,11,17,7,0,0,0,1,-0.0337823441902016,,other_or_shallow_episode,thai_numerals
20260422131421-bqkmv2__9__P06__E001,20260422131421-bqkmv2__9__P06,Kurosagi Ichigo,P06,1,1,9,9,454,1,1,2,-0.0169531302032999,375.0,other_or_shallow_episode,mixed_symbols_identification
20260422131421-bqkmv2__9__P06__E002,20260422131421-bqkmv2__9__P06,Kurosagi Ichigo,P06,2,36,44,9,713,1,1,2,0.1189977539118283,593.0,pause_then_delete,mixed_symbols_identification
20260422132335-1ewston__10__P08__E001,20260422132335-1ewston__10__P08,Shimmy,P08,1,8,14,7,0,0,0,1,0.0633626580937189,,other_or_shallow_episode,formal_lexical_difficulty
20260422132335-1ewston__10__P08__E002,20260422132335-1ewston__10__P08,Shimmy,P08,2,10,20,11,725,2,2,3,-0.0524081912553965,117.0,deep_overshoot_then_recovery,formal_lexical_difficulty
20260422132335-1ewston__10__P08__E003,20260422132335-1ewston__10__P08,Shimmy,P08,3,19,27,9,420,1,1,2,0.3232980609870845,168.0,immediate_repair,formal_lexical_difficulty
20260422132335-1ewston__10__P08__E004,20260422132335-1ewston__10__P08,Shimmy,P08,4,30,36,7,0,0,0,1,0.2354166864276853,,other_or_shallow_episode,formal_lexical_difficulty
20260422132335-1ewston__10__P08__E005,20260422132335-1ewston__10__P08,Shimmy,P08,5,48,54,7,0,0,0,1,0.0276806264771723,,other_or_shallow_episode,formal_lexical_difficulty
20260422132335-1ewston__10__P08__E006,20260422132335-1ewston__10__P08,Shimmy,P08,6,59,71,13,918,3,3,4,0.2165210905772652,194.0,deep_overshoot_then_recovery,formal_lexical_difficulty
20260422132335-1ewston__10__P08__E007,20260422132335-1ewston__10__P08,Shimmy,P08,7,67,77,11,665,2,2,3,0.1794461401317176,237.0,deep_overshoot_then_recovery,formal_lexical_difficulty
20260422132335-1ewston__10__P08__E008,20260422132335-1ewston__10__P08,Shimmy,P08,8,74,80,7,0,0,0,1,0.1985723033198095,,other_or_shallow_episode,formal_lexical_difficulty
20260422132335-1ewston__10__P08__E009,20260422132335-1ewston__10__P08,Shimmy,P08,9,80,88,9,489,1,1,2,-0.0132727898539376,322.0,other_or_shallow_episode,formal_lexical_difficulty
20260422132335-1ewston__10__P08__E010,20260422132335-1ewston__10__P08,Shimmy,P08,10,88,98,11,784,2,2,3,0.0359170461854635,228.0,deep_overshoot_then_recovery,formal_lexical_difficulty
20260422132335-1ewston__11__P07__E001,20260422132335-1ewston__11__P07,Shimmy,P07,1,30,40,11,750,2,2,3,0.0431963846092976,228.0,deep_overshoot_then_recovery,formal_educational
20260422132335-1ewston__11__P07__E002,20260422132335-1ewston__11__P07,Shimmy,P07,2,38,48,11,757,2,2,3,0.1156791844137632,196.0,deep_overshoot_then_recovery,formal_educational
20260422132335-1ewston__11__P07__E003,20260422132335-1ewston__11__P07,Shimmy,P07,3,45,51,7,0,0,0,1,0.2612287453129723,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E004,20260422132335-1ewston__11__P07,Shimmy,P07,4,48,58,11,836,2,2,3,0.090619484116803,269.0,deep_overshoot_then_recovery,formal_educational
20260422132335-1ewston__11__P07__E005,20260422132335-1ewston__11__P07,Shimmy,P07,5,56,62,7,0,0,0,1,0.3680922486683506,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E006,20260422132335-1ewston__11__P07,Shimmy,P07,6,60,68,9,809,1,1,2,0.3002815693670869,447.0,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E007,20260422132335-1ewston__11__P07,Shimmy,P07,7,66,74,9,716,1,1,2,0.2252567366293879,455.0,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E008,20260422132335-1ewston__11__P07,Shimmy,P07,8,72,78,7,0,0,0,1,0.0836463780442769,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E009,20260422132335-1ewston__11__P07,Shimmy,P07,9,74,80,7,0,0,0,1,0.6127627956778686,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E010,20260422132335-1ewston__11__P07,Shimmy,P07,10,76,84,9,682,1,1,2,0.098611095287179,573.0,pause_then_delete,formal_educational
20260422132335-1ewston__11__P07__E011,20260422132335-1ewston__11__P07,Shimmy,P07,11,80,88,9,497,1,1,2,0.1031284137113694,421.0,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E012,20260422132335-1ewston__11__P07,Shimmy,P07,12,86,96,11,817,2,2,3,0.0303665405148342,394.0,deep_overshoot_then_recovery,formal_educational
20260422132335-1ewston__11__P07__E013,20260422132335-1ewston__11__P07,Shimmy,P07,13,92,98,7,0,0,0,1,0.2296009549782988,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E014,20260422132335-1ewston__11__P07,Shimmy,P07,14,94,100,7,0,0,0,1,0.3436602704789091,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E015,20260422132335-1ewston__11__P07,Shimmy,P07,15,96,102,7,0,0,0,1,-0.0430075164992687,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E016,20260422132335-1ewston__11__P07,Shimmy,P07,16,98,104,7,0,0,0,1,0.3517156785626915,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E017,20260422132335-1ewston__11__P07,Shimmy,P07,17,100,106,7,0,0,0,1,0.1587586830408281,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E018,20260422132335-1ewston__11__P07,Shimmy,P07,18,102,108,7,0,0,0,1,0.059407287550587,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E019,20260422132335-1ewston__11__P07,Shimmy,P07,19,106,116,11,2247,2,2,3,0.2996861946757951,867.0,deep_overshoot_then_recovery,formal_educational
20260422132335-1ewston__11__P07__E020,20260422132335-1ewston__11__P07,Shimmy,P07,20,114,120,7,0,0,0,1,0.126016143929443,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E021,20260422132335-1ewston__11__P07,Shimmy,P07,21,116,122,7,0,0,0,1,0.4411228944459058,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E022,20260422132335-1ewston__11__P07,Shimmy,P07,22,118,124,7,0,0,0,1,0.0506103028528911,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E023,20260422132335-1ewston__11__P07,Shimmy,P07,23,120,130,11,1836,2,2,3,0.2771558198599649,522.0,deep_overshoot_then_recovery,formal_educational
20260422132335-1ewston__11__P07__E024,20260422132335-1ewston__11__P07,Shimmy,P07,24,128,134,7,0,0,0,1,0.4892890380823091,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E025,20260422132335-1ewston__11__P07,Shimmy,P07,25,132,138,7,0,0,0,1,0.3022824686204926,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E026,20260422132335-1ewston__11__P07,Shimmy,P07,26,134,140,7,0,0,0,1,0.3183194853341761,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E027,20260422132335-1ewston__11__P07,Shimmy,P07,27,136,142,7,0,0,0,1,-0.0027440400729871,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E028,20260422132335-1ewston__11__P07,Shimmy,P07,28,138,148,11,2038,2,2,3,0.2262826319449318,573.0,deep_overshoot_then_recovery,formal_educational
20260422132335-1ewston__11__P07__E029,20260422132335-1ewston__11__P07,Shimmy,P07,29,144,152,9,498,1,1,2,0.1323448737855659,412.0,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E030,20260422132335-1ewston__11__P07,Shimmy,P07,30,150,156,7,0,0,0,1,0.5439489737099726,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E031,20260422132335-1ewston__11__P07,Shimmy,P07,31,156,252,97,309964,45,45,34,1.4632859900099948,708.0,deep_overshoot_then_recovery,formal_educational
20260422132335-1ewston__11__P07__E032,20260422132335-1ewston__11__P07,Shimmy,P07,32,250,258,9,765,1,1,2,0.2352995553406832,707.0,pause_then_delete,formal_educational
20260422132335-1ewston__11__P07__E033,20260422132335-1ewston__11__P07,Shimmy,P07,33,254,260,7,0,0,0,1,0.4001769188961093,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E034,20260422132335-1ewston__11__P07,Shimmy,P07,34,257,263,7,0,0,0,1,0.3623361422098912,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E035,20260422132335-1ewston__11__P07,Shimmy,P07,35,260,268,9,615,1,1,2,0.1374101233302682,515.0,pause_then_delete,formal_educational
20260422132335-1ewston__11__P07__E036,20260422132335-1ewston__11__P07,Shimmy,P07,36,264,272,9,715,1,1,2,0.1739271718393562,528.0,pause_then_delete,formal_educational
20260422132335-1ewston__11__P07__E037,20260422132335-1ewston__11__P07,Shimmy,P07,37,277,283,7,0,0,0,1,-0.0665070845962328,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E038,20260422132335-1ewston__11__P07,Shimmy,P07,38,279,285,7,0,0,0,1,0.3050654977605067,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E039,20260422132335-1ewston__11__P07,Shimmy,P07,39,282,288,7,0,0,0,1,0.2339444204944837,,other_or_shallow_episode,formal_educational
20260422132335-1ewston__11__P07__E040,20260422132335-1ewston__11__P07,Shimmy,P07,40,297,305,9,487,1,1,2,0.1890516409530119,211.0,immediate_repair,formal_educational
20260422132335-1ewston__12__P12__E001,20260422132335-1ewston__12__P12,Shimmy,P12,1,1,6,6,389,1,1,2,0.1516505198408566,353.0,other_or_shallow_episode,long_familiar_expository
20260422132335-1ewston__12__P12__E002,20260422132335-1ewston__12__P12,Shimmy,P12,2,41,47,7,0,0,0,1,0.2944028885852069,,other_or_shallow_episode,long_familiar_expository
20260422132335-1ewston__12__P12__E003,20260422132335-1ewston__12__P12,Shimmy,P12,3,45,51,7,0,0,0,1,0.3274854291511777,,other_or_shallow_episode,long_familiar_expository
20260422132335-1ewston__12__P12__E004,20260422132335-1ewston__12__P12,Shimmy,P12,4,68,80,13,970,3,3,4,0.3113126750817275,354.0,deep_overshoot_then_recovery,long_familiar_expository
