participant_code,profile_dimension,profile_value,n_events,n_positions,n_trials_from_events,n_trials_from_positions,mean_log_dt_ms,mean_friction,delete_rate,near_key_typo_rate,layout_confusion_rate,shift_confusion_rate,mean_time_to_first_correct_ms,mean_time_to_stability_ms,mean_revisions,wrong_first_rate
DDDD,expected_shift_required,0,1134,803,14,14,6.188627495898931,0.22200938690911937,0.14638447971781304,0.0873015873015873,0.0008818342151675485,0.0,40586.7098381071,40647.44831880448,0.008717310087173101,0.12702366127023662
DDDD,expected_shift_required,1,82,46,11,11,6.482464512672009,0.3912324139117013,0.2073170731707317,0.04878048780487805,0.0,0.0,42996.565217391304,43328.739130434784,0.043478260869565216,0.10869565217391304
DDDD,expected_shift_required,<missing>,32,13,7,7,6.178913572372983,0.2646465645273443,0.3125,0.0,0.0,0.0,43221.0,43221.0,0.0,0.07692307692307693
DDDD,expected_zone_proxy,<missing>,32,13,7,7,6.178913572372983,0.2646465645273443,0.3125,0.0,0.0,0.0,43221.0,43221.0,0.0,0.07692307692307693
DDDD,expected_zone_proxy,center,298,204,14,14,6.222804687339531,0.22023926401462304,0.1610738255033557,0.08389261744966443,0.0,0.0,37259.36274509804,37261.955882352944,0.004901960784313725,0.1323529411764706
DDDD,expected_zone_proxy,left,318,224,14,14,6.3447437907337285,0.3059035776242103,0.14779874213836477,0.0880503144654088,0.0031446540880503146,0.0,42535.55357142857,42577.52232142857,0.004464285714285714,0.13392857142857142
DDDD,expected_zone_proxy,right,579,402,14,14,6.122088385942142,0.20059013429705322,0.15025906735751296,0.08635578583765112,0.0,0.0,41644.166666666664,41778.800995024874,0.017412935323383085,0.12189054726368159
DDDD,expected_zone_proxy,space,21,19,8,8,6.321532030832675,0.2280655512785984,0.047619047619047616,0.0,0.0,0.0,36796.89473684211,36796.89473684211,0.0,0.05263157894736842
DDDD,layout_switch_needed,0,1166,819,14,14,6.205165864053928,0.23138222723496188,0.1483704974271012,0.08404802744425385,0.0,0.0,41250.08547008547,41328.294261294264,0.01098901098901099,0.12576312576312576
DDDD,layout_switch_needed,1,3,3,1,1,7.303742441644474,0.6800070999989783,0.0,0.0,0.0,0.0,19446.0,19446.0,0.0,0.0
DDDD,layout_switch_needed,<missing>,79,40,14,14,6.203244049273612,0.25919866461535956,0.25316455696202533,0.06329113924050633,0.012658227848101266,0.0,32217.125,32217.125,0.0,0.125
DDDD,target_distance_bin,<missing>,123,78,14,14,6.30334828554216,0.27419559709328767,0.18699186991869918,0.04878048780487805,0.008130081300813009,0.0,34716.98717948718,34716.98717948718,0.0,0.10256410256410256
DDDD,target_distance_bin,high,621,434,14,14,6.245757778842631,0.3035292520929871,0.15136876006441224,0.09017713365539452,0.0,0.0,41244.42626728111,41281.86405529954,0.0069124423963133645,0.1313364055299539
DDDD,target_distance_bin,low,229,177,14,14,6.034270543403252,0.06542861914493976,0.11353711790393013,0.0611353711790393,0.0,0.0,40344.293785310736,40429.42937853107,0.011299435028248588,0.0903954802259887
DDDD,target_distance_bin,medium,275,173,14,14,6.2233292017531765,0.200390963578783,0.18181818181818182,0.09818181818181818,0.0,0.0,42669.92485549133,42859.15028901734,0.023121387283236993,0.15606936416184972
JJ,expected_char_class,<missing>,15,13,7,7,5.879153440765245,0.07947805657382563,0.06666666666666667,0.0,0.0,0.0,55505.0,55505.0,0.0,0.07692307692307693
JJ,expected_char_class,arabic_numeral,11,5,2,2,6.462450172152353,0.3874327458218401,0.2727272727272727,0.0,0.18181818181818182,0.0,25746.4,25746.4,0.0,0.8
JJ,expected_char_class,english_punctuation,5,3,1,1,6.90382294003499,0.6663002115097424,0.2,0.0,0.2,0.0,15687.0,15687.0,0.0,0.3333333333333333
JJ,expected_char_class,thai_consonant,585,520,14,14,6.137440457414352,0.18319535422497205,0.0547008547008547,0.013675213675213675,0.003418803418803419,0.0017094017094017094,43513.571153846155,43575.998076923075,0.007692307692307693,0.051923076923076926
JJ,expected_char_class,thai_diacritic,7,7,5,5,6.08473414584686,0.223048802686631,0.0,0.0,0.0,0.0,60234.0,60234.0,0.0,0.0
JJ,expected_char_class,thai_numeral,12,4,2,2,6.966242005283225,0.6410482308715731,0.3333333333333333,0.0,0.0,0.0,63841.0,63841.0,0.0,0.25
JJ,expected_char_class,thai_tone_mark,65,54,13,13,5.558120024306832,-0.04659203460305426,0.09230769230769231,0.0,0.0,0.03076923076923077,42036.72222222222,42036.72222222222,0.0,0.1111111111111111
JJ,expected_char_class,thai_vowel_mark,287,237,14,14,6.039718555178291,0.1415659135690475,0.08710801393728224,0.010452961672473868,0.0,0.013937282229965157,43373.194092827005,43450.168776371305,0.008438818565400843,0.08438818565400844
JJ,expected_char_class,whitespace,27,19,8,8,6.399559594750944,0.3086282155628077,0.14814814814814814,0.0,0.0,0.0,43708.26315789474,43708.26315789474,0.0,0.15789473684210525
JJ,expected_hand_proxy,<missing>,15,13,7,7,5.879153440765245,0.07947805657382563,0.06666666666666667,0.0,0.0,0.0,55505.0,55505.0,0.0,0.07692307692307693
